TABLEU,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,WINNER
32,18,545, SWEDEN,1.0,2.0,21,316, DENMARK,1.0,2.0,1.0
32,22,413, SWEDEN,1.0,2.0,21,304, DENMARK,0.0,2.0,1.0
32,21,159, SWEDEN,0.0,2.0,17,507, PHILIPPINES,1.0,2.0,0.0
32,34,122, ESTONIA,0.0,2.0,22,143, FINLAND,0.0,2.0,0.0
32,19,582, ESTONIA,0.0,2.0,19,258, FINLAND,0.0,2.0,1.0
32,31,76, ESTONIA,0.0,2.0,46,524, SWEDEN,0.0,2.0,0.0
32,36,481, USA,0.0,2.0,29,50, FINLAND,1.0,2.0,1.0
16,21,118, AUSTRIA,1.0,2.0,26,477, SWEDEN,1.0,2.0,0.0
16,17,475, FINLAND,1.0,2.0,23,365, TURKEY,0.0,2.0,1.0
16,20,303, ESTONIA,1.0,2.0,25,467, FINLAND,0.0,2.0,0.0
16,20,491, LITHUANIA,0.0,2.0,21,316, DENMARK,1.0,2.0,1.0
16,21,304, DENMARK,0.0,2.0,21,159, SWEDEN,0.0,2.0,1.0
16,34,122, ESTONIA,0.0,2.0,19,258, FINLAND,0.0,2.0,0.0
16,31,76, ESTONIA,0.0,2.0,29,50, FINLAND,1.0,2.0,1.0
8,21,118, AUSTRIA,1.0,2.0,23,365, TURKEY,0.0,2.0,0.0
8,21,316, DENMARK,1.0,2.0,21,159, SWEDEN,0.0,2.0,1.0
8,34,122, ESTONIA,0.0,2.0,29,50, FINLAND,1.0,2.0,1.0
4,21,159, SWEDEN,0.0,2.0,29,50, FINLAND,1.0,2.0,1.0
32,20,151, ITALY,0.0,1.0,29,384, GREAT BRITAIN,1.0,1.0,0.0
32,18,277, HONG KONG,1.0,1.0,19,404, ITALY,0.0,1.0,0.0
32,26,284, GREAT BRITAIN,0.0,1.0,17,380, SWEDEN,0.0,1.0,1.0
32,23,278, AUSTRIA,0.0,1.0,24,145, JAPAN,0.0,1.0,1.0
32,25,124, DENMARK,0.0,1.0,27,91, SLOVAKIA,0.0,1.0,0.0
32,20,442, BELGIUM,0.0,1.0,27,276, GREAT BRITAIN,0.0,1.0,1.0
32,19,398, NETHERLANDS,0.0,1.0,22,57, DENMARK,0.0,1.0,1.0
32,31,205, DENMARK,0.0,1.0,21,90, CROATIA,0.0,1.0,1.0
32,18,376, DENMARK,0.0,1.0,20,107, BELGIUM,1.0,1.0,0.0
32,18,103, NETHERLANDS,0.0,1.0,21,134, BELGIUM,1.0,1.0,0.0
32,18,424, ITALY,0.0,1.0,28,64, JAPAN,1.0,1.0,1.0
32,24,206, AUSTRIA,0.0,1.0,28,102, FRANCE,0.0,1.0,1.0
32,20,204, SWEDEN,0.0,1.0,30,31, TURKEY,0.0,1.0,1.0
32,25,389, JAPAN,0.0,1.0,19,371, ITALY,0.0,1.0,1.0
32,17,431, NETHERLANDS,0.0,1.0,20,281, GREAT BRITAIN,0.0,1.0,1.0
16,20,151, ITALY,0.0,1.0,18,277, HONG KONG,1.0,1.0,0.0
16,17,380, SWEDEN,0.0,1.0,18,291, DENMARK,0.0,1.0,1.0
16,24,145, JAPAN,0.0,1.0,25,124, DENMARK,0.0,1.0,1.0
16,27,276, GREAT BRITAIN,0.0,1.0,22,57, DENMARK,0.0,1.0,1.0
16,21,90, CROATIA,0.0,1.0,18,376, DENMARK,0.0,1.0,0.0
16,18,103, NETHERLANDS,0.0,1.0,28,64, JAPAN,1.0,1.0,1.0
16,28,102, FRANCE,0.0,1.0,30,31, TURKEY,0.0,1.0,0.0
16,19,371, ITALY,0.0,1.0,20,281, GREAT BRITAIN,0.0,1.0,1.0
8,20,151, ITALY,0.0,1.0,18,291, DENMARK,0.0,1.0,0.0
8,25,124, DENMARK,0.0,1.0,22,57, DENMARK,0.0,1.0,0.0
8,21,90, CROATIA,0.0,1.0,28,64, JAPAN,1.0,1.0,1.0
8,28,102, FRANCE,0.0,1.0,20,281, GREAT BRITAIN,0.0,1.0,0.0
4,20,151, ITALY,0.0,1.0,25,124, DENMARK,0.0,1.0,0.0
4,28,64, JAPAN,1.0,1.0,28,102, FRANCE,0.0,1.0,1.0
2,20,151, ITALY,0.0,1.0,28,102, FRANCE,0.0,1.0,0.0
32,19,382, MEXICO,0.0,1.0,17,395, MEXICO,0.0,1.0,0.0
32,22,270, USA,0.0,1.0,18,403, MEXICO,1.0,1.0,0.0
32,23,386, MEXICO,0.0,1.0,22,115, MEXICO,0.0,1.0,0.0
32,25,378, MEXICO,0.0,1.0,18,399, MEXICO,0.0,1.0,0.0
16,20,218, IRELAND,1.0,1.0,19,382, MEXICO,0.0,1.0,0.0
16,19,106, ARGENTINA,1.0,1.0,24,163, MEXICO,1.0,1.0,0.0
16,21,128, LATVIA,1.0,1.0,18,372, USA,1.0,1.0,0.0
16,22,270, USA,0.0,1.0,26,199, GUATEMALA,0.0,1.0,1.0
16,17,301, MEXICO,0.0,1.0,23,386, MEXICO,0.0,1.0,0.0
16,16,370, MEXICO,0.0,1.0,28,207, MEXICO,0.0,1.0,1.0
16,17,181, USA,1.0,1.0,18,368, USA,1.0,1.0,0.0
16,25,378, MEXICO,0.0,1.0,17,198, MEXICO,0.0,1.0,1.0
8,20,218, IRELAND,1.0,1.0,19,106, ARGENTINA,1.0,1.0,0.0
8,21,128, LATVIA,1.0,1.0,26,199, GUATEMALA,0.0,1.0,0.0
8,17,301, MEXICO,0.0,1.0,28,207, MEXICO,0.0,1.0,1.0
8,17,181, USA,1.0,1.0,17,198, MEXICO,0.0,1.0,0.0
4,20,218, IRELAND,1.0,1.0,21,128, LATVIA,1.0,1.0,0.0
4,28,207, MEXICO,0.0,1.0,17,181, USA,1.0,1.0,1.0
2,20,218, IRELAND,1.0,1.0,17,181, USA,1.0,1.0,1.0
32,21,47, ITALY,0.0,2.0,26,263, SWITZERLAND,0.0,2.0,0.0
32,29,598, SWITZERLAND,0.0,2.0,17,497, ITALY,0.0,2.0,1.0
32,20,512, GREAT BRITAIN,0.0,2.0,33,225, SWITZERLAND,0.0,2.0,1.0
32,36,227, ITALY,0.0,2.0,30,110, HUNGARY,0.0,2.0,1.0
32,21,304, DENMARK,0.0,2.0,21,493, ITALY,0.0,2.0,1.0
32,21,165, HUNGARY,0.0,2.0,22,519, FRANCE,0.0,2.0,0.0
32,27,412, SWITZERLAND,0.0,2.0,29,32, ITALY,0.0,2.0,1.0
32,26,139, SWITZERLAND,1.0,2.0,21,310, SWITZERLAND,0.0,2.0,1.0
32,38,126, HUNGARY,0.0,2.0,24,152, ITALY,0.0,2.0,0.0
32,26,182, ITALY,0.0,2.0,20,417, ITALY,0.0,2.0,0.0
32,22,370, SWITZERLAND,0.0,2.0,21,383, SWITZERLAND,0.0,2.0,0.0
