,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2
19811,2015-1362,16,Patricia-SHEPHERD_FOSTER-19244,73,9999999, GREAT BRITAIN,0.0,0.0,Marie_Chantal-DEMAILLE-11202,77,9999999, FRANCE,1.0,0.0, D/2,  V/10
19812,2015-1362,16,Ellen-OLEARY-19322,77,9999999, USA,1.0,0.0,Janka-WOHLFARTH-8920,78,9999999, GERMANY,0.0,0.0, V/10,  D/4
19813,2015-1362,16,Catherine-RADLE-33315,75,9999999, USA,1.0,0.0,Annegret-HAMANN-27860,74,9999999, GERMANY,0.0,0.0, D/3,  V/10
19814,2015-1362,16,Motoko-KITAMI-11200,77,9999999, JAPAN,0.0,0.0,Constance-ADAM-3079,91,9999999, GREAT BRITAIN,0.0,0.0, D/6,  V/10
19815,2015-1362,8,Diane-HIATT-29609,74,9999999, USA,0.0,0.0,Brigitte-GREUNKE-3565,76,9999999, GERMANY,0.0,0.0, D/7,  V/10
19816,2015-1362,8,Yoshiko-TACHIBANA-14239,77,9999999, JAPAN,0.0,0.0,Marie_Chantal-DEMAILLE-11202,77,9999999, FRANCE,1.0,0.0, D/6,  V/10
19817,2015-1362,8,Ellen-OLEARY-19322,77,9999999, USA,1.0,0.0,Annegret-HAMANN-27860,74,9999999, GERMANY,0.0,0.0, V/10,  D/6
19818,2015-1362,8,Constance-ADAM-3079,91,9999999, GREAT BRITAIN,0.0,0.0,Brigitte-MARTIN-2939,74,9999999, FRANCE,0.0,0.0, D/4,  V/10
19819,2015-1362,4,Brigitte-GREUNKE-3565,76,9999999, GERMANY,0.0,0.0,Marie_Chantal-DEMAILLE-11202,77,9999999, FRANCE,1.0,0.0, V/10,  D/9
19820,2015-1362,4,Ellen-OLEARY-19322,77,9999999, USA,1.0,0.0,Brigitte-MARTIN-2939,74,9999999, FRANCE,0.0,0.0, V/10,  D/8
19821,2015-1362,2,Brigitte-GREUNKE-3565,76,9999999, GERMANY,0.0,0.0,Ellen-OLEARY-19322,77,9999999, USA,1.0,0.0, D/8,  V/10
19822,2015-1365,32,Philippe-BENNETT-27911,64,9999999, USA,0.0,1.0,Eiichi-IDE-4787,71,9999999, JAPAN,0.0,2.0, V/8,  D/3
19823,2015-1365,32,Anthony-BARTLETT-17337,63,9999999, GREAT BRITAIN,0.0,1.0,Thomas-LUTTON-11268,65,9999999, USA,0.0,1.0, V/10,  D/2
19824,2015-1365,32,Paal-RAMBERG-31283,63,9999999, DENMARK,0.0,1.0,Joseph-STREB-9020,66,9999999, USA,0.0,1.0, D/2,  V/10
19825,2015-1365,32,Francesco-TIBERI-14568,64,9999999, ITALY,1.0,1.0,Berthold-SCHAUM-33516,67,9999999, GERMANY,0.0,1.0, V/10,  D/8
19826,2015-1365,32,Yutaka-YAMAZAKI-14289,65,9999999, JAPAN,0.0,2.0,Fernando-LUPIZ-35878,65,9999999, ARGENTINA,0.0,2.0, V/10,  D/5
19827,2015-1365,32,Stephen-FOX-21295,68,9999999, GREAT BRITAIN,1.0,1.0,Giulo-PAROLI-8933,66,9999999, ITALY,0.0,0.0, V/10,  D/3
19828,2015-1365,32,Svetoslav-MARINOV-16978,63,9999999, BULGARIA,1.0,2.0,Heinrich-BOEHMER-33517,63,9999999, GERMANY,0.0,1.0, D/8,  V/9
19829,2015-1365,32,Thierry-SOUMAGNE-186,65,9999999, BELGIUM,0.0, None ,Vladimir-CHUBAROV-3496,69,9999999, GERMANY,1.0, None , V/10,  D/3
19830,2015-1365,32,Laszlo-IMREH-4099,65,9999999, HUNGARY,1.0,2.0,Mark-BALLARD-14047,65,9999999, CANADA,1.0,2.0, V/10,  D/6
19831,2015-1365,32,Kenichi-HINOSHITA-49,67,9999999, JAPAN,0.0,2.0,Massimo-ACCORSI-36136,65,9999999, ITALY,0.0,1.0, V/10,  D/4
19832,2015-1365,32,Henryk-ZYLKA-38656,63,9999999, GERMANY,0.0, None ,Maurizio-GALVAN-14314,64,9999999, ITALY,0.0,1.0, D/1,  V/10
19833,2015-1365,32,Claude-LE_MONNIER-16892,65,9999999, FRANCE,0.0,1.0,Adrian-LEE-35677,63,9999999, IRELAND,0.0,1.0, V/10,  D/6
19834,2015-1365,32,Jean_Francois-ROBERT-8857,69,9999999, FRANCE,0.0,1.0,Koichi-HIRUKAWA-15357,65,9999999, JAPAN,0.0,1.0, D/5,  V/10
19835,2015-1365,32,Socrate-ABDOUKADYROV-21281,71,9999999, FRANCE,0.0,1.0,Henri-DARRICAU-38590,63,9999999, USA,0.0,1.0, D/5,  V/10
19836,2015-1365,32,Jean_Francois-FONTANA-25649,71,9999999, FRANCE,0.0,1.0,Paul-WEDGE-36097,64,9999999, GREAT BRITAIN,0.0,1.0, D/4,  V/10
19837,2015-1365,16,Graham-PAUL-593,71,9999999, GREAT BRITAIN,0.0,1.0,Philippe-BENNETT-27911,64,9999999, USA,0.0,1.0, V/10,  D/6
19838,2015-1365,16,Anthony-BARTLETT-17337,63,9999999, GREAT BRITAIN,0.0,1.0,Joseph-STREB-9020,66,9999999, USA,0.0,1.0, V/10,  D/6
19839,2015-1365,16,Francesco-TIBERI-14568,64,9999999, ITALY,1.0,1.0,Yutaka-YAMAZAKI-14289,65,9999999, JAPAN,0.0,2.0, V/9,  D/8
19840,2015-1365,16,Stephen-FOX-21295,68,9999999, GREAT BRITAIN,1.0,1.0,Heinrich-BOEHMER-33517,63,9999999, GERMANY,0.0,1.0, V/10,  D/8
19841,2015-1365,16,Thierry-SOUMAGNE-186,65,9999999, BELGIUM,0.0, None ,Laszlo-IMREH-4099,65,9999999, HUNGARY,1.0,2.0, V/10,  D/6
19842,2015-1365,16,Kenichi-HINOSHITA-49,67,9999999, JAPAN,0.0,2.0,Maurizio-GALVAN-14314,64,9999999, ITALY,0.0,1.0, D/6,  V/10
19843,2015-1365,16,Claude-LE_MONNIER-16892,65,9999999, FRANCE,0.0,1.0,Koichi-HIRUKAWA-15357,65,9999999, JAPAN,0.0,1.0, D/1,  V/10
19844,2015-1365,16,Henri-DARRICAU-38590,63,9999999, USA,0.0,1.0,Paul-WEDGE-36097,64,9999999, GREAT BRITAIN,0.0,1.0, D/4,  V/10
19845,2015-1365,8,Graham-PAUL-593,71,9999999, GREAT BRITAIN,0.0,1.0,Anthony-BARTLETT-17337,63,9999999, GREAT BRITAIN,0.0,1.0, D/6,  V/10
19846,2015-1365,8,Francesco-TIBERI-14568,64,9999999, ITALY,1.0,1.0,Stephen-FOX-21295,68,9999999, GREAT BRITAIN,1.0,1.0, V/2,  D/0
19847,2015-1365,8,Thierry-SOUMAGNE-186,65,9999999, BELGIUM,0.0, None ,Maurizio-GALVAN-14314,64,9999999, ITALY,0.0,1.0, V/10,  D/5
19848,2015-1365,8,Koichi-HIRUKAWA-15357,65,9999999, JAPAN,0.0,1.0,Paul-WEDGE-36097,64,9999999, GREAT BRITAIN,0.0,1.0, D/2,  V/9
19849,2015-1365,4,Anthony-BARTLETT-17337,63,9999999, GREAT BRITAIN,0.0,1.0,Francesco-TIBERI-14568,64,9999999, ITALY,1.0,1.0, V/10,  D/3
19850,2015-1365,4,Thierry-SOUMAGNE-186,65,9999999, BELGIUM,0.0, None ,Paul-WEDGE-36097,64,9999999, GREAT BRITAIN,0.0,1.0, D/7,  V/10
19851,2015-1365,2,Anthony-BARTLETT-17337,63,9999999, GREAT BRITAIN,0.0,1.0,Paul-WEDGE-36097,64,9999999, GREAT BRITAIN,0.0,1.0, D/9,  V/10
19852,2015-1361,32,Silvia-BROWN_EARL-9031,71,9999999, GREAT BRITAIN,0.0,0.0,Karin-JANSEN-11314,65,9999999, GERMANY,0.0,0.0, D/4,  V/10
19853,2015-1361,32,Corinne-AUBAILLY-2696,63,9999999, FRANCE,1.0,0.0,Gabriella-STARNOTTI-25668,63,9999999, ITALY,0.0,0.0, V/10,  D/1
19854,2015-1361,32,Francesca-ATTIANESE-33461,66,9999999, ITALY,0.0, None ,Lynne-BORNEMISZA-3116,65,9999999, GREAT BRITAIN,0.0,0.0, D/6,  V/10
19855,2015-1361,32,Viola-RICHTER-19335,63,9999999, GERMANY,0.0,0.0,Kaoru-AMARI-14290,64,9999999, JAPAN,1.0,0.0, D/4,  V/10
19856,2015-1361,32,Antonella-PARPAIOLA-25666,63,9999999, ITALY,0.0,0.0,Francoise-ROUSSET-19267,65,9999999, FRANCE,0.0,0.0, D/9,  V/10
19857,2015-1361,32,Tatiana-TATIANA_GORYUNOVA-23425,63,9999999, RUSSIA,0.0,0.0,Yoshimi-MURAYAMA-730,67,9999999, HUNGARY,0.0, None , V/10,  D/4
19858,2015-1361,16,Jennette-STRARKS_FAULKNER-21457,64,9999999, USA,0.0,0.0,Karin-JANSEN-11314,65,9999999, GERMANY,0.0,0.0, D/9,  V/10
19859,2015-1361,16,Corinne-AUBAILLY-2696,63,9999999, FRANCE,1.0,0.0,Isabelle-MOLKO-33501,66,9999999, FRANCE,0.0,0.0, V/10,  D/8
19860,2015-1361,16,Vivien_Ena-FRITH-25256,71,9999999, GREAT BRITAIN,0.0, None ,Lynne-BORNEMISZA-3116,65,9999999, GREAT BRITAIN,0.0,0.0, V/10,  D/1
19861,2015-1361,16,Kaoru-AMARI-14290,64,9999999, JAPAN,1.0,0.0,Jeannine-BENDER-21459,65,9999999, USA,0.0, None , D/6,  V/10
19862,2015-1361,16,Yvonne-WALLS-16986,66,9999999, GREAT BRITAIN,0.0,0.0,Francoise-ROUSSET-19267,65,9999999, FRANCE,0.0,0.0, V/10,  D/7
19863,2015-1361,16,Tatiana-TATIANA_GORYUNOVA-23425,63,9999999, RUSSIA,0.0,0.0,Judith-OFFERLE-9016,67,9999999, USA,1.0,1.0, D/6,  V/10
19864,2015-1361,16,Maria_Teresa-SANCHEZ-23274,64,9999999, SPAIN,0.0, None ,Jane-EYRE-17026,65,9999999, USA,0.0,0.0, D/6,  V/10
19865,2015-1361,8,Karin-JANSEN-11314,65,9999999, GERMANY,0.0,0.0,Corinne-AUBAILLY-2696,63,9999999, FRANCE,1.0,0.0, D/7,  V/10
19866,2015-1361,8,Vivien_Ena-FRITH-25256,71,9999999, GREAT BRITAIN,0.0, None ,Jeannine-BENDER-21459,65,9999999, USA,0.0, None , V/10,  D/8
19867,2015-1361,8,Yvonne-WALLS-16986,66,9999999, GREAT BRITAIN,0.0,0.0,Judith-OFFERLE-9016,67,9999999, USA,1.0,1.0, D/1,  V/10
19868,2015-1361,4,Corinne-AUBAILLY-2696,63,9999999, FRANCE,1.0,0.0,Vivien_Ena-FRITH-25256,71,9999999, GREAT BRITAIN,0.0, None , D/8,  V/10
19869,2015-1361,4,Judith-OFFERLE-9016,67,9999999, USA,1.0,1.0,Jane-EYRE-17026,65,9999999, USA,0.0,0.0, D/4,  V/10
19870,2015-1361,2,Vivien_Ena-FRITH-25256,71,9999999, GREAT BRITAIN,0.0, None ,Jane-EYRE-17026,65,9999999, USA,0.0,0.0, D/3,  V/10
19871,2015-1363,32,Jeno-PAP-14288,67,9999999, HUNGARY,0.0,2.0,Mitsuaki-KANNO-38790,67,9999999, JAPAN,0.0, None , V/10,  D/2
19872,2015-1363,32,William_Anton-POLLARD-3329,63,9999999, GREAT BRITAIN,0.0,2.0,Giuseppe-MARINO-27682,66,9999999, ITALY,0.0,2.0, D/9,  V/10
19873,2015-1363,32,Viktor-SOKOLOV-14325,65,9999999, UKRAINE,0.0,2.0,Paolo-DARCANGELO-38804,64,9999999, ITALY,0.0, None , V/10,  D/6
19874,2015-1363,32,Konstantin-RATOV-19731,63,9999999, RUSSIA,0.0,2.0,Jan-BADE-2650,63,9999999, FINLAND,1.0,2.0, D/6,  V/10
19875,2015-1363,32,Francois-GAUDRY-29551,68,9999999, FRANCE,0.0,2.0,Fernando-DAMAS-11287,69,9999999, SPAIN,0.0,2.0, V/10,  D/7
19876,2015-1363,32,Jean-STOCK-38913,63,9999999, BELGIUM,0.0,2.0,William-GELNAW-24977,64,9999999, USA,1.0, None , D/9,  V/10
19877,2015-1363,32,Jean_Pierre-MION-16890,65,9999999, FRANCE,0.0,1.0,Gerrit-BEEKHUIZEN-23231,69,9999999, NETHERLANDS,0.0,2.0, V/10,  D/4
19878,2015-1363,32,Mark-BALLARD-14047,65,9999999, CANADA,1.0,2.0,Pfulg-PHILIPPE-14326,65,9999999, SWITZERLAND,0.0,2.0, V/10,  D/5
19879,2015-1363,32,Laszlo-IMREH-4099,65,9999999, HUNGARY,1.0,2.0,Werner-HENSEL-38662,66,9999999, GERMANY,0.0,2.0, D/9,  V/10
19880,2015-1363,32,Robin-DAVENPORT-19199,72,9999999, GREAT BRITAIN,0.0,2.0,Paul-MULLER-23294,64,9999999, SWITZERLAND,0.0,2.0, D/7,  V/8
19881,2015-1363,32,Harald-LUEDERS-16953,64,9999999, GERMANY,0.0,2.0,Graham-PAUL-593,71,9999999, GREAT BRITAIN,0.0,1.0, D/9,  V/10
19882,2015-1363,32,Francois-RINGEISSEN-8858,68,9999999, FRANCE,0.0,2.0,Yuataka-YAMAZAKI-14289,65,9999999, JAPAN,0.0,2.0, D/7,  V/10
19883,2015-1363,32,Thomas-MERKY-14327,65,9999999, SWITZERLAND,0.0,2.0,Mark-WHEELER-38579,63,9999999, USA,0.0, None , D/8,  V/10
19884,2015-1363,32,Peter-OSVATH-155,65,9999999, AUSTRALIA,0.0,2.0,Svetoslav-MARINOV-16978,63,9999999, BULGARIA,1.0,2.0, V/10,  D/1
19885,2015-1363,32,Eiichi-IDE-4787,71,9999999, JAPAN,0.0,2.0,Adolfo-FANTONI-14315,64,9999999, ITALY,0.0, None , V/6,  D/5
19886,2015-1363,16,Jeno-PAP-14288,67,9999999, HUNGARY,0.0,2.0,Giuseppe-MARINO-27682,66,9999999, ITALY,0.0,2.0, V/4,  D/3
19887,2015-1363,16,Viktor-SOKOLOV-14325,65,9999999, UKRAINE,0.0,2.0,Jan-BADE-2650,63,9999999, FINLAND,1.0,2.0, V/10,  D/8
19888,2015-1363,16,William-GELNAW-24977,64,9999999, USA,1.0, None ,Jean_Pierre-MION-16890,65,9999999, FRANCE,0.0,1.0, D/4,  V/10
19889,2015-1363,16,Mark-BALLARD-14047,65,9999999, CANADA,1.0,2.0,Werner-HENSEL-38662,66,9999999, GERMANY,0.0,2.0, V/10,  D/4
19890,2015-1363,16,Paul-MULLER-23294,64,9999999, SWITZERLAND,0.0,2.0,Graham-PAUL-593,71,9999999, GREAT BRITAIN,0.0,1.0, V/9,  D/8
19891,2015-1363,16,Yuataka-YAMAZAKI-14289,65,9999999, JAPAN,0.0,2.0,Mark-WHEELER-38579,63,9999999, USA,0.0, None , V/10,  D/7
19892,2015-1363,16,Peter-OSVATH-155,65,9999999, AUSTRALIA,0.0,2.0,Eiichi-IDE-4787,71,9999999, JAPAN,0.0,2.0, V/8,  D/8
19893,2015-1363,8,Jeno-PAP-14288,67,9999999, HUNGARY,0.0,2.0,Viktor-SOKOLOV-14325,65,9999999, UKRAINE,0.0,2.0, V/8,  D/6
19894,2015-1363,8,Francois-GAUDRY-29551,68,9999999, FRANCE,0.0,2.0,Jean_Pierre-MION-16890,65,9999999, FRANCE,0.0,1.0, V/10,  D/6
19895,2015-1363,8,Mark-BALLARD-14047,65,9999999, CANADA,1.0,2.0,Paul-MULLER-23294,64,9999999, SWITZERLAND,0.0,2.0, V/5,  D/4
19896,2015-1363,8,Yuataka-YAMAZAKI-14289,65,9999999, JAPAN,0.0,2.0,Peter-OSVATH-155,65,9999999, AUSTRALIA,0.0,2.0, V/10,  D/7
19897,2015-1363,4,Jeno-PAP-14288,67,9999999, HUNGARY,0.0,2.0,Francois-GAUDRY-29551,68,9999999, FRANCE,0.0,2.0, V/10,  D/8
19898,2015-1363,4,Mark-BALLARD-14047,65,9999999, CANADA,1.0,2.0,Yuataka-YAMAZAKI-14289,65,9999999, JAPAN,0.0,2.0, D/7,  V/10
19899,2015-1363,2,Jeno-PAP-14288,67,9999999, HUNGARY,0.0,2.0,Yuataka-YAMAZAKI-14289,65,9999999, JAPAN,0.0,2.0, V/6,  D/4
19900,2015-1367,32,Giulio-PAROLI-3833,66,9999999, GERMANY,0.0, None ,Oleg-AREFIEV-33539,69,9999999, RUSSIA,0.0,0.0, V/10,  D/1
19901,2015-1367,32,Helmut-HELFRICHT-27849,70,9999999, GERMANY,0.0,0.0,Geoffrey-SILVERMAN-3361,68,9999999, GREAT BRITAIN,0.0, None , V/10,  D/3
19902,2015-1367,32,Kazutoshi-WATANABE-36435,66,9999999, JAPAN,0.0, None ,Eric-LOISEAU-19268,63,9999999, FRANCE,0.0,0.0, D/3,  V/10
19903,2015-1367,32,Sergei-SLONOV-25774,66,9999999, RUSSIA,0.0,0.0,Robert-RENNICK-29652,65,9999999, CANADA,0.0,0.0, V/10,  D/7
19904,2015-1367,32,Michael-COMPTON-19138,72,9999999, GREAT BRITAIN,0.0,1.0,Bernard-MARTIN-11235,66,9999999, FRANCE,0.0, None , D/7,  V/10
19905,2015-1367,32,Alfredo-OVALLES-38973,65,9999999, VENEZUELA,0.0, None ,Takanori-FURUYA-25696,69,9999999, JAPAN,0.0,0.0, V/10,  D/2
19906,2015-1367,32,Antonio-MELO-38943,70,9999999, VENEZUELA,0.0, None ,Davis-SEUSS-29626,68,9999999, USA,0.0,0.0, D/5,  V/10
19907,2015-1367,32,Joseph-STREB-9020,66,9999999, USA,0.0,1.0,Bart-KLOOTWIJK-39061,69,9999999, NETHERLANDS,0.0, None , V/10,  D/2
19908,2015-1367,32,Svetoslav-MARINOV-16978,63,9999999, BULGARIA,1.0,2.0,Ricardo-CARMINA-25658,70,9999999, ITALY,0.0,0.0, D/4,  V/10
19909,2015-1367,32,Chris-PREVETT-16904,64,9999999, GREAT BRITAIN,0.0,0.0,Wolfgang-FRANK-3542,72,9999999, SWITZERLAND,0.0,0.0, V/10,  D/4
19910,2015-1367,32,Bohuslav-DOLEZAL-20588,66,9999999, CZECH REPUBLIC,0.0,0.0,Pasquale-PARISI-33459,65,9999999, ITALY,0.0, None , D/2,  V/10
19911,2015-1367,32,Enrico-ANTINORO-23169,63,9999999, ITALY,0.0,0.0,Wilfried-SCHNEIDER-14303,67,9999999, GERMANY,0.0,0.0, V/10,  D/2
19912,2015-1367,32,Anatoly-ALYAKIN-23532,69,9999999, RUSSIA,0.0,0.0,Warren_Ted-SMITH-23194,66,9999999, USA,0.0, None , D/1,  V/10
19913,2015-1367,32,Michel-BELLET-11234,66,9999999, FRANCE,0.0,0.0,Michael-GARRITY-38643,69,9999999, GREAT BRITAIN,0.0, None , V/10,  D/9
19914,2015-1367,32,Hideyo-MIMATA-27752,71,9999999, JAPAN,1.0,0.0,Frederic-REYNEN-14274,65,9999999, FRANCE,0.0, None , D/3,  V/10
19915,2015-1367,16,Giulio-PAROLI-3833,66,9999999, GERMANY,0.0, None ,Helmut-HELFRICHT-27849,70,9999999, GERMANY,0.0,0.0, V/10,  D/9
19916,2015-1367,16,Wang-YUNG-6782,68,9999999, HONG KONG,0.0,0.0,Eric-LOISEAU-19268,63,9999999, FRANCE,0.0,0.0, D/9,  V/10
19917,2015-1367,16,Sergei-SLONOV-25774,66,9999999, RUSSIA,0.0,0.0,Bernard-MARTIN-11235,66,9999999, FRANCE,0.0, None , V/10,  D/8
19918,2015-1367,16,Alfredo-OVALLES-38973,65,9999999, VENEZUELA,0.0, None ,Davis-SEUSS-29626,68,9999999, USA,0.0,0.0, D/7,  V/10
19919,2015-1367,16,Joseph-STREB-9020,66,9999999, USA,0.0,1.0,Ricardo-CARMINA-25658,70,9999999, ITALY,0.0,0.0, V/10,  D/8
19920,2015-1367,16,Chris-PREVETT-16904,64,9999999, GREAT BRITAIN,0.0,0.0,Pasquale-PARISI-33459,65,9999999, ITALY,0.0, None , V/10,  D/4
19921,2015-1367,16,Enrico-ANTINORO-23169,63,9999999, ITALY,0.0,0.0,Warren_Ted-SMITH-23194,66,9999999, USA,0.0, None , V/10,  D/8
19922,2015-1367,16,Michel-BELLET-11234,66,9999999, FRANCE,0.0,0.0,Frederic-REYNEN-14274,65,9999999, FRANCE,0.0, None , D/9,  V/10
19923,2015-1367,8,Giulio-PAROLI-3833,66,9999999, GERMANY,0.0, None ,Eric-LOISEAU-19268,63,9999999, FRANCE,0.0,0.0, D/4,  V/10
19924,2015-1367,8,Sergei-SLONOV-25774,66,9999999, RUSSIA,0.0,0.0,Davis-SEUSS-29626,68,9999999, USA,0.0,0.0, D/2,  V/10
19925,2015-1367,8,Joseph-STREB-9020,66,9999999, USA,0.0,1.0,Chris-PREVETT-16904,64,9999999, GREAT BRITAIN,0.0,0.0, V/10,  D/6
19926,2015-1367,8,Enrico-ANTINORO-23169,63,9999999, ITALY,0.0,0.0,Frederic-REYNEN-14274,65,9999999, FRANCE,0.0, None , V/10,  D/4
19927,2015-1367,4,Eric-LOISEAU-19268,63,9999999, FRANCE,0.0,0.0,Davis-SEUSS-29626,68,9999999, USA,0.0,0.0, D/9,  V/10
19928,2015-1367,4,Joseph-STREB-9020,66,9999999, USA,0.0,1.0,Enrico-ANTINORO-23169,63,9999999, ITALY,0.0,0.0, D/3,  V/10
19929,2015-1367,2,Davis-SEUSS-29626,68,9999999, USA,0.0,0.0,Enrico-ANTINORO-23169,63,9999999, ITALY,0.0,0.0, D/4,  V/10
19930,2015-1310,16,Dieu_Merci-BIKOUMOU_OLASSA-38239,24,9999999, CONGO,0.0,0.0,Dorian_Dieuleveut-LOUA_MABIKA-35525,25,9999999, CONGO,0.0,2.0, V/15,  D/10
19931,2015-1310,16,Abdoul-KAFAR_KANE-34934,21,102, MALI,0.0,0.0,Boubacar-BALLO-32954,22,103, MALI,0.0,0.0, V/15,  D/11
19932,2015-1310,8,Ziad-ELSISSY-26859,24,179, EGYPT,0.0,0.0,Dieu_Merci-BIKOUMOU_OLASSA-38239,24,9999999, CONGO,0.0,0.0, V/15,  D/6
19933,2015-1310,8,Mohab-SAMER-30389,23,44, EGYPT,0.0,0.0,Fares-FERJANI-32326,21,15, TUNISIA,0.0,0.0, D/13,  V/15
19934,2015-1310,8,Ahmed-AMR-28464,27,58, EGYPT,0.0,0.0,Ahmed-EHAB-30331,23,9999999, EGYPT,1.0,0.0, D/12,  V/15
19935,2015-1310,8,Abdoul-KAFAR_KANE-34934,21,102, MALI,0.0,0.0,Hichem-SAMANDI-10403,32,49, TUNISIA,0.0,0.0, D/4,  V/15
19936,2015-1310,4,Ziad-ELSISSY-26859,24,179, EGYPT,0.0,0.0,Fares-FERJANI-32326,21,15, TUNISIA,0.0,0.0, D/14,  V/15
19937,2015-1310,4,Ahmed-EHAB-30331,23,9999999, EGYPT,1.0,0.0,Hichem-SAMANDI-10403,32,49, TUNISIA,0.0,0.0, D/13,  V/15
19938,2015-1310,2,Fares-FERJANI-32326,21,15, TUNISIA,0.0,0.0,Hichem-SAMANDI-10403,32,49, TUNISIA,0.0,0.0, V/15,  D/10
19939,2015-1309,16,Abik-BOUNGAB-32425,20,55, ALGERIA,1.0,0.0,Amira_Hayet_Sabah-EL_HAFAIA-29462,22,111, ALGERIA,0.0,0.0, V/15,  D/13
19940,2015-1309,16,Sarah-ATROUZ-32426,20,9999999, ALGERIA,0.0,0.0,Ndeye_Fatou-THIAM-24302,29,9999999, SENEGAL,0.0,0.0, D/13,  V/15
19941,2015-1309,16,Yosra-GHRAIRI-29161,23,75, TUNISIA,0.0,0.0,Mame_Awa-NDAO-25679,24,9999999, SENEGAL,0.0,1.0, D/5,  V/15
19942,2015-1309,16,Sonia-ABDICHE-30278,22,466, ALGERIA,0.0,0.0,Nada-HAFEZ-34643,21,42, EGYPT,0.0,0.0, D/8,  V/15
19943,2015-1309,8,Abik-BOUNGAB-32425,20,55, ALGERIA,1.0,0.0,Ndeye_Fatou-THIAM-24302,29,9999999, SENEGAL,0.0,0.0, D/14,  V/15
19944,2015-1309,8,Mariam-EL_SWAY-21300,27,9999999, EGYPT,0.0,0.0,Mame_Awa-NDAO-25679,24,9999999, SENEGAL,0.0,1.0, V/15,  D/12
19945,2015-1309,8,Nada-HAFEZ-34643,21,42, EGYPT,0.0,0.0,Nour-MONTASER-34592,21,74, EGYPT,0.0,0.0, D/14,  V/15
19946,2015-1309,4,Mennatalla-AHMED-25671,25,9999999, EGYPT,0.0,0.0,Ndeye_Fatou-THIAM-24302,29,9999999, SENEGAL,0.0,0.0, V/15,  D/6
19947,2015-1309,4,Mariam-EL_SWAY-21300,27,9999999, EGYPT,0.0,0.0,Nour-MONTASER-34592,21,74, EGYPT,0.0,0.0, V/15,  D/13
19948,2015-1309,2,Mennatalla-AHMED-25671,25,9999999, EGYPT,0.0,0.0,Mariam-EL_SWAY-21300,27,9999999, EGYPT,0.0,0.0, V/15,  D/13
19949,2015-1308,16,Alaaeldin-ABOUELKASSEM-18031,28,17, EGYPT,1.0,1.0,FaaIq-GAMIELDIEN-34718,20,9999999, SOUTH AFRICA,0.0,1.0, V/15,  D/3
19950,2015-1308,16,Babacar-KADAM-19238,30,9999999, SENEGAL,1.0,1.0,Marwan-AHMED-27169,24,109, EGYPT,0.0,1.0, D/11,  V/15
19951,2015-1308,16,Mohamed_Ayoub-FERJANI-8025,32,42, TUNISIA,0.0,2.0,Mohamed_Aziz-METOUI-37110,20,73, TUNISIA,0.0,1.0, V/15,  D/7
19952,2015-1308,16,Adilson_Jose_F_-ANTONIO-30964,26,360, ANGOLA,0.0,2.0,Yanis_Baptiste-MABED-32498,25,111, ALGERIA,0.0,1.0, D/8,  V/15
19953,2015-1308,16,Roman-DJITLI-21930,28,108, ALGERIA,0.0,1.0,Youcef-MADI-32433,20,9999999, ALGERIA,0.0,1.0, V/15,  D/6
19954,2015-1308,16,Tarek-AYAD-13253,31,9999999, EGYPT,0.0,1.0,Robert-MC_GREGOR-28479,22,9999999, SOUTH AFRICA,0.0,2.0, V/15,  D/7
19955,2015-1308,16,Fares-ZIDI-29209,21,9999999, TUNISIA,0.0,1.0,Salim-HEROUI-32434,19,77, ALGERIA,1.0,1.0, D/3,  V/15
19956,2015-1308,16,Keith_Manyaneyane-SEFULARO-27159,25,9999999, SOUTH AFRICA,0.0,2.0,Mohamed-ESSAM-26857,24,46, EGYPT,0.0,1.0, D/2,  V/15
19957,2015-1308,8,Alaaeldin-ABOUELKASSEM-18031,28,17, EGYPT,1.0,1.0,Marwan-AHMED-27169,24,109, EGYPT,0.0,1.0, V/15,  D/8
19958,2015-1308,8,Mohamed_Ayoub-FERJANI-8025,32,42, TUNISIA,0.0,2.0,Yanis_Baptiste-MABED-32498,25,111, ALGERIA,0.0,1.0, V/15,  D/10
19959,2015-1308,8,Roman-DJITLI-21930,28,108, ALGERIA,0.0,1.0,Tarek-AYAD-13253,31,9999999, EGYPT,0.0,1.0, V/15,  D/9
19960,2015-1308,8,Salim-HEROUI-32434,19,77, ALGERIA,1.0,1.0,Mohamed-ESSAM-26857,24,46, EGYPT,0.0,1.0, D/10,  V/15
19961,2015-1308,4,Alaaeldin-ABOUELKASSEM-18031,28,17, EGYPT,1.0,1.0,Mohamed_Ayoub-FERJANI-8025,32,42, TUNISIA,0.0,2.0, V/18,  D/8
19962,2015-1308,4,Roman-DJITLI-21930,28,108, ALGERIA,0.0,1.0,Mohamed-ESSAM-26857,24,46, EGYPT,0.0,1.0, V/15,  D/13
19963,2015-1308,2,Alaaeldin-ABOUELKASSEM-18031,28,17, EGYPT,1.0,1.0,Roman-DJITLI-21930,28,108, ALGERIA,0.0,1.0, V/15,  D/10
