CompetitionID, Tableu, Competitor1, Competitor2, ResultCompetitor1, ResultCompetitor2
2018-444, 16, /fencers/Maia_Mei-WEINTRAUB-39631/, /fencers/Katina-PROESTAKIS-39615/, D/10, V/13
2018-444, 16, /fencers/Ying-CAO-36820/, /fencers/Giuditta_Camilla-TOFFOLON-41956/, V/15, D/9
2018-444, 16, /fencers/Sarah-FILBY-32372/, /fencers/Lydia-CASILLAS-30759/, V/15, D/14
2018-444, 16, /fencers/Cynthia-LIU-38647/, /fencers/Beatrice-KUDLACEK-34549/, V/15, D/11
2018-444, 16, /fencers/Susanne-HERNANDEZ-41633/, /fencers/Xiao_Qing-TSAI-34602/, D/8, V/15
2018-444, 16, /fencers/Anabella-ACURERO_GONZALEZ-37044/, /fencers/Hoi_Ching_Christie-LEE-45690/, V/15, D/4
2018-444, 16, /fencers/Jane-CAULFIELD-36821/, /fencers/Amita-BERTHIER-33614/, D/9, V/15
2018-444, 8, /fencers/Naomi-MOINDROT_ZILLIOX-33489/, /fencers/Katina-PROESTAKIS-39615/, V/14, D/13
2018-444, 8, /fencers/Ying-CAO-36820/, /fencers/Sarah-FILBY-32372/, V/15, D/10
2018-444, 8, /fencers/Cynthia-LIU-38647/, /fencers/Xiao_Qing-TSAI-34602/, D/11, V/15
2018-444, 8, /fencers/Anabella-ACURERO_GONZALEZ-37044/, /fencers/Amita-BERTHIER-33614/, D/10, V/15
2018-444, 4, /fencers/Naomi-MOINDROT_ZILLIOX-33489/, /fencers/Ying-CAO-36820/, V/15, D/4
2018-444, 4, /fencers/Xiao_Qing-TSAI-34602/, /fencers/Amita-BERTHIER-33614/, D/5, V/15
2018-444, 2, /fencers/Naomi-MOINDROT_ZILLIOX-33489/, /fencers/Amita-BERTHIER-33614/, D/8, V/15
2018-158, 32, /fencers/Andras-SZATMARI-22449/, /fencers/Riccardo-NUCCIO-21584/, V/15, D/14
2018-158, 32, /fencers/Alin-BADEA-16385/, /fencers/Mojtaba-ABEDINI-4276/, D/13, V/15
2018-158, 32, /fencers/Kamil-IBRAGIMOV-24920/, /fencers/Tom-SEITZ-26977/, D/12, V/15
2018-158, 32, /fencers/Bolade-APITHY-9733/, /fencers/Max-HARTUNG-12611/, V/15, D/13
2018-158, 32, /fencers/Sanguk-OH-36990/, /fencers/Kento-YOSHIDA-30002/, V/15, D/6
2018-158, 32, /fencers/Veniamin-RESHETNIKOV-15087/, /fencers/Luigi-SAMELE-9746/, D/9, V/15
2018-158, 32, /fencers/Enrico-BERRE-24259/, /fencers/Benedikt-WAGNER-15182/, D/10, V/15
2018-158, 32, /fencers/Nikolasz-ILIASZ-17179/, /fencers/Luca-CURATOLI-24460/, D/11, V/15
2018-158, 32, /fencers/Junghwan-KIM-11066/, /fencers/Matyas-SZABO-17458/, V/15, D/10
2018-158, 32, /fencers/Dario-CAVALIERE-32262/, /fencers/Csanad-GEMESI-4081/, D/5, V/15
2018-158, 32, /fencers/Richard-HUEBERS-24084/, /fencers/Andrew-MACKIEWICZ-29627/, V/15, D/6
2018-158, 32, /fencers/Tiberiu-DOLNICEANU-13643/, /fencers/Aron-SZILAGYI-13741/, D/10, V/15
2018-158, 32, /fencers/Vincent-ANSTETT-2693/, /fencers/Eliott-BIBI-39151/, V/15, D/6
2018-158, 32, /fencers/Aldo-MONTANO-4586/, /fencers/Eli-DERSHWITZ-27914/, D/7, V/15
2018-158, 32, /fencers/Ali-PAKDAMAN-22252/, /fencers/Andriy-YAGODKA-13709/, D/10, V/15
2018-158, 32, /fencers/Kostiantyn-VORONOV-21500/, /fencers/Bongil-GU-18876/, D/8, V/15
2018-158, 16, /fencers/Andras-SZATMARI-22449/, /fencers/Mojtaba-ABEDINI-4276/, V/15, D/8
2018-158, 16, /fencers/Tom-SEITZ-26977/, /fencers/Bolade-APITHY-9733/, D/6, V/15
2018-158, 16, /fencers/Sanguk-OH-36990/, /fencers/Luigi-SAMELE-9746/, V/15, D/14
2018-158, 16, /fencers/Benedikt-WAGNER-15182/, /fencers/Luca-CURATOLI-24460/, D/10, V/15
2018-158, 16, /fencers/Junghwan-KIM-11066/, /fencers/Csanad-GEMESI-4081/, V/15, D/10
2018-158, 16, /fencers/Richard-HUEBERS-24084/, /fencers/Aron-SZILAGYI-13741/, D/10, V/15
2018-158, 16, /fencers/Vincent-ANSTETT-2693/, /fencers/Eli-DERSHWITZ-27914/, D/9, V/15
2018-158, 16, /fencers/Andriy-YAGODKA-13709/, /fencers/Bongil-GU-18876/, D/10, V/15
2018-158, 8, /fencers/Andras-SZATMARI-22449/, /fencers/Bolade-APITHY-9733/, V/15, D/10
2018-158, 8, /fencers/Sanguk-OH-36990/, /fencers/Luca-CURATOLI-24460/, V/15, D/12
2018-158, 8, /fencers/Junghwan-KIM-11066/, /fencers/Aron-SZILAGYI-13741/, D/13, V/15
2018-158, 8, /fencers/Eli-DERSHWITZ-27914/, /fencers/Bongil-GU-18876/, D/11, V/15
2018-158, 4, /fencers/Andras-SZATMARI-22449/, /fencers/Sanguk-OH-36990/, D/10, V/15
2018-158, 4, /fencers/Aron-SZILAGYI-13741/, /fencers/Bongil-GU-18876/, V/15, D/13
2018-158, 2, /fencers/Sanguk-OH-36990/, /fencers/Aron-SZILAGYI-13741/, V/15, D/14
2018-152, 32, /fencers/Anna-MARTON-26354/, /fencers/Sofia-CIARAGLIA-25456/, V/15, D/7
2018-152, 32, /fencers/Martina-PETRAGLIA-23550/, /fencers/Saoussen-BOUDIAF-26533/, D/6, V/15
2018-152, 32, /fencers/Charlotte-LEMBACH-13452/, /fencers/Arianna-ERRIGO-9377/, D/11, V/15
2018-152, 32, /fencers/Risa-TAKASHIMA-31865/, /fencers/Irene-VECCHI-12507/, V/15, D/10
2018-152, 32, /fencers/Cecilia-BERDER-15536/, /fencers/Iryna-SHCHUKLA-28351/, V/15, D/8
2018-152, 32, /fencers/Rajin-LEE-16435/, /fencers/Anna-LIMBACH-12054/, V/15, D/10
2018-152, 32, /fencers/Misaki-EMURA-32026/, /fencers/Sooyeon-CHOI-29536/, V/15, D/12
2018-152, 32, /fencers/Sofia-POZDNIAKOVA-31161/, /fencers/Rossella-GREGORIO-15098/, D/13, V/15
2018-152, 32, /fencers/Yana-EGORIAN-25208/, /fencers/Yaqi-SHAO-31302/, V/15, D/8
2018-152, 32, /fencers/Caroline-QUEROLI-33874/, /fencers/Aleksandra-SOCHA-5471/, V/15, D/6
2018-152, 32, /fencers/Loreta-GULOTTA-9786/, /fencers/Dagmara-WOZNIAK-9199/, D/12, V/15
2018-152, 32, /fencers/Milagros-PASTRAN-20964/, /fencers/Manon-BRUNET-30542/, V/15, D/10
2018-152, 32, /fencers/Jiyeon-KIM-18881/, /fencers/Yoana-ILIEVA-37754/, V/15, D/10
2018-152, 32, /fencers/Chiara-MORMILE-26677/, /fencers/Bianca-PASCU-9283/, D/8, V/15
2018-152, 32, /fencers/Marta-PUDA-17204/, /fencers/Hengyu-YANG-34904/, D/7, V/15
2018-152, 32, /fencers/Olga-NIKITINA-37871/, /fencers/Olga-KHARLAN-13715/, D/6, V/15
2018-152, 16, /fencers/Anna-MARTON-26354/, /fencers/Saoussen-BOUDIAF-26533/, V/15, D/11
2018-152, 16, /fencers/Arianna-ERRIGO-9377/, /fencers/Risa-TAKASHIMA-31865/, V/15, D/13
2018-152, 16, /fencers/Cecilia-BERDER-15536/, /fencers/Rajin-LEE-16435/, V/15, D/12
2018-152, 16, /fencers/Misaki-EMURA-32026/, /fencers/Rossella-GREGORIO-15098/, D/12, V/15
2018-152, 16, /fencers/Yana-EGORIAN-25208/, /fencers/Caroline-QUEROLI-33874/, V/15, D/6
2018-152, 16, /fencers/Dagmara-WOZNIAK-9199/, /fencers/Milagros-PASTRAN-20964/, V/15, D/11
2018-152, 16, /fencers/Jiyeon-KIM-18881/, /fencers/Bianca-PASCU-9283/, V/15, D/9
2018-152, 16, /fencers/Hengyu-YANG-34904/, /fencers/Olga-KHARLAN-13715/, D/12, V/15
2018-152, 8, /fencers/Anna-MARTON-26354/, /fencers/Arianna-ERRIGO-9377/, D/14, V/15
2018-152, 8, /fencers/Cecilia-BERDER-15536/, /fencers/Rossella-GREGORIO-15098/, V/15, D/6
2018-152, 8, /fencers/Yana-EGORIAN-25208/, /fencers/Dagmara-WOZNIAK-9199/, V/15, D/8
2018-152, 8, /fencers/Jiyeon-KIM-18881/, /fencers/Olga-KHARLAN-13715/, D/13, V/15
2018-152, 4, /fencers/Arianna-ERRIGO-9377/, /fencers/Cecilia-BERDER-15536/, V/15, D/14
2018-152, 4, /fencers/Yana-EGORIAN-25208/, /fencers/Olga-KHARLAN-13715/, D/14, V/15
2018-152, 2, /fencers/Arianna-ERRIGO-9377/, /fencers/Olga-KHARLAN-13715/, D/6, V/15
2018-1218, 32, /fencers/Marta-CAMMILLETTI-4405/, , , 
2018-1218, 32, /fencers/Simay-DOGANAY-33921/, /fencers/Barbara-ORAVETZ-28822/, D/3, V/15
2018-1218, 32, /fencers/Firuze_Aysen-GUNES-35097/, /fencers/Viktoriya-ZINOVA-42604/, V/15, D/2
2018-1218, 32, /fencers/Deniz_Sona-TOPKORU-45784/, /fencers/Alicja-WIADEREK-30271/, D/6, V/15
2018-1218, 32, /fencers/Geiglys-MENDOZA-24867/, /fencers/Gozde-KARABIYIK-45782/, V/15, D/5
2018-1218, 32, /fencers/Cansu_Umay-VARDAR-28140/, /fencers/Maria-VETULANI-32191/, D/1, V/15
2018-1218, 32, /fencers/Kulzhan-TUSSUPBEKOVA-36500/, /fencers/Hillary-AVELLEIRA-43015/, D/10, V/15
2018-1218, 32, /fencers/Malina-CALUGAREANU-27093/, , , 
2018-1218, 32, /fencers/Martyna-DLUGOSZ-28249/, , , 
2018-1218, 32, /fencers/Yvonne-CHART-31632/, /fencers/Olga-KOROLEVA-29038/, V/13, D/5
2018-1218, 32, /fencers/Maria-BOLDOR-29054/, /fencers/Emily-WARRENDER-45679/, V/15, D/7
2018-1218, 32, /fencers/Merve-KARAMETE-15013/, /fencers/Teodora-SIRBU-35935/, D/8, V/15
2018-1218, 32, /fencers/Saskia_Loretta-VAN_ERVEN_GARCIA-5245/, /fencers/Eylul-ICGOREN-35095/, V/15, D/8
2018-1218, 32, /fencers/Rachel-KWOK-18901/, /fencers/Anca-SAVEANU-35937/, D/11, V/15
2018-1218, 32, /fencers/Ana-BOLDOR-32902/, /fencers/Raluca-VACARASU-35934/, V/15, D/11
2018-1218, 32, /fencers/Irem-KARAMETE-20938/, , , 
2018-1218, 16, /fencers/Marta-CAMMILLETTI-4405/, /fencers/Barbara-ORAVETZ-28822/, V/15, D/10
2018-1218, 16, /fencers/Firuze_Aysen-GUNES-35097/, /fencers/Alicja-WIADEREK-30271/, D/10, V/15
2018-1218, 16, /fencers/Geiglys-MENDOZA-24867/, /fencers/Maria-VETULANI-32191/, V/15, D/3
2018-1218, 16, /fencers/Hillary-AVELLEIRA-43015/, /fencers/Malina-CALUGAREANU-27093/, D/10, V/15
2018-1218, 16, /fencers/Martyna-DLUGOSZ-28249/, /fencers/Yvonne-CHART-31632/, V/15, D/7
2018-1218, 16, /fencers/Maria-BOLDOR-29054/, /fencers/Teodora-SIRBU-35935/, V/15, D/7
2018-1218, 16, /fencers/Saskia_Loretta-VAN_ERVEN_GARCIA-5245/, /fencers/Anca-SAVEANU-35937/, V/15, D/8
2018-1218, 16, /fencers/Ana-BOLDOR-32902/, /fencers/Irem-KARAMETE-20938/, D/4, V/15
2018-1218, 8, /fencers/Marta-CAMMILLETTI-4405/, /fencers/Alicja-WIADEREK-30271/, V/15, D/6
2018-1218, 8, /fencers/Geiglys-MENDOZA-24867/, /fencers/Malina-CALUGAREANU-27093/, D/11, V/15
2018-1218, 8, /fencers/Martyna-DLUGOSZ-28249/, /fencers/Maria-BOLDOR-29054/, V/15, D/13
2018-1218, 8, /fencers/Saskia_Loretta-VAN_ERVEN_GARCIA-5245/, /fencers/Irem-KARAMETE-20938/, V/15, D/10
2018-1218, 4, /fencers/Marta-CAMMILLETTI-4405/, /fencers/Malina-CALUGAREANU-27093/, V/15, D/6
2018-1218, 4, /fencers/Martyna-DLUGOSZ-28249/, /fencers/Saskia_Loretta-VAN_ERVEN_GARCIA-5245/, D/10, V/15
2018-1218, 2, /fencers/Marta-CAMMILLETTI-4405/, /fencers/Saskia_Loretta-VAN_ERVEN_GARCIA-5245/, D/8, V/15
2018-61, 32, /fencers/Maia-CHAMBERLAIN-35361/, /fencers/Marta-MAZUREK-31878/, V/15, D/7
2018-61, 32, /fencers/Andreea-LUPU-37410/, /fencers/Elizabeth-TARTAKOVSKY-35774/, D/9, V/15
2018-61, 32, /fencers/Katherine_F_-PAREDES_TORRES-35327/, /fencers/Coline-SUZANNE-37063/, V/15, D/6
2018-61, 32, /fencers/Mariya-ZINYUKHINA-42400/, /fencers/Siria-MANTEGNA-37751/, D/9, V/15
2018-61, 32, /fencers/Giulia-ARPINO-39129/, /fencers/Valeria-KOBZEVA-45552/, V/15, D/7
2018-61, 32, /fencers/Anna-KUDRYAEVA-40518/, /fencers/Ywen-LAU-34821/, D/6, V/15
2018-61, 32, /fencers/Yoana-ILIEVA-37754/, /fencers/Claudia-ROTILI-37758/, D/12, V/15
2018-61, 32, /fencers/Mariya-MEKINA-42047/, /fencers/Beatrice-DALLA_VECCHIA-36315/, D/12, V/15
2018-61, 32, /fencers/Julika-FUNKE-36389/, /fencers/Larissa-EIFLER-34051/, V/15, D/14
2018-61, 32, /fencers/Maria_Chiara-PALUMBO-36359/, /fencers/Sabina-MARTIS-35177/, D/14, V/15
2018-61, 32, /fencers/Evgenia-PODPASKOVA-37872/, /fencers/Nora-BURKE-35681/, V/15, D/13
2018-61, 32, /fencers/Ainhoa-PEREZ-39574/, /fencers/Clara-MAESCHKE-45765/, V/15, D/7
2018-61, 32, /fencers/Zuzanna-CIESLAR-36407/, /fencers/Lucia-LUCARINI-34297/, D/13, V/15
2018-61, 32, /fencers/Madeleine-BECKER-36162/, /fencers/Nisanur-ERBIL-45353/, V/15, D/12
2018-61, 32, /fencers/Keli-IZENSON-35672/, /fencers/Anne-POUPINET-39466/, D/14, V/15
2018-61, 32, /fencers/Sarah-NOUTCHA-36394/, /fencers/Alina-MIKHAILOVA-37873/, D/10, V/15
2018-61, 16, /fencers/Maia-CHAMBERLAIN-35361/, /fencers/Elizabeth-TARTAKOVSKY-35774/, V/15, D/9
2018-61, 16, /fencers/Katherine_F_-PAREDES_TORRES-35327/, /fencers/Siria-MANTEGNA-37751/, D/7, V/15
2018-61, 16, /fencers/Giulia-ARPINO-39129/, /fencers/Ywen-LAU-34821/, D/9, V/15
2018-61, 16, /fencers/Claudia-ROTILI-37758/, /fencers/Beatrice-DALLA_VECCHIA-36315/, D/5, V/15
2018-61, 16, /fencers/Julika-FUNKE-36389/, /fencers/Sabina-MARTIS-35177/, V/15, D/6
2018-61, 16, /fencers/Evgenia-PODPASKOVA-37872/, /fencers/Ainhoa-PEREZ-39574/, V/15, D/8
2018-61, 16, /fencers/Lucia-LUCARINI-34297/, /fencers/Madeleine-BECKER-36162/, V/15, D/9
2018-61, 16, /fencers/Anne-POUPINET-39466/, /fencers/Alina-MIKHAILOVA-37873/, D/13, V/15
2018-61, 8, /fencers/Maia-CHAMBERLAIN-35361/, /fencers/Siria-MANTEGNA-37751/, V/15, D/7
2018-61, 8, /fencers/Ywen-LAU-34821/, /fencers/Beatrice-DALLA_VECCHIA-36315/, D/13, V/15
2018-61, 8, /fencers/Julika-FUNKE-36389/, /fencers/Evgenia-PODPASKOVA-37872/, D/11, V/15
2018-61, 8, /fencers/Lucia-LUCARINI-34297/, /fencers/Alina-MIKHAILOVA-37873/, D/12, V/15
2018-61, 4, /fencers/Maia-CHAMBERLAIN-35361/, /fencers/Beatrice-DALLA_VECCHIA-36315/, D/6, V/15
2018-61, 4, /fencers/Evgenia-PODPASKOVA-37872/, /fencers/Alina-MIKHAILOVA-37873/, V/15, D/14
2018-61, 2, /fencers/Beatrice-DALLA_VECCHIA-36315/, /fencers/Evgenia-PODPASKOVA-37872/, D/11, V/15
2018-69, 32, /fencers/Krisztian-RABB-42828/, /fencers/Barnaby-HALLIWELL-44876/, V/15, D/10
2018-69, 32, /fencers/Mark-STEPANOV-38592/, /fencers/Raoul-BONAH-36760/, V/15, D/7
2018-69, 32, /fencers/Kamar-SKEETE-41535/, /fencers/Nikita-PRESNOV-43721/, V/15, D/7
2018-69, 32, /fencers/Hunter-MORICZ-32317/, /fencers/Dawson-SIERADZKY-35365/, D/10, V/15
2018-69, 32, /fencers/Jason-OH-38601/, /fencers/Hugo-SOLER-34013/, D/14, V/15
2018-69, 32, /fencers/Josef-COHEN-37187/, /fencers/Eliott-BIBI-39151/, D/7, V/15
2018-69, 32, /fencers/Inaki-BRAVO-34328/, /fencers/Razvan-URSACHI-38778/, V/15, D/6
2018-69, 32, /fencers/Sebastien-PATRICE-43135/, /fencers/Angelo-CHIARA-38774/, V/15, D/11
2018-69, 32, /fencers/Matteo-NERI-36654/, /fencers/Balazs-KAISER-38772/, V/15, D/7
2018-69, 32, /fencers/Ahmed-FERJANI-35036/, /fencers/Florian-SCHICKELE-42623/, D/9, V/15
2018-69, 32, /fencers/Raffaele-MINISCHETTI-36653/, /fencers/Maxime-PIANFETTI-40439/, D/5, V/15
2018-69, 32, /fencers/Maksim-PINCHUK-40967/, /fencers/Matteo-CEDERLE-42074/, V/15, D/7
2018-69, 32, /fencers/Rares-AILINCA-45333/, /fencers/Anatoliy-KOSTENKO-37867/, D/4, V/15
2018-69, 32, /fencers/Mitchell-SARON-38602/, /fencers/Arne-DE_RIDDER-35917/, V/15, D/9
2018-69, 32, /fencers/Andrew-DODDO-34345/, /fencers/Cezary-BIALECKI-36713/, V/15, D/9
2018-69, 32, /fencers/Daniel-SOLOMON-40004/, /fencers/Giacomo-MIGNUZZI-40011/, D/11, V/15
2018-69, 16, /fencers/Krisztian-RABB-42828/, /fencers/Mark-STEPANOV-38592/, D/7, V/15
2018-69, 16, /fencers/Kamar-SKEETE-41535/, /fencers/Dawson-SIERADZKY-35365/, V/15, D/14
2018-69, 16, /fencers/Hugo-SOLER-34013/, /fencers/Eliott-BIBI-39151/, D/9, V/15
2018-69, 16, /fencers/Inaki-BRAVO-34328/, /fencers/Sebastien-PATRICE-43135/, V/15, D/11
2018-69, 16, /fencers/Matteo-NERI-36654/, /fencers/Florian-SCHICKELE-42623/, V/15, D/10
2018-69, 16, /fencers/Maxime-PIANFETTI-40439/, /fencers/Maksim-PINCHUK-40967/, V/15, D/12
2018-69, 16, /fencers/Anatoliy-KOSTENKO-37867/, /fencers/Mitchell-SARON-38602/, V/15, D/9
2018-69, 16, /fencers/Andrew-DODDO-34345/, /fencers/Giacomo-MIGNUZZI-40011/, D/7, V/15
2018-69, 8, /fencers/Mark-STEPANOV-38592/, /fencers/Kamar-SKEETE-41535/, V/15, D/11
2018-69, 8, /fencers/Eliott-BIBI-39151/, /fencers/Inaki-BRAVO-34328/, V/15, D/12
2018-69, 8, /fencers/Matteo-NERI-36654/, /fencers/Maxime-PIANFETTI-40439/, D/11, V/15
2018-69, 8, /fencers/Anatoliy-KOSTENKO-37867/, /fencers/Giacomo-MIGNUZZI-40011/, V/15, D/11
2018-69, 4, /fencers/Mark-STEPANOV-38592/, /fencers/Eliott-BIBI-39151/, D/14, V/15
2018-69, 4, /fencers/Maxime-PIANFETTI-40439/, /fencers/Anatoliy-KOSTENKO-37867/, D/8, V/15
2018-69, 2, /fencers/Eliott-BIBI-39151/, /fencers/Anatoliy-KOSTENKO-37867/, D/13, V/15
2018-387, 32, /fencers/Paolo-PIZZO-4633/, /fencers/Bruce-BRUNOLD-23698/, V/15, D/10
2018-387, 32, /fencers/Anatolii-HEREY-15354/, /fencers/Kazuyasu-MINOBE-20488/, D/8, V/15
2018-387, 32, /fencers/Andras-REDLI-4202/, /fencers/Richard-SCHMIDT-24074/, D/8, V/15
2018-387, 32, /fencers/Jesus_Andres-LUGONES_RUGGERI-28887/, /fencers/Bogdan-NIKISHIN-6424/, D/3, V/4
2018-387, 32, /fencers/Yulen-PEREIRA-26700/, /fencers/Valerio-CUOMO-37711/, D/11, V/15
2018-387, 32, /fencers/Bas-VERWIJLEN-5250/, /fencers/Max-HEINZER-6000/, D/6, V/15
2018-387, 32, /fencers/Sangyoung-PARK-31102/, /fencers/Maksym-KHVOROST-6405/, V/15, D/11
2018-387, 32, /fencers/Hoi_Sun-FONG-22435/, /fencers/Marco-FICHERA-24097/, D/7, V/15
2018-387, 32, /fencers/Edoardo-MUNZONE-12125/, /fencers/Ronan-GUSTIN-23021/, D/8, V/15
2018-387, 32, /fencers/Andrea-SANTARELLI-24055/, /fencers/Vadim-ANOKHIN-22390/, V/15, D/9
2018-387, 32, /fencers/Volodymyr-STANKEVYCH-30209/, /fencers/Frederik-VON_DER_OSTEN-8793/, V/15, D/14
2018-387, 32, /fencers/Alex-FAVA-15542/, /fencers/Youngjun-KWEON-16463/, D/8, V/9
2018-387, 32, /fencers/Jinsun-JUNG-4958/, /fencers/Federico-VISMARA-32919/, V/15, D/12
2018-387, 32, /fencers/Hongjie-SONG-42066/, /fencers/Ruben-LIMARDO_GASCON-10222/, D/7, V/11
2018-387, 32, /fencers/Enrico-GAROZZO-15163/, /fencers/Roman-SVICHKAR-24120/, V/15, D/11
2018-387, 32, /fencers/Nikita-GLAZKOV-22630/, /fencers/Kyoungdoo-PARK-10786/, D/10, V/14
2018-387, 16, /fencers/Paolo-PIZZO-4633/, /fencers/Kazuyasu-MINOBE-20488/, V/15, D/11
2018-387, 16, /fencers/Richard-SCHMIDT-24074/, /fencers/Bogdan-NIKISHIN-6424/, D/10, V/15
2018-387, 16, /fencers/Valerio-CUOMO-37711/, /fencers/Max-HEINZER-6000/, D/14, V/15
2018-387, 16, /fencers/Sangyoung-PARK-31102/, /fencers/Marco-FICHERA-24097/, V/15, D/14
2018-387, 16, /fencers/Ronan-GUSTIN-23021/, /fencers/Andrea-SANTARELLI-24055/, D/14, V/15
2018-387, 16, /fencers/Volodymyr-STANKEVYCH-30209/, /fencers/Youngjun-KWEON-16463/, V/15, D/11
2018-387, 16, /fencers/Jinsun-JUNG-4958/, /fencers/Ruben-LIMARDO_GASCON-10222/, V/10, D/9
2018-387, 16, /fencers/Enrico-GAROZZO-15163/, /fencers/Kyoungdoo-PARK-10786/, V/8, D/7
2018-387, 8, /fencers/Paolo-PIZZO-4633/, /fencers/Bogdan-NIKISHIN-6424/, V/15, D/14
2018-387, 8, /fencers/Max-HEINZER-6000/, /fencers/Sangyoung-PARK-31102/, D/13, V/14
2018-387, 8, /fencers/Andrea-SANTARELLI-24055/, /fencers/Volodymyr-STANKEVYCH-30209/, V/15, D/13
2018-387, 8, /fencers/Jinsun-JUNG-4958/, /fencers/Enrico-GAROZZO-15163/, V/15, D/14
2018-387, 4, /fencers/Paolo-PIZZO-4633/, /fencers/Sangyoung-PARK-31102/, D/13, V/15
2018-387, 4, /fencers/Andrea-SANTARELLI-24055/, /fencers/Jinsun-JUNG-4958/, D/11, V/15
2018-387, 2, /fencers/Sangyoung-PARK-31102/, /fencers/Jinsun-JUNG-4958/, V/4, D/3
2018-79, 32, /fencers/Dora-KISKAPUSI-4119/, /fencers/Mara-NAVARRIA-9248/, D/11, V/15
2018-79, 32, /fencers/Amalia-TATARAN-22214/, /fencers/Ayaka-SHIMOOKAWA-24476/, D/12, V/15
2018-79, 32, /fencers/Olena-KRYVYTSKA-13707/, /fencers/Yamilka-RODRIGUEZ_QUESADA-2200/, V/15, D/6
2018-79, 32, /fencers/Magdalena-PIEKARSKA-5443/, /fencers/Man_Wai_Vivian-KONG-22439/, V/15, D/8
2018-79, 32, /fencers/Violetta-KOLOBOVA-18949/, /fencers/Chengzi-XU-31348/, V/15, D/7
2018-79, 32, /fencers/Auriane-MALLO-25031/, /fencers/Injeong-CHOI-25200/, D/14, V/15
2018-79, 32, /fencers/Young_Mi-KANG-8284/, /fencers/Erika-KIRPU-19820/, V/13, D/12
2018-79, 32, /fencers/Giulia-RIZZI-12562/, /fencers/Yiwen-SUN-33102/, V/15, D/14
2018-79, 32, /fencers/Ewa-NELIP-9835/, /fencers/Alena-KOMAROVA-26764/, D/12, V/15
2018-79, 32, /fencers/Tatyana-ANDRYUSHINA-18610/, /fencers/Katrina-LEHIS-24108/, V/7, D/2
2018-79, 32, /fencers/Rossella-FIAMINGO-19604/, /fencers/Renata-KNAPIK_MIAZGA-13503/, V/15, D/11
2018-79, 32, /fencers/Ana_Maria-POPESCU-5629/, /fencers/Tatiana-GUDKOVA-25207/, V/15, D/7
2018-79, 32, /fencers/Alexandra-NDOLO-18515/, /fencers/Hyein-LEE-29237/, D/12, V/15
2018-79, 32, /fencers/Guangjuan-HOU-33129/, /fencers/Sarra-BESBES-12625/, V/15, D/13
2018-79, 32, /fencers/A_Lam-SHIN-10773/, /fencers/Laurence-EPEE-19968/, D/14, V/15
2018-79, 32, /fencers/Alberta-SANTUCCIO-23170/, /fencers/Emese-SZASZ_KOVACS-4220/, D/9, V/15
2018-79, 16, /fencers/Mara-NAVARRIA-9248/, /fencers/Ayaka-SHIMOOKAWA-24476/, V/15, D/8
2018-79, 16, /fencers/Olena-KRYVYTSKA-13707/, /fencers/Magdalena-PIEKARSKA-5443/, V/15, D/11
2018-79, 16, /fencers/Violetta-KOLOBOVA-18949/, /fencers/Injeong-CHOI-25200/, D/9, V/15
2018-79, 16, /fencers/Young_Mi-KANG-8284/, /fencers/Giulia-RIZZI-12562/, D/8, V/15
2018-79, 16, /fencers/Alena-KOMAROVA-26764/, /fencers/Tatyana-ANDRYUSHINA-18610/, D/6, V/15
2018-79, 16, /fencers/Rossella-FIAMINGO-19604/, /fencers/Ana_Maria-POPESCU-5629/, D/7, V/15
2018-79, 16, /fencers/Hyein-LEE-29237/, /fencers/Guangjuan-HOU-33129/, D/11, V/15
2018-79, 16, /fencers/Laurence-EPEE-19968/, /fencers/Emese-SZASZ_KOVACS-4220/, D/14, V/15
2018-79, 8, /fencers/Mara-NAVARRIA-9248/, /fencers/Olena-KRYVYTSKA-13707/, V/15, D/11
2018-79, 8, /fencers/Injeong-CHOI-25200/, /fencers/Giulia-RIZZI-12562/, V/15, D/6
2018-79, 8, /fencers/Tatyana-ANDRYUSHINA-18610/, /fencers/Ana_Maria-POPESCU-5629/, D/10, V/13
2018-79, 8, /fencers/Guangjuan-HOU-33129/, /fencers/Emese-SZASZ_KOVACS-4220/, V/12, D/11
2018-79, 4, /fencers/Mara-NAVARRIA-9248/, /fencers/Injeong-CHOI-25200/, V/15, D/10
2018-79, 4, /fencers/Ana_Maria-POPESCU-5629/, /fencers/Guangjuan-HOU-33129/, V/15, D/9
2018-79, 2, /fencers/Mara-NAVARRIA-9248/, /fencers/Ana_Maria-POPESCU-5629/, D/6, V/10
2018-13, 32, /fencers/Maria-MATEOS-33960/, /fencers/Antonella-FIORDELISI-39542/, D/12, V/15
2018-13, 32, /fencers/Danielle-LAWSON-34214/, /fencers/Ekaterina-TARASOVA-35717/, D/10, V/15
2018-13, 32, /fencers/Lola-LUCANI-36880/, /fencers/Alessandra-BOZZA-35123/, D/13, V/15
2018-13, 32, /fencers/Evgeniya-ZHARKOVA-43719/, /fencers/Eleonora-DE_MARCHI-32441/, D/13, V/15
2018-13, 32, /fencers/Yana-BOTVINIK-34482/, /fencers/Lydiane-HERSANT-42738/, D/12, V/13
2018-13, 32, /fencers/Alexandra-NEVERDINOVA-41667/, /fencers/Anna-COUFALOVA-37479/, V/15, D/8
2018-13, 32, /fencers/Regina-SKOLYSHEVA-45675/, /fencers/Dar-HECHT-34584/, D/12, V/15
