,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2,WINNER
7536,2017-1091,8,PYTKA-Kamila-25928,24,130, POLAND, Left, Epée ,SONG-Sera-33038,25,266, KOREA, Left, Epée , V/9,  D/8,0
7537,2017-1091,8,PANTELYEYEVA-Kseniya-22831,24,51, UKRAINE, Right, Epée ,YU-Danwoo-40542,22,9999999, KOREA, Left, Epée , V/15,  D/9,0
7538,2017-1091,4,MARZANI-Roberta-28741,22,97, ITALY, Left, Epée ,ZAMACHOWSKA-Aleksandra-29878,23,50, POLAND, Right, Epée , D/10,  V/15,1
7539,2017-1091,4,PYTKA-Kamila-25928,24,130, POLAND, Left, Epée ,PANTELYEYEVA-Kseniya-22831,24,51, UKRAINE, Right, Epée , V/14,  D/13,0
7540,2017-1091,2,ZAMACHOWSKA-Aleksandra-29878,23,50, POLAND, Right, Epée ,PYTKA-Kamila-25928,24,130, POLAND, Left, Epée , V/15,  D/8,0
7541,2017-1096,32,METRYKA-Karol-33383,21,175, USA, Left, Sabre ,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre , D/13,  V/15,1
7542,2017-1096,32,NATANZON-Benjamin-32636,21,54, USA, Right, Sabre ,BARLOY-Edward-20556,28,190, FRANCE, Right, Sabre , D/7,  V/15,1
7543,2017-1096,32,KOSTENKO-Anatoliy-37867,20,91, RUSSIA, Left, Sabre ,SENEGAS-Remi-28801,24,140, FRANCE, Right, Sabre , V/15,  D/9,0
7544,2017-1096,32,ANNIC-Edern-28759,23,134, FRANCE, Right, Sabre ,STREETS-Kaito-29396,24,72, JAPAN, Right, Sabre , D/14,  V/15,1
7545,2017-1096,32,ROMANO-Lorenzo-22150,28,259, ITALY, Right, Sabre ,BURNEV-Lyuboslav-24275,24,192, BULGARIA, Right, Sabre , V/15,  D/7,0
7546,2017-1096,32,KIM-Junho-36999,24,18, KOREA, Right, Sabre ,LOW-Ho_Tin-18728,26,86, HONG KONG, Right, Sabre , V/15,  D/8,0
7547,2017-1096,32,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre ,GRZEGOREK-Mikolaj-28293,24,143, POLAND, Right, Sabre , V/15,  D/8,0
7548,2017-1096,32,TSAP-Yuriy-22832,26,110, UKRAINE, Right, Sabre ,PAKDAMAN-Ali-22252,28,13, IRAN, Right, Sabre , V/15,  D/12,0
7549,2017-1096,32,CAVALIERE-Dario-32262,21,43, ITALY, Right, Sabre ,SOUDERS-Peter-21560,28,206, USA, Right, Sabre , D/14,  V/15,1
7550,2017-1096,32,PATRICE-Jean_Philippe-32390,21,125, FRANCE, Right, Sabre ,GLADKOV-Andrey-38820,21,598, RUSSIA, Left, Sabre , V/14,  D/13,0
7551,2017-1096,32,PECH-Miklos-32711,22,131, HUNGARY, Left, Sabre ,BAHER_ARESBARAN-Farzad-22599,25,98, IRAN, Right, Sabre , D/11,  V/15,1
7552,2017-1096,32,PUY-Sebestyen-17966,27,269, HUNGARY, Right, Sabre ,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre , D/9,  V/15,1
7553,2017-1096,32,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre ,IANCU-George-28109,25,137, ROMANIA, Right, Sabre , V/15,  D/9,0
7554,2017-1096,32,OH-Sanguk-36990,22,5, KOREA, Right, Sabre ,NUCCIO-Riccardo-21584,27,56, ITALY, Left, Sabre , D/9,  V/15,1
7555,2017-1096,32,SHIRSHOV-Vasiliy-35115,21,124, RUSSIA, Right, Sabre ,MOTORIN-Ilya-22488,27,205, RUSSIA, Right, Sabre , D/8,  V/15,1
7556,2017-1096,32,CHOU-Tsung_Yu-34681,19,177, CHINESE TAIPEI, Right, Sabre ,GU-Bongil-18876,29,2, KOREA, Right, Sabre , D/6,  V/15,1
7557,2017-1096,16,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre ,BARLOY-Edward-20556,28,190, FRANCE, Right, Sabre , V/15,  D/9,0
7558,2017-1096,16,KOSTENKO-Anatoliy-37867,20,91, RUSSIA, Left, Sabre ,STREETS-Kaito-29396,24,72, JAPAN, Right, Sabre , V/15,  D/14,0
7559,2017-1096,16,ROMANO-Lorenzo-22150,28,259, ITALY, Right, Sabre ,KIM-Junho-36999,24,18, KOREA, Right, Sabre , D/11,  V/15,1
7560,2017-1096,16,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre ,TSAP-Yuriy-22832,26,110, UKRAINE, Right, Sabre , V/15,  D/14,0
7561,2017-1096,16,SOUDERS-Peter-21560,28,206, USA, Right, Sabre ,PATRICE-Jean_Philippe-32390,21,125, FRANCE, Right, Sabre , D/7,  V/15,1
7562,2017-1096,16,BAHER_ARESBARAN-Farzad-22599,25,98, IRAN, Right, Sabre ,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre , D/9,  V/15,1
7563,2017-1096,16,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre ,NUCCIO-Riccardo-21584,27,56, ITALY, Left, Sabre , V/15,  D/11,0
7564,2017-1096,16,MOTORIN-Ilya-22488,27,205, RUSSIA, Right, Sabre ,GU-Bongil-18876,29,2, KOREA, Right, Sabre , D/9,  V/15,1
7565,2017-1096,8,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre ,KOSTENKO-Anatoliy-37867,20,91, RUSSIA, Left, Sabre , V/15,  D/13,0
7566,2017-1096,8,KIM-Junho-36999,24,18, KOREA, Right, Sabre ,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre , D/14,  V/15,1
7567,2017-1096,8,PATRICE-Jean_Philippe-32390,21,125, FRANCE, Right, Sabre ,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre , D/8,  V/15,1
7568,2017-1096,8,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre ,GU-Bongil-18876,29,2, KOREA, Right, Sabre , V/15,  D/12,0
7569,2017-1096,4,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre ,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre , D/11,  V/15,1
7570,2017-1096,4,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre ,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre , D/8,  V/15,1
7571,2017-1096,2,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre ,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre , D/6,  V/15,1
7572,2017-1095,32,ANDREYEVA-Darya-25941,24,77, BELARUS, Right, Sabre ,CHADALAVADA_ANANDHA_SUNDHARARAMAN-Bhavani_Devi-20960,25,60, INDIA, Right, Sabre , V/15,  D/9,0
7573,2017-1095,32,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre ,MICHEL-Violet-33384,20,192, USA, Right, Sabre , V/15,  D/2,0
7574,2017-1095,32,SHCHUKLA-Iryna-28351,23,44, TURKEY, Right, Sabre ,MIKULIK-Julia-12678,28,182, HUNGARY, Right, Sabre , V/15,  D/9,0
7575,2017-1095,32,NAVARRIA-Caterina-19917,26,80, ITALY, Right, Sabre ,TAKASHIMA-Risa-31865,19,26, JAPAN, Right, Sabre , D/10,  V/15,1
7576,2017-1095,32,NIKITINA-Olga-37871,20,52, RUSSIA, Right, Sabre ,CHAMBERLAIN-Maia-35361,20,185, USA, Right, Sabre , V/15,  D/13,0
7577,2017-1095,32,QUEROLI-Caroline-33874,20,32, FRANCE, Right, Sabre ,FUKUSHIMA-Shihomi-35881,23,35, JAPAN, Right, Sabre , D/11,  V/15,1
7578,2017-1095,32,GIMALAC-Margaux-32383,21,126, FRANCE, Left, Sabre ,POCHEKUTOVA-Tamara-24678,26,59, KAZAKHSTAN, Right, Sabre , V/15,  D/10,0
7579,2017-1095,32,KEDZIORA-Katarzyna-17168,28,263, POLAND, Right, Sabre ,EMURA-Misaki-32026,20,37, JAPAN, Right, Sabre , D/11,  V/15,1
7580,2017-1095,32,MORMILE-Chiara-26677,23,76, ITALY, Left, Sabre ,WATOR-Angelika-26116,24,68, POLAND, Right, Sabre , V/15,  D/11,0
7581,2017-1095,32,ZAHONYI-Petra-32720,21,186, HUNGARY, Right, Sabre ,PARK-Daeun-44744,25,166, KOREA, Right, Sabre , D/8,  V/15,1
7582,2017-1095,32,TAILLANDIER-Charleine-18448,27,105, FRANCE, Right, Sabre ,RIFKISS-Margaux-30627,22,50, FRANCE, Right, Sabre , D/7,  V/15,1
7583,2017-1095,32,YOON-Jisu-27302,25,54, KOREA, Right, Sabre ,KOMISARCZYK-Martyna-22462,26,195, POLAND, Right, Sabre , D/14,  V/15,1
7584,2017-1095,32,SAZANJIAN-Najmeh-29095,22,62, IRAN, Right, Sabre ,BAZHENOVA-Anastasia-36390,22,124, RUSSIA, Right, Sabre , D/14,  V/15,1
7585,2017-1095,32,HWANG-Seona-16438,29,41, KOREA, Right, Sabre ,GARGANO-Rebecca-32265,22,90, ITALY, Right, Sabre , V/15,  D/10,0
7586,2017-1095,32,OBVINTSEVA-Yana-29189,23,144, RUSSIA, Right, Sabre ,KASPIAROVICH-Palina-29970,22,119, BELARUS, Left, Sabre , V/15,  D/9,0
7587,2017-1095,32,LIMBACH-Anna-12054,29,20, GERMANY, Right, Foil ,CIARAGLIA-Sofia-25456,23,65, ITALY, Right, Sabre , D/14,  V/15,1
7588,2017-1095,16,ANDREYEVA-Darya-25941,24,77, BELARUS, Right, Sabre ,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre , D/11,  V/15,1
7589,2017-1095,16,SHCHUKLA-Iryna-28351,23,44, TURKEY, Right, Sabre ,TAKASHIMA-Risa-31865,19,26, JAPAN, Right, Sabre , D/8,  V/15,1
7590,2017-1095,16,NIKITINA-Olga-37871,20,52, RUSSIA, Right, Sabre ,FUKUSHIMA-Shihomi-35881,23,35, JAPAN, Right, Sabre , V/15,  D/8,0
7591,2017-1095,16,GIMALAC-Margaux-32383,21,126, FRANCE, Left, Sabre ,EMURA-Misaki-32026,20,37, JAPAN, Right, Sabre , D/6,  V/15,1
7592,2017-1095,16,MORMILE-Chiara-26677,23,76, ITALY, Left, Sabre ,PARK-Daeun-44744,25,166, KOREA, Right, Sabre , V/15,  D/8,0
7593,2017-1095,16,RIFKISS-Margaux-30627,22,50, FRANCE, Right, Sabre ,KOMISARCZYK-Martyna-22462,26,195, POLAND, Right, Sabre , V/15,  D/11,0
7594,2017-1095,16,BAZHENOVA-Anastasia-36390,22,124, RUSSIA, Right, Sabre ,HWANG-Seona-16438,29,41, KOREA, Right, Sabre , D/6,  V/15,1
7595,2017-1095,16,OBVINTSEVA-Yana-29189,23,144, RUSSIA, Right, Sabre ,CIARAGLIA-Sofia-25456,23,65, ITALY, Right, Sabre , D/11,  V/15,1
7596,2017-1095,8,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre ,TAKASHIMA-Risa-31865,19,26, JAPAN, Right, Sabre , V/15,  D/6,0
7597,2017-1095,8,NIKITINA-Olga-37871,20,52, RUSSIA, Right, Sabre ,EMURA-Misaki-32026,20,37, JAPAN, Right, Sabre , D/10,  V/15,1
7598,2017-1095,8,MORMILE-Chiara-26677,23,76, ITALY, Left, Sabre ,RIFKISS-Margaux-30627,22,50, FRANCE, Right, Sabre , V/15,  D/11,0
7599,2017-1095,8,HWANG-Seona-16438,29,41, KOREA, Right, Sabre ,CIARAGLIA-Sofia-25456,23,65, ITALY, Right, Sabre , V/15,  D/5,0
7600,2017-1095,4,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre ,EMURA-Misaki-32026,20,37, JAPAN, Right, Sabre , V/15,  D/8,0
7601,2017-1095,4,MORMILE-Chiara-26677,23,76, ITALY, Left, Sabre ,HWANG-Seona-16438,29,41, KOREA, Right, Sabre , D/13,  V/15,1
7602,2017-1095,2,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre ,HWANG-Seona-16438,29,41, KOREA, Right, Sabre , V/15,  D/12,0
7603,2017-1094,32,SAITO-Toshiya-30489,21,24, JAPAN, Right, Foil ,SERRI-Cedrik-20897,27,91, SLOVAKIA, Right, Foil , V/15,  D/10,0
7604,2017-1094,32,SHIKINE-Takahiro-31919,21,49, JAPAN, Right, Foil ,MARQUES-Henrique-30936,22,58, BRAZIL, Left, Foil , V/15,  D/8,0
7605,2017-1094,32,PAROLI-Alessandro-17583,29,144, ITALY, Right, Foil ,CHASTANET-Maximilien-30390,22,126, FRANCE, Right, Foil , V/15,  D/12,0
7606,2017-1094,32,NEMETH-Andras-28211,23,127, HUNGARY, Right, Foil ,LUPERI-Edoardo-21621,25,33, ITALY, Left, Foil , D/7,  V/15,1
7607,2017-1094,32,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE, Left, Foil ,CEGIELSKI-Bartosz-30042,23,217, POLAND, Right, Foil , V/15,  D/9,0
7608,2017-1094,32,TOFALIDES-Alex-22256,25,36, CYPRUS, Left, Foil ,AKHMETOV-Iskander-35108,22,82, RUSSIA, Right, Foil , V/15,  D/13,0
7609,2017-1094,32,SIROTKIN-Alexander-38622,21,75, RUSSIA, Right, Foil ,LEE-Kwanghyun-25142,25,20, KOREA, Right, Foil , V/15,  D/9,0
7610,2017-1094,32,SEMENYUK-Grigoriy-37875,20,129, RUSSIA, Left, Foil ,DOSA-Daniel-29031,22,53, HUNGARY, Left, Foil , V/15,  D/8,0
7611,2017-1094,32,HA-Taegyu-18861,29,18, KOREA, Left, Foil ,KHAMZIN-Askar-31961,24,101, RUSSIA, Right, Foil , V/15,  D/12,0
7612,2017-1094,32,CHOI-Hyunsoo-42594,22,315, KOREA, Right, Foil ,LEE-Younghoon-35199,21,9999999, KOREA, Left, Foil , V/15,  D/8,0
7613,2017-1094,32,CHOI-Chun_Yin_Ryan-31438,21,65, HONG KONG, Left, Foil ,HERTSYK-Rostyslav-17622,29,83, UKRAINE, Left, Foil , D/11,  V/15,1
7614,2017-1094,32,NOGUCHI-Ryohei-28714,22,264, JAPAN, Right, Foil ,BIANCHI-Guillaume-32275,21,32, ITALY, Right, Foil , V/15,  D/11,0
7615,2017-1094,32,PAUTY-Maxime-25513,25,21, FRANCE, Right, Foil ,DE_GREEF-Stef-35143,21,134, BELGIUM, Left, Foil , V/15,  D/10,0
7616,2017-1094,32,HADLER-David-28809,22,709, CHINESE TAIPEI, Right, Foil ,MATSUYAMA-Kyosuke-29076,22,35, JAPAN, Left, Foil , D/6,  V/15,1
7617,2017-1094,32,YUNES-Klod-15353,29,74, UKRAINE, Right, Foil ,PETTINATO-Mateo-30348,22,9999999, ARGENTINA, Right, Foil , V/15,  D/8,0
7618,2017-1094,32,WU-Junhao-41568,24,9999999, CHINA, Right, Foil ,TRANI-Francesco-18369,27,61, ITALY, Right, Foil , D/2,  V/15,1
7619,2017-1094,16,SAITO-Toshiya-30489,21,24, JAPAN, Right, Foil ,SHIKINE-Takahiro-31919,21,49, JAPAN, Right, Foil , V/15,  D/14,0
7620,2017-1094,16,PAROLI-Alessandro-17583,29,144, ITALY, Right, Foil ,LUPERI-Edoardo-21621,25,33, ITALY, Left, Foil , V/15,  D/11,0
7621,2017-1094,16,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE, Left, Foil ,TOFALIDES-Alex-22256,25,36, CYPRUS, Left, Foil , V/15,  D/14,0
7622,2017-1094,16,SIROTKIN-Alexander-38622,21,75, RUSSIA, Right, Foil ,SEMENYUK-Grigoriy-37875,20,129, RUSSIA, Left, Foil , V/15,  D/8,0
7623,2017-1094,16,HA-Taegyu-18861,29,18, KOREA, Left, Foil ,CHOI-Hyunsoo-42594,22,315, KOREA, Right, Foil , D/14,  V/15,1
7624,2017-1094,16,HERTSYK-Rostyslav-17622,29,83, UKRAINE, Left, Foil ,NOGUCHI-Ryohei-28714,22,264, JAPAN, Right, Foil , V/15,  D/6,0
7625,2017-1094,16,PAUTY-Maxime-25513,25,21, FRANCE, Right, Foil ,MATSUYAMA-Kyosuke-29076,22,35, JAPAN, Left, Foil , D/13,  V/15,1
7626,2017-1094,16,YUNES-Klod-15353,29,74, UKRAINE, Right, Foil ,TRANI-Francesco-18369,27,61, ITALY, Right, Foil , V/15,  D/14,0
7627,2017-1094,8,SAITO-Toshiya-30489,21,24, JAPAN, Right, Foil ,PAROLI-Alessandro-17583,29,144, ITALY, Right, Foil , D/10,  V/15,1
7628,2017-1094,8,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE, Left, Foil ,SIROTKIN-Alexander-38622,21,75, RUSSIA, Right, Foil , V/15,  D/10,0
7629,2017-1094,8,CHOI-Hyunsoo-42594,22,315, KOREA, Right, Foil ,HERTSYK-Rostyslav-17622,29,83, UKRAINE, Left, Foil , D/5,  V/15,1
7630,2017-1094,8,MATSUYAMA-Kyosuke-29076,22,35, JAPAN, Left, Foil ,YUNES-Klod-15353,29,74, UKRAINE, Right, Foil , V/15,  D/9,0
7631,2017-1094,4,PAROLI-Alessandro-17583,29,144, ITALY, Right, Foil ,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE, Left, Foil , D/13,  V/15,1
7632,2017-1094,4,HERTSYK-Rostyslav-17622,29,83, UKRAINE, Left, Foil ,MATSUYAMA-Kyosuke-29076,22,35, JAPAN, Left, Foil , D/6,  V/15,1
7633,2017-1094,2,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE, Left, Foil ,MATSUYAMA-Kyosuke-29076,22,35, JAPAN, Left, Foil , V/15,  D/14,0
7634,2017-1096,32,METRYKA-Karol-33383,21,175, USA, Left, Sabre ,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre , D/13,  V/15,1
7635,2017-1096,32,NATANZON-Benjamin-32636,21,54, USA, Right, Sabre ,BARLOY-Edward-20556,28,190, FRANCE, Right, Sabre , D/7,  V/15,1
7636,2017-1096,32,KOSTENKO-Anatoliy-37867,20,91, RUSSIA, Left, Sabre ,SENEGAS-Remi-28801,24,140, FRANCE, Right, Sabre , V/15,  D/9,0
7637,2017-1096,32,ANNIC-Edern-28759,23,134, FRANCE, Right, Sabre ,STREETS-Kaito-29396,24,72, JAPAN, Right, Sabre , D/14,  V/15,1
7638,2017-1096,32,ROMANO-Lorenzo-22150,28,259, ITALY, Right, Sabre ,BURNEV-Lyuboslav-24275,24,192, BULGARIA, Right, Sabre , V/15,  D/7,0
7639,2017-1096,32,KIM-Junho-36999,24,18, KOREA, Right, Sabre ,LOW-Ho_Tin-18728,26,86, HONG KONG, Right, Sabre , V/15,  D/8,0
7640,2017-1096,32,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre ,GRZEGOREK-Mikolaj-28293,24,143, POLAND, Right, Sabre , V/15,  D/8,0
7641,2017-1096,32,TSAP-Yuriy-22832,26,110, UKRAINE, Right, Sabre ,PAKDAMAN-Ali-22252,28,13, IRAN, Right, Sabre , V/15,  D/12,0
7642,2017-1096,32,CAVALIERE-Dario-32262,21,43, ITALY, Right, Sabre ,SOUDERS-Peter-21560,28,206, USA, Right, Sabre , D/14,  V/15,1
7643,2017-1096,32,PATRICE-Jean_Philippe-32390,21,125, FRANCE, Right, Sabre ,GLADKOV-Andrey-38820,21,598, RUSSIA, Left, Sabre , V/14,  D/13,0
7644,2017-1096,32,PECH-Miklos-32711,22,131, HUNGARY, Left, Sabre ,BAHER_ARESBARAN-Farzad-22599,25,98, IRAN, Right, Sabre , D/11,  V/15,1
7645,2017-1096,32,PUY-Sebestyen-17966,27,269, HUNGARY, Right, Sabre ,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre , D/9,  V/15,1
7646,2017-1096,32,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre ,IANCU-George-28109,25,137, ROMANIA, Right, Sabre , V/15,  D/9,0
7647,2017-1096,32,OH-Sanguk-36990,22,5, KOREA, Right, Sabre ,NUCCIO-Riccardo-21584,27,56, ITALY, Left, Sabre , D/9,  V/15,1
7648,2017-1096,32,SHIRSHOV-Vasiliy-35115,21,124, RUSSIA, Right, Sabre ,MOTORIN-Ilya-22488,27,205, RUSSIA, Right, Sabre , D/8,  V/15,1
7649,2017-1096,32,CHOU-Tsung_Yu-34681,19,177, CHINESE TAIPEI, Right, Sabre ,GU-Bongil-18876,29,2, KOREA, Right, Sabre , D/6,  V/15,1
7650,2017-1096,16,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre ,BARLOY-Edward-20556,28,190, FRANCE, Right, Sabre , V/15,  D/9,0
7651,2017-1096,16,KOSTENKO-Anatoliy-37867,20,91, RUSSIA, Left, Sabre ,STREETS-Kaito-29396,24,72, JAPAN, Right, Sabre , V/15,  D/14,0
7652,2017-1096,16,ROMANO-Lorenzo-22150,28,259, ITALY, Right, Sabre ,KIM-Junho-36999,24,18, KOREA, Right, Sabre , D/11,  V/15,1
7653,2017-1096,16,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre ,TSAP-Yuriy-22832,26,110, UKRAINE, Right, Sabre , V/15,  D/14,0
7654,2017-1096,16,SOUDERS-Peter-21560,28,206, USA, Right, Sabre ,PATRICE-Jean_Philippe-32390,21,125, FRANCE, Right, Sabre , D/7,  V/15,1
7655,2017-1096,16,BAHER_ARESBARAN-Farzad-22599,25,98, IRAN, Right, Sabre ,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre , D/9,  V/15,1
7656,2017-1096,16,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre ,NUCCIO-Riccardo-21584,27,56, ITALY, Left, Sabre , V/15,  D/11,0
7657,2017-1096,16,MOTORIN-Ilya-22488,27,205, RUSSIA, Right, Sabre ,GU-Bongil-18876,29,2, KOREA, Right, Sabre , D/9,  V/15,1
7658,2017-1096,8,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre ,KOSTENKO-Anatoliy-37867,20,91, RUSSIA, Left, Sabre , V/15,  D/13,0
7659,2017-1096,8,KIM-Junho-36999,24,18, KOREA, Right, Sabre ,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre , D/14,  V/15,1
7660,2017-1096,8,PATRICE-Jean_Philippe-32390,21,125, FRANCE, Right, Sabre ,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre , D/8,  V/15,1
7661,2017-1096,8,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre ,GU-Bongil-18876,29,2, KOREA, Right, Sabre , V/15,  D/12,0
7662,2017-1096,4,FOTOUHI-Mohammad-18673,28,128, IRAN, Right, Sabre ,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre , D/11,  V/15,1
7663,2017-1096,4,RAHBARI-Mohammad-26708,27,69, IRAN, Right, Sabre ,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre , D/8,  V/15,1
7664,2017-1096,2,YILDIRIM-Enver-26872,23,55, TURKEY, Right, Sabre ,SZATMARI-Andras-22449,25,8, HUNGARY, Right, Sabre , D/6,  V/15,1
7665,2017-1095,32,ANDREYEVA-Darya-25941,24,77, BELARUS, Right, Sabre ,CHADALAVADA_ANANDHA_SUNDHARARAMAN-Bhavani_Devi-20960,25,60, INDIA, Right, Sabre , V/15,  D/9,0
7666,2017-1095,32,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre ,MICHEL-Violet-33384,20,192, USA, Right, Sabre , V/15,  D/2,0
7667,2017-1095,32,SHCHUKLA-Iryna-28351,23,44, TURKEY, Right, Sabre ,MIKULIK-Julia-12678,28,182, HUNGARY, Right, Sabre , V/15,  D/9,0
7668,2017-1095,32,NAVARRIA-Caterina-19917,26,80, ITALY, Right, Sabre ,TAKASHIMA-Risa-31865,19,26, JAPAN, Right, Sabre , D/10,  V/15,1
7669,2017-1095,32,NIKITINA-Olga-37871,20,52, RUSSIA, Right, Sabre ,CHAMBERLAIN-Maia-35361,20,185, USA, Right, Sabre , V/15,  D/13,0
7670,2017-1095,32,QUEROLI-Caroline-33874,20,32, FRANCE, Right, Sabre ,FUKUSHIMA-Shihomi-35881,23,35, JAPAN, Right, Sabre , D/11,  V/15,1
7671,2017-1095,32,GIMALAC-Margaux-32383,21,126, FRANCE, Left, Sabre ,POCHEKUTOVA-Tamara-24678,26,59, KAZAKHSTAN, Right, Sabre , V/15,  D/10,0
7672,2017-1095,32,KEDZIORA-Katarzyna-17168,28,263, POLAND, Right, Sabre ,EMURA-Misaki-32026,20,37, JAPAN, Right, Sabre , D/11,  V/15,1
7673,2017-1095,32,MORMILE-Chiara-26677,23,76, ITALY, Left, Sabre ,WATOR-Angelika-26116,24,68, POLAND, Right, Sabre , V/15,  D/11,0
7674,2017-1095,32,ZAHONYI-Petra-32720,21,186, HUNGARY, Right, Sabre ,PARK-Daeun-44744,25,166, KOREA, Right, Sabre , D/8,  V/15,1
7675,2017-1095,32,TAILLANDIER-Charleine-18448,27,105, FRANCE, Right, Sabre ,RIFKISS-Margaux-30627,22,50, FRANCE, Right, Sabre , D/7,  V/15,1
7676,2017-1095,32,YOON-Jisu-27302,25,54, KOREA, Right, Sabre ,KOMISARCZYK-Martyna-22462,26,195, POLAND, Right, Sabre , D/14,  V/15,1
7677,2017-1095,32,SAZANJIAN-Najmeh-29095,22,62, IRAN, Right, Sabre ,BAZHENOVA-Anastasia-36390,22,124, RUSSIA, Right, Sabre , D/14,  V/15,1
7678,2017-1095,32,HWANG-Seona-16438,29,41, KOREA, Right, Sabre ,GARGANO-Rebecca-32265,22,90, ITALY, Right, Sabre , V/15,  D/10,0
7679,2017-1095,32,OBVINTSEVA-Yana-29189,23,144, RUSSIA, Right, Sabre ,KASPIAROVICH-Palina-29970,22,119, BELARUS, Left, Sabre , V/15,  D/9,0
7680,2017-1095,32,LIMBACH-Anna-12054,29,20, GERMANY, Right, Foil ,CIARAGLIA-Sofia-25456,23,65, ITALY, Right, Sabre , D/14,  V/15,1
7681,2017-1095,16,ANDREYEVA-Darya-25941,24,77, BELARUS, Right, Sabre ,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre , D/11,  V/15,1
7682,2017-1095,16,SHCHUKLA-Iryna-28351,23,44, TURKEY, Right, Sabre ,TAKASHIMA-Risa-31865,19,26, JAPAN, Right, Sabre , D/8,  V/15,1
7683,2017-1095,16,NIKITINA-Olga-37871,20,52, RUSSIA, Right, Sabre ,FUKUSHIMA-Shihomi-35881,23,35, JAPAN, Right, Sabre , V/15,  D/8,0
7684,2017-1095,16,GIMALAC-Margaux-32383,21,126, FRANCE, Left, Sabre ,EMURA-Misaki-32026,20,37, JAPAN, Right, Sabre , D/6,  V/15,1
7685,2017-1095,16,MORMILE-Chiara-26677,23,76, ITALY, Left, Sabre ,PARK-Daeun-44744,25,166, KOREA, Right, Sabre , V/15,  D/8,0
7686,2017-1095,16,RIFKISS-Margaux-30627,22,50, FRANCE, Right, Sabre ,KOMISARCZYK-Martyna-22462,26,195, POLAND, Right, Sabre , V/15,  D/11,0
7687,2017-1095,16,BAZHENOVA-Anastasia-36390,22,124, RUSSIA, Right, Sabre ,HWANG-Seona-16438,29,41, KOREA, Right, Sabre , D/6,  V/15,1
7688,2017-1095,16,OBVINTSEVA-Yana-29189,23,144, RUSSIA, Right, Sabre ,CIARAGLIA-Sofia-25456,23,65, ITALY, Right, Sabre , D/11,  V/15,1
7689,2017-1095,8,MARTON-Anna-26354,23,3, HUNGARY, Right, Sabre ,TAKASHIMA-Risa-31865,19,26, JAPAN, Right, Sabre , V/15,  D/6,0
7690,2017-1095,8,NIKITINA-Olga-37871,20,52, RUSSIA, Right, Sabre ,EMURA-Misaki-32026,20,37, JAPAN, Right, Sabre , D/10,  V/15,1
