TABLEU,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,WINNER
4,31,100, CANADA, Right, Sabre ,19,382, USA, Right, Sabre ,1
2,25,60, INDIA, Right, Sabre ,19,382, USA, Right, Sabre ,1
32,28,1, RUSSIA, Right, Foil ,17,48, JAPAN, Right, Foil ,0
32,26,50, POLAND, Right, Foil ,22,24, CHINA, Left, Foil ,1
32,24,10, RUSSIA, Right, Foil ,24,40, ITALY, Left, Foil ,0
32,24,123, USA, Right, Foil ,23,55, ITALY, Right, Foil ,1
32,28,20, ITALY, Left, Foil ,24,9, ITALY, Right, Foil ,0
32,21,18, POLAND, Right, Foil ,19,81, JAPAN, Right, Foil ,0
32,22,93, POLAND, Left, Foil ,24,3, USA, Right, Foil ,1
32,27,57, UKRAINE, Right, Foil ,23,100, JAPAN, Right, Foil ,1
32,21,66, ITALY, Right, Foil ,34,16, KOREA, Left, Foil ,1
32,23,8, CANADA, Left, Foil ,24,30, FRANCE, Right, Foil ,0
32,26,33, RUSSIA, Right, Foil ,27,7, FRANCE, Right, Foil ,1
32,30,67, ITALY, Left, Epée ,30,28, POLAND, Left, Foil ,0
32,29,26, HUNGARY, Right, Foil ,29,13, USA, Right, Foil ,0
32,19,6, GERMANY, Left, Foil ,31,46, RUSSIA, Right, Foil ,0
32,21,77, ITALY, Right, Foil ,26,2, ITALY, Right, Foil ,1
16,28,1, RUSSIA, Right, Foil ,22,24, CHINA, Left, Foil ,0
16,24,10, RUSSIA, Right, Foil ,23,55, ITALY, Right, Foil ,0
16,24,34, USA, Right, Foil ,28,20, ITALY, Left, Foil ,1
16,21,18, POLAND, Right, Foil ,24,3, USA, Right, Foil ,1
16,23,100, JAPAN, Right, Foil ,34,16, KOREA, Left, Foil ,1
16,23,8, CANADA, Left, Foil ,27,7, FRANCE, Right, Foil ,1
16,30,67, ITALY, Left, Epée ,29,26, HUNGARY, Right, Foil ,0
16,19,6, GERMANY, Left, Foil ,26,2, ITALY, Right, Foil ,0
8,28,1, RUSSIA, Right, Foil ,24,10, RUSSIA, Right, Foil ,0
8,28,20, ITALY, Left, Foil ,24,3, USA, Right, Foil ,1
8,34,16, KOREA, Left, Foil ,27,7, FRANCE, Right, Foil ,0
8,30,67, ITALY, Left, Epée ,19,6, GERMANY, Left, Foil ,1
4,28,1, RUSSIA, Right, Foil ,24,3, USA, Right, Foil ,0
4,34,16, KOREA, Left, Foil ,19,6, GERMANY, Left, Foil ,0
2,28,1, RUSSIA, Right, Foil ,34,16, KOREA, Left, Foil ,0
32,17,160, USA, Right, Foil ,16,119, PHILIPPINES, Right, Foil ,0
32,16,9999999, UKRAINE, Right, Foil ,17,85, VENEZUELA, Left, Foil ,1
32,17,399, SWEDEN, Right, Foil ,17,307, CANADA, Right, Foil ,1
32,17,390, HUNGARY, Right, Foil ,16,513, HONG KONG, Left, Foil ,1
32,17,9999999, HUNGARY, Left, Foil ,17,9999999, CANADA, Right, Foil ,0
32,16,9999999, ITALY, Left, Foil ,17,204, USA, Right, Foil ,1
32,17,359, ROMANIA, Left, Foil ,17,9999999, RUSSIA, Right, Foil ,0
32,16,515, CHINA, Left, Foil ,17,372, POLAND, Right, Foil ,1
32,17,9999999, ITALY, Left, Foil ,17,287, CHINA, Right, Foil ,1
32,16,9999999, RUSSIA, Right, Foil ,17,51, ITALY, Right, Foil ,1
32,16,485, CHILE, Right, Foil ,16,9999999, LATVIA, Right, Foil ,1
32,16,9999999, UKRAINE, Right, Foil ,17,9999999, JAPAN, Right, Foil ,1
32,15,9999999, CANADA, Right, Foil ,17,9999999, KOREA, Right, Foil ,0
32,15,9999999, USA, Right, Foil ,17,321, SPAIN, Right, Foil ,0
32,16,9999999, FRANCE, Right, Foil ,17,297, GERMANY, Left, Foil ,0
32,16,9999999, KOREA, Right, Foil ,17,48, JAPAN, Right, Foil ,1
16,17,160, USA, Right, Foil ,17,85, VENEZUELA, Left, Foil ,0
16,17,307, CANADA, Right, Foil ,16,513, HONG KONG, Left, Foil ,1
16,17,9999999, HUNGARY, Left, Foil ,17,204, USA, Right, Foil ,1
16,17,359, ROMANIA, Left, Foil ,17,372, POLAND, Right, Foil ,0
16,17,287, CHINA, Right, Foil ,17,51, ITALY, Right, Foil ,1
16,16,9999999, LATVIA, Right, Foil ,17,9999999, JAPAN, Right, Foil ,1
16,15,9999999, CANADA, Right, Foil ,15,9999999, USA, Right, Foil ,1
16,16,9999999, FRANCE, Right, Foil ,17,48, JAPAN, Right, Foil ,1
8,17,160, USA, Right, Foil ,16,513, HONG KONG, Left, Foil ,0
8,17,204, USA, Right, Foil ,17,359, ROMANIA, Left, Foil ,0
8,17,51, ITALY, Right, Foil ,17,9999999, JAPAN, Right, Foil ,0
8,15,9999999, USA, Right, Foil ,17,48, JAPAN, Right, Foil ,1
4,17,160, USA, Right, Foil ,17,204, USA, Right, Foil ,0
4,17,51, ITALY, Right, Foil ,17,48, JAPAN, Right, Foil ,1
2,17,160, USA, Right, Foil ,17,48, JAPAN, Right, Foil ,1
32,17,353, FRANCE, Left, Foil ,16,9999999, HONG KONG, Right, Foil ,1
32,15,219, CHINESE TAIPEI, Right, Foil ,16,476, POLAND, Right, Foil ,0
32,17,198, MEXICO, Right, Foil ,16,9999999, GREAT BRITAIN, Left, Foil ,0
32,16,9999999, CANADA, Left, Foil ,16,351, CHINA, Right, Foil ,1
32,16,167, PUERTO RICO, Right, Foil ,17,418, ROMANIA, Right, Foil ,0
32,17,318, FRANCE, Left, Foil ,16,9999999, BELGIUM, Left, Foil ,0
32,16,9999999, RUSSIA, Right, Foil ,17,332, DENMARK, Left, Foil ,1
32,17,176, USA, Right, Foil ,17,208, CHINESE TAIPEI, Right, Foil ,0
32,15,9999999, JAPAN, Right, Foil ,18,331, KOREA, Right, Foil ,0
32,16,9999999, BRAZIL, Right, Foil ,17,665, CHINA, Right, Foil ,1
32,16,640, SINGAPORE, Right, Foil ,17,9999999, KOREA, Right, Foil ,1
32,17,9999999, CHILE, Left, Foil ,17,271, POLAND, Left, Foil ,1
32,15,9999999, RUSSIA, Right, Foil ,16,9999999, PORTUGAL, Right, Foil ,1
32,17,328, GERMANY, Left, Foil ,17,728, ITALY, Left, Foil ,1
32,16,761, GERMANY, Right, Foil ,16,9999999, FRANCE, Right, Foil ,1
32,18,9999999, KOREA, Right, Foil ,17,202, USA, Right, Foil ,1
16,16,9999999, HONG KONG, Right, Foil ,15,219, CHINESE TAIPEI, Right, Foil ,0
16,17,198, MEXICO, Right, Foil ,16,351, CHINA, Right, Foil ,0
16,16,167, PUERTO RICO, Right, Foil ,17,318, FRANCE, Left, Foil ,1
16,17,332, DENMARK, Left, Foil ,17,176, USA, Right, Foil ,1
16,15,9999999, JAPAN, Right, Foil ,17,665, CHINA, Right, Foil ,1
16,17,9999999, KOREA, Right, Foil ,17,271, POLAND, Left, Foil ,1
16,16,9999999, PORTUGAL, Right, Foil ,17,728, ITALY, Left, Foil ,1
16,16,9999999, FRANCE, Right, Foil ,17,202, USA, Right, Foil ,1
8,16,9999999, HONG KONG, Right, Foil ,17,198, MEXICO, Right, Foil ,1
8,17,318, FRANCE, Left, Foil ,17,176, USA, Right, Foil ,1
8,17,665, CHINA, Right, Foil ,17,271, POLAND, Left, Foil ,1
8,17,728, ITALY, Left, Foil ,17,202, USA, Right, Foil ,1
4,17,198, MEXICO, Right, Foil ,17,176, USA, Right, Foil ,1
4,17,271, POLAND, Left, Foil ,17,202, USA, Right, Foil ,1
2,17,176, USA, Right, Foil ,17,202, USA, Right, Foil ,0
32,17,204, USA, Right, Foil ,17,359, ROMANIA, Left, Foil ,0
32,18,138, FRANCE, Left, Foil ,20,264, ITALY, Left, Foil ,0
32,17,160, USA, Right, Foil ,19,42, CHINA, Right, Foil ,1
32,19,101, ITALY, Right, Foil ,20,480, CANADA, Right, Foil ,0
32,17,48, JAPAN, Right, Foil ,20,125, JAPAN, Right, Foil ,0
32,18,117, SINGAPORE, Left, Foil ,19,6, GERMANY, Left, Foil ,0
32,19,205, USA, Left, Foil ,17,112, SINGAPORE, Left, Foil ,0
32,19,19, JAPAN, Right, Foil ,20,96, HUNGARY, Right, Foil ,1
32,20,23, RUSSIA, Right, Foil ,15,9999999, USA, Right, Foil ,1
32,19,290, FRANCE, Right, Foil ,20,157, RUSSIA, Left, Foil ,1
32,20,207, IRELAND, Right, Foil ,17,307, CANADA, Right, Foil ,1
32,18,381, HUNGARY, Right, Foil ,17,85, VENEZUELA, Left, Foil ,1
32,20,470, CHINA, Right, Foil ,18,196, ITALY, Left, Foil ,1
32,20,258, FRANCE, Right, Foil ,19,36, EGYPT, Left, Foil ,0
32,20,152, BRAZIL, Right, Foil ,20,9999999, KOREA, Right, Foil ,0
32,18,141, PHILIPPINES, Right, Foil ,17,51, ITALY, Right, Foil ,1
16,17,204, USA, Right, Foil ,18,138, FRANCE, Left, Foil ,1
16,19,42, CHINA, Right, Foil ,19,101, ITALY, Right, Foil ,0
16,17,48, JAPAN, Right, Foil ,18,117, SINGAPORE, Left, Foil ,0
16,19,205, USA, Left, Foil ,20,96, HUNGARY, Right, Foil ,0
16,15,9999999, USA, Right, Foil ,20,157, RUSSIA, Left, Foil ,0
16,17,307, CANADA, Right, Foil ,17,85, VENEZUELA, Left, Foil ,0
16,18,196, ITALY, Left, Foil ,20,258, FRANCE, Right, Foil ,0
16,20,152, BRAZIL, Right, Foil ,17,51, ITALY, Right, Foil ,1
8,18,138, FRANCE, Left, Foil ,19,42, CHINA, Right, Foil ,0
8,17,48, JAPAN, Right, Foil ,19,205, USA, Left, Foil ,0
8,15,9999999, USA, Right, Foil ,17,307, CANADA, Right, Foil ,0
8,18,196, ITALY, Left, Foil ,17,51, ITALY, Right, Foil ,1
4,18,138, FRANCE, Left, Foil ,17,48, JAPAN, Right, Foil ,1
4,15,9999999, USA, Right, Foil ,17,51, ITALY, Right, Foil ,1
2,17,48, JAPAN, Right, Foil ,17,51, ITALY, Right, Foil ,0
32,18,80, ITALY, Right, Foil ,20,9999999, KOREA, Left, Foil ,0
32,20,137, SINGAPORE, Right, Foil ,18,55, EGYPT, Left, Foil ,1
32,20,268, JAPAN, Right, Foil ,18,186, MALAYSIA, Right, Foil ,0
32,20,283, HUNGARY, Right, Foil ,18,92, RUSSIA, Left, Foil ,1
32,20,125, FRANCE, Right, Foil ,18,179, SERBIA, Right, Foil ,0
32,19,252, JAPAN, Right, Foil ,19,210, HONG KONG, Right, Foil ,0
32,19,404, ITALY, Right, Foil ,20,129, RUSSIA, Left, Foil ,1
32,20,567, SPAIN, Right, Foil ,20,218, IRELAND, Left, Foil ,0
32,20,197, GERMANY, Right, Foil ,20,409, NETHERLANDS, Left, Foil ,0
32,20,72, USA, Right, Foil ,20,9999999, NETHERLANDS, Right, Foil ,0
32,19,106, ARGENTINA, Left, Foil ,20,52, CHINA, Right, Foil ,1
32,20,280, CHINA, Right, Foil ,20,130, FRANCE, Right, Foil ,1
32,20,184, USA, Left, Foil ,20,9999999, DENMARK, Right, Foil ,0
32,16,9999999, UKRAINE, Right, Foil ,20,66, JAPAN, Right, Foil ,1
32,19,37, USA, Right, Foil ,17,198, MEXICO, Right, Foil ,0
32,20,9999999, KOREA, Right, Foil ,19,94, USA, Right, Foil ,1
16,18,80, ITALY, Right, Foil ,18,55, EGYPT, Left, Foil ,0
16,20,268, JAPAN, Right, Foil ,18,92, RUSSIA, Left, Foil ,1
16,20,125, FRANCE, Right, Foil ,19,252, JAPAN, Right, Foil ,1
16,20,129, RUSSIA, Left, Foil ,20,567, SPAIN, Right, Foil ,0
16,20,197, GERMANY, Right, Foil ,20,72, USA, Right, Foil ,1
16,20,52, CHINA, Right, Foil ,20,130, FRANCE, Right, Foil ,1
16,20,184, USA, Left, Foil ,20,66, JAPAN, Right, Foil ,1
16,19,37, USA, Right, Foil ,19,94, USA, Right, Foil ,0
8,18,80, ITALY, Right, Foil ,18,92, RUSSIA, Left, Foil ,0
8,19,252, JAPAN, Right, Foil ,20,129, RUSSIA, Left, Foil ,1
8,20,72, USA, Right, Foil ,20,130, FRANCE, Right, Foil ,0
8,20,66, JAPAN, Right, Foil ,19,37, USA, Right, Foil ,1
4,18,80, ITALY, Right, Foil ,20,129, RUSSIA, Left, Foil ,0
4,20,72, USA, Right, Foil ,19,37, USA, Right, Foil ,1
2,18,80, ITALY, Right, Foil ,19,37, USA, Right, Foil ,1
32,14,9999999, CHINA, Right, Sabre ,15,9999999, BRAZIL, Right, Sabre ,1
32,16,9999999, RUSSIA, Right, Sabre ,17,9999999, RUSSIA, Right, Sabre ,1
32,17,266, HUNGARY, Right, Sabre ,17,419, HONG KONG, Right, Sabre ,0
32,17,450, FRANCE, Right, Sabre ,17,292, BELGIUM, Right, Sabre ,1
32,16,9999999, KOREA, Right, Sabre ,17,9999999, MEXICO, Right, Sabre ,1
32,16,9999999, UKRAINE, Right, Sabre ,17,16, HUNGARY, Right, Sabre ,1
32,17,9999999, KOREA, Right, Sabre ,17,9999999, CHINA, Right, Sabre ,1
32,17,398, MEXICO, Right, Sabre ,17,235, ITALY, Right, Sabre ,1
32,17,72, BULGARIA, Left, Sabre ,17,99, COLOMBIA, Left, Sabre ,0
32,15,9999999, USA, Right, Sabre ,17,282, KOREA, Left, Sabre ,0
32,17,228, USA, Right, Sabre ,15,9999999, UKRAINE, Right, Sabre ,0
32,17,9999999, ITALY, Right, Sabre ,17,9999999, RUSSIA, Right, Sabre ,1
32,16,57, MEXICO, Left, Sabre ,17,9999999, KAZAKHSTAN, Right, Sabre ,0
32,15,276, TURKEY, Right, Sabre ,17,258, TURKEY, Right, Sabre ,0
32,17,9999999, HONG KONG, Right, Sabre ,15,9999999, ROMANIA, Left, Sabre ,0
32,16,9999999, HUNGARY, Left, Sabre ,16,283, FRANCE, Right, Sabre ,0
16,15,9999999, BRAZIL, Right, Sabre ,17,9999999, RUSSIA, Right, Sabre ,1
16,17,266, HUNGARY, Right, Sabre ,17,292, BELGIUM, Right, Sabre ,0
16,17,9999999, MEXICO, Right, Sabre ,17,16, HUNGARY, Right, Sabre ,1
16,17,9999999, CHINA, Right, Sabre ,17,235, ITALY, Right, Sabre ,1
16,17,72, BULGARIA, Left, Sabre ,15,9999999, USA, Right, Sabre ,0
16,17,228, USA, Right, Sabre ,17,9999999, RUSSIA, Right, Sabre ,0
16,16,57, MEXICO, Left, Sabre ,15,276, TURKEY, Right, Sabre ,0
16,17,9999999, HONG KONG, Right, Sabre ,16,9999999, HUNGARY, Left, Sabre ,0
8,17,9999999, RUSSIA, Right, Sabre ,17,266, HUNGARY, Right, Sabre ,0
8,17,16, HUNGARY, Right, Sabre ,17,235, ITALY, Right, Sabre ,0
8,17,72, BULGARIA, Left, Sabre ,17,228, USA, Right, Sabre ,1
8,16,57, MEXICO, Left, Sabre ,17,9999999, HONG KONG, Right, Sabre ,0
4,17,9999999, RUSSIA, Right, Sabre ,17,16, HUNGARY, Right, Sabre ,1
4,17,228, USA, Right, Sabre ,16,57, MEXICO, Left, Sabre ,1
2,17,16, HUNGARY, Right, Sabre ,16,57, MEXICO, Left, Sabre ,0
32,17,9999999, USA, Right, Sabre ,17,9999999, FRANCE, Right, Sabre ,0
32,16,9999999, ITALY, Left, Sabre ,17,9999999, ITALY, Right, Sabre ,1
32,17,9999999, USA, Right, Sabre ,17,307, USA, Left, Sabre ,0
32,16,9999999, UKRAINE, Right, Sabre ,17,9999999, FRANCE, Right, Sabre ,1
32,17,9999999, HONG KONG, Right, Sabre ,17,9999999, RUSSIA, Right, Sabre ,1
32,17,331, BULGARIA, Right, Sabre ,16,9999999, GERMANY, Right, Sabre ,1
32,17,9999999, HUNGARY, Left, Sabre ,17,9999999, HUNGARY, Right, Sabre ,0
32,17,9999999, CHINA, Right, Sabre ,17,503, EGYPT, Right, Sabre ,0
32,15,9999999, KUWAIT, Left, Sabre ,17,9999999, SPAIN, Right, Sabre ,1
32,17,285, TURKEY, Right, Sabre ,15,9999999, EGYPT, Right, Sabre ,0
32,17,9999999, FRANCE, Right, Sabre ,16,9999999, GEORGIA, Right, Sabre ,0
32,17,9999999, GREAT BRITAIN, Right, Sabre ,17,613, POLAND, Right, Sabre ,0
32,17,9999999, GREAT BRITAIN, Left, Sabre ,16,9999999, KOREA, Right, Sabre ,1
32,17,9999999, RUSSIA, Right, Sabre ,17,9999999, ROMANIA, Right, Sabre ,1
32,17,9999999, ROMANIA, Right, Sabre ,17,9999999, GREAT BRITAIN, Right, Sabre ,0
32,18,153, PUERTO RICO, Right, Sabre ,17,9999999, JAPAN, Right, Sabre ,0
16,17,9999999, USA, Right, Sabre ,17,9999999, ITALY, Right, Sabre ,0
16,17,9999999, USA, Right, Sabre ,17,9999999, FRANCE, Right, Sabre ,0
16,17,9999999, RUSSIA, Right, Sabre ,16,9999999, GERMANY, Right, Sabre ,1
16,17,9999999, HUNGARY, Left, Sabre ,17,9999999, CHINA, Right, Sabre ,0
16,17,9999999, SPAIN, Right, Sabre ,17,285, TURKEY, Right, Sabre ,0
16,17,9999999, FRANCE, Right, Sabre ,17,9999999, GREAT BRITAIN, Right, Sabre ,0
16,16,9999999, KOREA, Right, Sabre ,17,9999999, ROMANIA, Right, Sabre ,1
16,17,9999999, ROMANIA, Right, Sabre ,18,153, PUERTO RICO, Right, Sabre ,0
8,17,9999999, USA, Right, Sabre ,17,9999999, USA, Right, Sabre ,0
8,16,9999999, GERMANY, Right, Sabre ,17,9999999, HUNGARY, Left, Sabre ,1
8,17,9999999, SPAIN, Right, Sabre ,17,9999999, FRANCE, Right, Sabre ,0
8,17,9999999, ROMANIA, Right, Sabre ,17,9999999, ROMANIA, Right, Sabre ,0
4,17,9999999, USA, Right, Sabre ,17,9999999, HUNGARY, Left, Sabre ,0
4,17,9999999, SPAIN, Right, Sabre ,17,9999999, ROMANIA, Right, Sabre ,1
2,17,9999999, USA, Right, Sabre ,17,9999999, ROMANIA, Right, Sabre ,1
32,19,128, RUSSIA, Right, Sabre ,18,222, CHINA, Right, Sabre ,0
32,20,130, CHINA, Right, Sabre ,20,79, CHINA, Right, Sabre ,1
32,19,47, FRANCE, Right, Sabre ,20,9999999, COLOMBIA, Right, Sabre ,0
32,19,26, JAPAN, Right, Sabre ,20,101, ITALY, Right, Sabre ,1
32,19,229, ITALY, Right, Sabre ,20,291, CANADA, Right, Sabre ,0
32,19,193, JAPAN, Left, Sabre ,20,52, RUSSIA, Right, Sabre ,1
32,20,37, JAPAN, Right, Sabre ,18,132, USA, Right, Sabre ,0
32,18,106, GERMANY, Right, Sabre ,19,456, ITALY, Right, Sabre ,0
32,19,177, USA, Right, Sabre ,17,9999999, RUSSIA, Right, Sabre ,0
32,15,9999999, UKRAINE, Right, Sabre ,16,57, MEXICO, Left, Sabre ,1
32,18,237, UKRAINE, Left, Sabre ,18,408, MEXICO, Right, Sabre ,1
32,19,187, GERMANY, Left, Sabre ,19,241, KOREA, Right, Sabre ,0
32,17,16, HUNGARY, Right, Sabre ,20,9999999, KOREA, Right, Sabre ,0
32,18,9999999, ROMANIA, Right, Sabre ,20,249, CANADA, Right, Sabre ,1
32,18,85, SINGAPORE, Right, Sabre ,18,94, GERMANY, Right, Sabre ,0
32,18,270, POLAND, Right, Sabre ,18,25, USA, Left, Sabre ,1
16,19,128, RUSSIA, Right, Sabre ,20,79, CHINA, Right, Sabre ,1
16,19,47, FRANCE, Right, Sabre ,20,101, ITALY, Right, Sabre ,1
16,19,229, ITALY, Right, Sabre ,20,52, RUSSIA, Right, Sabre ,1
16,20,37, JAPAN, Right, Sabre ,18,106, GERMANY, Right, Sabre ,0
16,19,177, USA, Right, Sabre ,16,57, MEXICO, Left, Sabre ,1
16,18,408, MEXICO, Right, Sabre ,19,187, GERMANY, Left, Sabre ,1
16,17,16, HUNGARY, Right, Sabre ,20,249, CANADA, Right, Sabre ,0
16,18,85, SINGAPORE, Right, Sabre ,18,25, USA, Left, Sabre ,1
8,20,79, CHINA, Right, Sabre ,20,101, ITALY, Right, Sabre ,1
8,20,52, RUSSIA, Right, Sabre ,20,37, JAPAN, Right, Sabre ,0
8,16,57, MEXICO, Left, Sabre ,19,187, GERMANY, Left, Sabre ,0
8,17,16, HUNGARY, Right, Sabre ,18,25, USA, Left, Sabre ,0
4,20,101, ITALY, Right, Sabre ,20,52, RUSSIA, Right, Sabre ,1
4,16,57, MEXICO, Left, Sabre ,17,16, HUNGARY, Right, Sabre ,0
2,20,52, RUSSIA, Right, Sabre ,16,57, MEXICO, Left, Sabre ,0
32,19,289, ITALY, Right, Sabre ,17,9999999, USA, Right, Sabre ,0
32,20,208, GERMANY, Right, Sabre ,19,112, FRANCE, Right, Sabre ,0
32,19,9999999, KAZAKHSTAN, Right, Sabre ,18,295, USA, Right, Sabre ,0
32,19,421, POLAND, Right, Sabre ,18,252, HONG KONG, Right, Sabre ,1
32,20,91, RUSSIA, Left, Sabre ,20,360, BULGARIA, Right, Sabre ,0
32,17,157, CHILE, Right, Sabre ,20,390, SPAIN, Right, Sabre ,1
32,20,9999999, KOREA, Right, Sabre ,20,9999999, FRANCE, Right, Sabre ,0
32,20,283, ITALY, Right, Sabre ,20,35, RUSSIA, Right, Sabre ,1
32,20,76, BELARUS, Right, Sabre ,20,487, JAPAN, Right, Sabre ,0
32,19,9999999, KOREA, Right, Sabre ,18,9999999, KOREA, Right, Sabre ,1
32,20,154, GERMANY, Right, Sabre ,20,287, HUNGARY, Right, Sabre ,0
32,19,186, ITALY, Right, Sabre ,21,327, GREAT BRITAIN, Right, Sabre ,0
32,20,9999999, USA, Right, Sabre ,18,443, CANADA, Right, Sabre ,0
32,18,207, FRANCE, Right, Sabre ,17,503, EGYPT, Right, Sabre ,0
32,19,9999999, USA, Right, Sabre ,20,9999999, UKRAINE, Right, Sabre ,0
32,18,9999999, UKRAINE, Right, Sabre ,20,249, RUSSIA, Right, Sabre ,1
16,19,289, ITALY, Right, Sabre ,20,208, GERMANY, Right, Sabre ,1
16,19,9999999, KAZAKHSTAN, Right, Sabre ,18,252, HONG KONG, Right, Sabre ,0
16,20,91, RUSSIA, Left, Sabre ,20,390, SPAIN, Right, Sabre ,1
16,20,9999999, KOREA, Right, Sabre ,20,35, RUSSIA, Right, Sabre ,1
16,20,76, BELARUS, Right, Sabre ,18,9999999, KOREA, Right, Sabre ,1
16,20,154, GERMANY, Right, Sabre ,19,186, ITALY, Right, Sabre ,1
16,20,9999999, USA, Right, Sabre ,18,207, FRANCE, Right, Sabre ,1
16,19,9999999, USA, Right, Sabre ,20,249, RUSSIA, Right, Sabre ,1
8,20,208, GERMANY, Right, Sabre ,19,9999999, KAZAKHSTAN, Right, Sabre ,0
8,20,390, SPAIN, Right, Sabre ,20,35, RUSSIA, Right, Sabre ,1
8,18,9999999, KOREA, Right, Sabre ,19,186, ITALY, Right, Sabre ,1
8,18,207, FRANCE, Right, Sabre ,20,249, RUSSIA, Right, Sabre ,0
4,20,208, GERMANY, Right, Sabre ,20,35, RUSSIA, Right, Sabre ,1
4,19,186, ITALY, Right, Sabre ,18,207, FRANCE, Right, Sabre ,1
2,20,35, RUSSIA, Right, Sabre ,18,207, FRANCE, Right, Sabre ,0
32,17,9999999, BELGIUM, Right, Epée ,16,554, KAZAKHSTAN, Left, Epée ,0
32,16,275, HUNGARY, Left, Epée ,16,9999999, POLAND, Right, Epée ,1
32,17,9999999, ITALY, Right, Epée ,17,9999999, HONG KONG, Right, Epée ,0
32,17,9999999, USA, Right, Epée ,17,590, COLOMBIA, Right, Epée ,0
32,17,9999999, CANADA, Right, Epée ,16,440, CZECH REPUBLIC, Left, Epée ,1
32,17,340, HUNGARY, Right, Epée ,15,384, ISRAEL, Left, Epée ,0
32,16,9999999, KOREA, Right, Epée ,16,9999999, KOREA, Right, Epée ,1
32,17,9999999, USA, Left, Epée ,17,774, FINLAND, Left, Epée ,0
32,17,140, CHINA, Left, Epée ,17,9999999, RUSSIA, Right, Epée ,1
32,17,9999999, KOREA, Left, Epée ,17,9999999, FRANCE, Left, Epée ,0
32,15,9999999, MEXICO, Left, Epée ,16,9999999, GREECE, Left, Epée ,1
32,16,190, JAPAN, Right, Epée ,17,229, KAZAKHSTAN, Left, Epée ,1
32,17,251, UKRAINE, Right, Epée ,16,9999999, UKRAINE, Left, Epée ,0
32,17,9999999, UKRAINE, Left, Epée ,15,9999999, RUSSIA, Right, Epée ,1
32,17,40, HONG KONG, Right, Epée ,17,9999999, FRANCE, Right, Epée ,0
32,17,9999999, ITALY, Left, Epée ,16,301, HUNGARY, Right, Epée ,0
16,17,9999999, BELGIUM, Right, Epée ,16,9999999, POLAND, Right, Epée ,0
16,17,9999999, ITALY, Right, Epée ,17,9999999, USA, Right, Epée ,1
16,16,440, CZECH REPUBLIC, Left, Epée ,17,340, HUNGARY, Right, Epée ,1
16,16,9999999, KOREA, Right, Epée ,17,9999999, USA, Left, Epée ,0
16,17,9999999, RUSSIA, Right, Epée ,17,9999999, KOREA, Left, Epée ,1
16,16,9999999, GREECE, Left, Epée ,17,229, KAZAKHSTAN, Left, Epée ,1
16,17,251, UKRAINE, Right, Epée ,15,9999999, RUSSIA, Right, Epée ,1
16,17,40, HONG KONG, Right, Epée ,17,9999999, ITALY, Left, Epée ,0
8,17,9999999, BELGIUM, Right, Epée ,17,9999999, USA, Right, Epée ,1
8,17,340, HUNGARY, Right, Epée ,16,9999999, KOREA, Right, Epée ,1
8,17,9999999, KOREA, Left, Epée ,17,229, KAZAKHSTAN, Left, Epée ,1
8,15,9999999, RUSSIA, Right, Epée ,17,40, HONG KONG, Right, Epée ,1
4,17,9999999, USA, Right, Epée ,16,9999999, KOREA, Right, Epée ,0
4,17,229, KAZAKHSTAN, Left, Epée ,17,40, HONG KONG, Right, Epée ,1
2,17,9999999, USA, Right, Epée ,17,40, HONG KONG, Right, Epée ,1
32,17,134, KYRGYZSTAN, Left, Epée ,16,9999999, PORTUGAL, Left, Epée ,0
32,16,9999999, HONG KONG, Right, Epée ,15,9999999, EGYPT, Right, Epée ,1
32,17,52, ITALY, Left, Epée ,17,9999999, EGYPT, Right, Epée ,0
32,17,9999999, HUNGARY, Right, Epée ,17,9999999, USA, Right, Epée ,0
32,16,9999999, USA, Right, Epée ,17,9999999, HONG KONG, Right, Epée ,0
32,17,9999999, CZECH REPUBLIC, Right, Epée ,17,994, ISRAEL, Right, Epée ,1
32,17,9999999, CHINA, Right, Epée ,17,9999999, GREECE, Left, Epée ,0
32,16,9999999, JAPAN, Right, Epée ,17,9999999, RUSSIA, Right, Epée ,0
32,17,9999999, ITALY, Right, Epée ,16,9999999, JAPAN, Right, Epée ,0
32,17,9999999, CHINA, Right, Epée ,17,9999999, RUSSIA, Right, Epée ,0
32,16,9999999, GREECE, Left, Epée ,17,922, IRAN, Left, Epée ,1
32,17,9999999, KOREA, Right, Epée ,16,9999999, RUSSIA, Left, Epée ,1
32,17,9999999, FRANCE, Right, Epée ,17,9999999, AUSTRIA, Right, Epée ,1
32,17,9999999, FRANCE, Right, Epée ,17,9999999, FRANCE, Left, Epée ,1
32,17,9999999, ITALY, Left, Epée ,16,9999999, ROMANIA, Right, Epée ,0
32,17,9999999, PORTUGAL, Right, Epée ,17,9999999, GERMANY, Left, Epée ,1
16,17,134, KYRGYZSTAN, Left, Epée ,15,9999999, EGYPT, Right, Epée ,0
16,17,52, ITALY, Left, Epée ,17,9999999, HUNGARY, Right, Epée ,0
16,16,9999999, USA, Right, Epée ,17,994, ISRAEL, Right, Epée ,0
16,17,9999999, CHINA, Right, Epée ,16,9999999, JAPAN, Right, Epée ,1
16,17,9999999, ITALY, Right, Epée ,17,9999999, CHINA, Right, Epée ,0
