TABLEU,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,WINNER
2,21,80, BRAZIL, Right, Foil ,20,247, USA, Right, Foil ,0
32,20,9999999, VENEZUELA, Right, Sabre ,20,9999999, BRAZIL, Right, Sabre ,0
32,20,9999999, COLOMBIA, Right, Sabre ,20,9999999, PUERTO RICO, Right, Sabre ,1
32,21,117, MEXICO, Right, Sabre ,22,9999999, COSTA RICA, Right, Sabre ,0
32,20,159, VENEZUELA, Right, Sabre ,17,99, COLOMBIA, Left, Sabre ,0
32,20,9999999, CANADA, Right, Sabre ,22,259, VENEZUELA, Right, Sabre ,0
32,20,9999999, BRAZIL, Left, Sabre ,20,403, MEXICO, Left, Sabre ,1
32,18,118, USA, Left, Sabre ,23,389, ARGENTINA, Right, Sabre ,0
32,19,9999999, USA, Right, Sabre ,20,291, CANADA, Right, Sabre ,1
32,22,202, GUATEMALA, Right, Sabre ,22,146, COLOMBIA, Left, Sabre ,1
32,22,137, MEXICO, Right, Sabre ,20,9999999, COSTA RICA, Right, Sabre ,0
32,22,103, CUBA, Right, Sabre ,20,421, VENEZUELA, Right, Sabre ,0
32,21,9999999, CANADA, Right, Sabre ,20,249, CANADA, Right, Sabre ,1
16,20,9999999, VENEZUELA, Right, Sabre ,20,9999999, PUERTO RICO, Right, Sabre ,1
16,21,117, MEXICO, Right, Sabre ,20,159, VENEZUELA, Right, Sabre ,0
16,20,9999999, CANADA, Right, Sabre ,20,403, MEXICO, Left, Sabre ,1
16,20,192, USA, Right, Sabre ,18,118, USA, Left, Sabre ,1
16,20,291, CANADA, Right, Sabre ,22,146, COLOMBIA, Left, Sabre ,0
16,22,137, MEXICO, Right, Sabre ,22,103, CUBA, Right, Sabre ,1
16,20,249, CANADA, Right, Sabre ,18,168, USA, Right, Sabre ,1
8,22,9999999, MEXICO, Right, Sabre ,20,9999999, PUERTO RICO, Right, Sabre ,0
8,21,117, MEXICO, Right, Sabre ,20,403, MEXICO, Left, Sabre ,0
8,18,118, USA, Left, Sabre ,20,291, CANADA, Right, Sabre ,0
8,22,103, CUBA, Right, Sabre ,18,168, USA, Right, Sabre ,1
4,22,9999999, MEXICO, Right, Sabre ,21,117, MEXICO, Right, Sabre ,0
4,18,118, USA, Left, Sabre ,18,168, USA, Right, Sabre ,0
2,22,9999999, MEXICO, Right, Sabre ,18,118, USA, Left, Sabre ,1
32,19,9999999, BRAZIL, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,1
32,18,9999999, ARGENTINA, Right, Epée ,18,9999999, VENEZUELA, Right, Epée ,0
32,16,9999999, BRAZIL, Left, Epée ,19,9999999, VENEZUELA, Right, Epée ,1
32,17,9999999, USA, Right, Epée ,18,9999999, GUATEMALA, Right, Epée ,0
32,17,9999999, MEXICO, Right, None ,19,335, JAMAICA, Right, Epée ,1
32,19,9999999, CANADA, Right, Epée ,16,718, USA, Right, Foil ,0
32,17,9999999, VENEZUELA, Right, Epée ,19,9999999, MEXICO, Right, None ,1
32,16,129, COSTA RICA, Right, Epée ,18,480, PERU, Right, Epée ,0
32,19,9999999, PUERTO RICO, Right, None ,19,9999999, USA, Left, Epée ,1
32,17,150, PARAGUAY, Right, Epée ,17,590, COLOMBIA, Right, Epée ,0
32,18,9999999, BRAZIL, Right, Epée ,19,80, MEXICO, Right, Epée ,1
32,18,9999999, PARAGUAY, Right, Epée ,19,9999999, MEXICO, Right, None ,0
16,19,9999999, CANADA, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,0
16,18,9999999, ARGENTINA, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,1
16,17,9999999, USA, Right, Epée ,19,335, JAMAICA, Right, Epée ,0
16,19,9999999, CANADA, Right, Epée ,19,9999999, CANADA, Right, Epée ,1
16,18,657, USA, Right, Epée ,19,9999999, MEXICO, Right, None ,0
16,16,129, COSTA RICA, Right, Epée ,19,9999999, USA, Left, Epée ,0
16,17,150, PARAGUAY, Right, Epée ,19,80, MEXICO, Right, Epée ,1
16,18,9999999, PARAGUAY, Right, Epée ,18,9999999, CANADA, Left, Epée ,1
8,19,9999999, CANADA, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,0
8,17,9999999, USA, Right, Epée ,19,9999999, CANADA, Right, Epée ,0
8,18,657, USA, Right, Epée ,16,129, COSTA RICA, Right, Epée ,0
8,19,80, MEXICO, Right, Epée ,18,9999999, CANADA, Left, Epée ,1
4,19,9999999, CANADA, Right, Epée ,17,9999999, USA, Right, Epée ,0
4,18,657, USA, Right, Epée ,18,9999999, CANADA, Left, Epée ,0
2,19,9999999, CANADA, Right, Epée ,18,657, USA, Right, Epée ,1
32,19,9999999, VENEZUELA, Right, Sabre ,18,9999999, BRAZIL, Right, Sabre ,1
32,18,9999999, ARGENTINA, Right, Sabre ,19,9999999, COLOMBIA, Right, Sabre ,1
32,19,9999999, CANADA, Right, Sabre ,19,9999999, VENEZUELA, Right, Sabre ,1
32,18,9999999, VENEZUELA, Right, Sabre ,18,9999999, COLOMBIA, Right, None ,0
16,18,408, MEXICO, Right, Sabre ,18,9999999, BRAZIL, Right, Sabre ,0
16,18,9999999, CANADA, Left, Sabre ,18,9999999, MEXICO, Right, Sabre ,1
16,18,376, MEXICO, Right, Sabre ,17,99, COLOMBIA, Left, Sabre ,1
16,19,9999999, COLOMBIA, Right, Sabre ,19,9999999, USA, Right, Sabre ,1
16,16,57, MEXICO, Left, Sabre ,19,9999999, VENEZUELA, Right, Sabre ,0
16,19,9999999, CANADA, Right, None ,19,138, USA, Right, Sabre ,1
16,18,168, USA, Right, Sabre ,18,403, CANADA, Right, Sabre ,0
16,18,9999999, VENEZUELA, Right, Sabre ,18,118, USA, Left, Sabre ,1
8,18,408, MEXICO, Right, Sabre ,18,9999999, MEXICO, Right, Sabre ,0
8,17,99, COLOMBIA, Left, Sabre ,19,9999999, USA, Right, Sabre ,0
8,16,57, MEXICO, Left, Sabre ,19,138, USA, Right, Sabre ,1
8,18,168, USA, Right, Sabre ,18,118, USA, Left, Sabre ,1
4,18,408, MEXICO, Right, Sabre ,17,99, COLOMBIA, Left, Sabre ,0
4,19,138, USA, Right, Sabre ,18,118, USA, Left, Sabre ,1
2,18,408, MEXICO, Right, Sabre ,18,118, USA, Left, Sabre ,1
32,21,80, BRAZIL, Right, Foil ,19,9999999, ECUADOR, Left, Foil ,0
32,18,9999999, ARGENTINA, Right, Foil ,21,9999999, BRAZIL, Right, Foil ,0
32,22,325, MEXICO, Right, Foil ,22,409, CHILE, Right, Foil ,0
32,20,9999999, MEXICO, Right, Foil ,16,271, USA, Right, Foil ,1
32,21,292, CANADA, Right, Foil ,19,167, PUERTO RICO, Right, Foil ,0
32,16,485, CHILE, Right, Foil ,18,189, CHILE, Right, Foil ,1
32,20,152, BRAZIL, Right, Foil ,20,480, CANADA, Right, Foil ,1
32,21,483, ARGENTINA, Right, Foil ,20,9999999, USA, Right, Foil ,1
32,20,151, MEXICO, Right, Foil ,19,9999999, GUATEMALA, Right, Foil ,0
32,16,718, USA, Right, Foil ,22,9999999, PERU, Left, Foil ,1
32,20,247, USA, Right, Foil ,18,338, PUERTO RICO, Right, Foil ,0
32,17,85, VENEZUELA, Left, Foil ,21,9999999, PUERTO RICO, Right, Foil ,1
32,21,164, BRAZIL, Right, Foil ,20,9999999, CHILE, Right, Foil ,0
32,19,9999999, COLOMBIA, Left, Foil ,20,9999999, CANADA, Left, Foil ,1
32,21,175, COLOMBIA, Right, Foil ,21,405, COLOMBIA, Right, Foil ,0
32,18,9999999, GUATEMALA, Right, Foil ,17,9999999, CANADA, Right, Foil ,1
16,21,80, BRAZIL, Right, Foil ,18,9999999, ARGENTINA, Right, Foil ,0
16,22,325, MEXICO, Right, Foil ,16,271, USA, Right, Foil ,0
16,21,292, CANADA, Right, Foil ,18,189, CHILE, Right, Foil ,0
16,20,480, CANADA, Right, Foil ,20,9999999, USA, Right, Foil ,0
16,20,151, MEXICO, Right, Foil ,22,9999999, PERU, Left, Foil ,0
16,20,247, USA, Right, Foil ,21,9999999, PUERTO RICO, Right, Foil ,0
16,21,164, BRAZIL, Right, Foil ,20,9999999, CANADA, Left, Foil ,1
16,21,175, COLOMBIA, Right, Foil ,17,9999999, CANADA, Right, Foil ,1
8,21,80, BRAZIL, Right, Foil ,22,325, MEXICO, Right, Foil ,0
8,21,292, CANADA, Right, Foil ,20,480, CANADA, Right, Foil ,1
8,20,151, MEXICO, Right, Foil ,20,247, USA, Right, Foil ,1
8,20,9999999, CANADA, Left, Foil ,17,9999999, CANADA, Right, Foil ,0
4,21,80, BRAZIL, Right, Foil ,20,480, CANADA, Right, Foil ,0
4,20,247, USA, Right, Foil ,20,9999999, CANADA, Left, Foil ,0
2,21,80, BRAZIL, Right, Foil ,20,247, USA, Right, Foil ,0
32,20,9999999, VENEZUELA, Right, Sabre ,20,9999999, BRAZIL, Right, Sabre ,0
32,20,9999999, COLOMBIA, Right, Sabre ,20,9999999, PUERTO RICO, Right, Sabre ,1
32,21,117, MEXICO, Right, Sabre ,22,9999999, COSTA RICA, Right, Sabre ,0
32,20,159, VENEZUELA, Right, Sabre ,17,99, COLOMBIA, Left, Sabre ,0
32,20,9999999, CANADA, Right, Sabre ,22,259, VENEZUELA, Right, Sabre ,0
32,20,9999999, BRAZIL, Left, Sabre ,20,403, MEXICO, Left, Sabre ,1
32,18,118, USA, Left, Sabre ,23,389, ARGENTINA, Right, Sabre ,0
32,19,9999999, USA, Right, Sabre ,20,291, CANADA, Right, Sabre ,1
32,22,202, GUATEMALA, Right, Sabre ,22,146, COLOMBIA, Left, Sabre ,1
32,22,137, MEXICO, Right, Sabre ,20,9999999, COSTA RICA, Right, Sabre ,0
32,22,103, CUBA, Right, Sabre ,20,421, VENEZUELA, Right, Sabre ,0
32,21,9999999, CANADA, Right, Sabre ,20,249, CANADA, Right, Sabre ,1
16,20,9999999, VENEZUELA, Right, Sabre ,20,9999999, PUERTO RICO, Right, Sabre ,1
16,21,117, MEXICO, Right, Sabre ,20,159, VENEZUELA, Right, Sabre ,0
16,20,9999999, CANADA, Right, Sabre ,20,403, MEXICO, Left, Sabre ,1
16,20,192, USA, Right, Sabre ,18,118, USA, Left, Sabre ,1
16,20,291, CANADA, Right, Sabre ,22,146, COLOMBIA, Left, Sabre ,0
16,22,137, MEXICO, Right, Sabre ,22,103, CUBA, Right, Sabre ,1
16,20,249, CANADA, Right, Sabre ,18,168, USA, Right, Sabre ,1
8,22,9999999, MEXICO, Right, Sabre ,20,9999999, PUERTO RICO, Right, Sabre ,0
8,21,117, MEXICO, Right, Sabre ,20,403, MEXICO, Left, Sabre ,0
8,18,118, USA, Left, Sabre ,20,291, CANADA, Right, Sabre ,0
8,22,103, CUBA, Right, Sabre ,18,168, USA, Right, Sabre ,1
4,22,9999999, MEXICO, Right, Sabre ,21,117, MEXICO, Right, Sabre ,0
4,18,118, USA, Left, Sabre ,18,168, USA, Right, Sabre ,0
2,22,9999999, MEXICO, Right, Sabre ,18,118, USA, Left, Sabre ,1
32,19,9999999, BRAZIL, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,1
32,18,9999999, ARGENTINA, Right, Epée ,18,9999999, VENEZUELA, Right, Epée ,0
32,16,9999999, BRAZIL, Left, Epée ,19,9999999, VENEZUELA, Right, Epée ,1
32,17,9999999, USA, Right, Epée ,18,9999999, GUATEMALA, Right, Epée ,0
32,17,9999999, MEXICO, Right, None ,19,335, JAMAICA, Right, Epée ,1
32,19,9999999, CANADA, Right, Epée ,16,718, USA, Right, Foil ,0
32,17,9999999, VENEZUELA, Right, Epée ,19,9999999, MEXICO, Right, None ,1
32,16,129, COSTA RICA, Right, Epée ,18,480, PERU, Right, Epée ,0
32,19,9999999, PUERTO RICO, Right, None ,19,9999999, USA, Left, Epée ,1
32,17,150, PARAGUAY, Right, Epée ,17,590, COLOMBIA, Right, Epée ,0
32,18,9999999, BRAZIL, Right, Epée ,19,80, MEXICO, Right, Epée ,1
32,18,9999999, PARAGUAY, Right, Epée ,19,9999999, MEXICO, Right, None ,0
16,19,9999999, CANADA, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,0
16,18,9999999, ARGENTINA, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,1
16,17,9999999, USA, Right, Epée ,19,335, JAMAICA, Right, Epée ,0
16,19,9999999, CANADA, Right, Epée ,19,9999999, CANADA, Right, Epée ,1
16,18,657, USA, Right, Epée ,19,9999999, MEXICO, Right, None ,0
16,16,129, COSTA RICA, Right, Epée ,19,9999999, USA, Left, Epée ,0
16,17,150, PARAGUAY, Right, Epée ,19,80, MEXICO, Right, Epée ,1
16,18,9999999, PARAGUAY, Right, Epée ,18,9999999, CANADA, Left, Epée ,1
8,19,9999999, CANADA, Right, Epée ,19,9999999, VENEZUELA, Right, Epée ,0
8,17,9999999, USA, Right, Epée ,19,9999999, CANADA, Right, Epée ,0
8,18,657, USA, Right, Epée ,16,129, COSTA RICA, Right, Epée ,0
8,19,80, MEXICO, Right, Epée ,18,9999999, CANADA, Left, Epée ,1
4,19,9999999, CANADA, Right, Epée ,17,9999999, USA, Right, Epée ,0
4,18,657, USA, Right, Epée ,18,9999999, CANADA, Left, Epée ,0
2,19,9999999, CANADA, Right, Epée ,18,657, USA, Right, Epée ,1
32,19,9999999, VENEZUELA, Right, Sabre ,18,9999999, BRAZIL, Right, Sabre ,1
32,18,9999999, ARGENTINA, Right, Sabre ,19,9999999, COLOMBIA, Right, Sabre ,1
32,19,9999999, CANADA, Right, Sabre ,19,9999999, VENEZUELA, Right, Sabre ,1
32,18,9999999, VENEZUELA, Right, Sabre ,18,9999999, COLOMBIA, Right, None ,0
16,18,408, MEXICO, Right, Sabre ,18,9999999, BRAZIL, Right, Sabre ,0
16,18,9999999, CANADA, Left, Sabre ,18,9999999, MEXICO, Right, Sabre ,1
16,18,376, MEXICO, Right, Sabre ,17,99, COLOMBIA, Left, Sabre ,1
16,19,9999999, COLOMBIA, Right, Sabre ,19,9999999, USA, Right, Sabre ,1
16,16,57, MEXICO, Left, Sabre ,19,9999999, VENEZUELA, Right, Sabre ,0
16,19,9999999, CANADA, Right, None ,19,138, USA, Right, Sabre ,1
16,18,168, USA, Right, Sabre ,18,403, CANADA, Right, Sabre ,0
16,18,9999999, VENEZUELA, Right, Sabre ,18,118, USA, Left, Sabre ,1
8,18,408, MEXICO, Right, Sabre ,18,9999999, MEXICO, Right, Sabre ,0
8,17,99, COLOMBIA, Left, Sabre ,19,9999999, USA, Right, Sabre ,0
8,16,57, MEXICO, Left, Sabre ,19,138, USA, Right, Sabre ,1
8,18,168, USA, Right, Sabre ,18,118, USA, Left, Sabre ,1
4,18,408, MEXICO, Right, Sabre ,17,99, COLOMBIA, Left, Sabre ,0
4,19,138, USA, Right, Sabre ,18,118, USA, Left, Sabre ,1
2,18,408, MEXICO, Right, Sabre ,18,118, USA, Left, Sabre ,1
32,22,726, CHINA, Right, Epée ,19,320, KAZAKHSTAN, Left, Epée ,0
32,19,618, KAZAKHSTAN, Right, Epée ,22,9999999, INDIA, Right, Epée ,0
32,21,9999999, INDIA, Right, Epée ,21,9999999, JAPAN, Right, Epée ,0
32,23,687, HONG KONG, Right, Epée ,22,716, JAPAN, Right, Epée ,1
32,22,460, JAPAN, Left, Epée ,20,813, UZBEKISTAN, Right, Epée ,0
32,21,654, KAZAKHSTAN, Right, Epée ,22,9999999, LEBANON, Right, Epée ,1
32,18,716, SINGAPORE, Right, Epée ,18,9999999, HONG KONG, Right, Epée ,0
32,17,9999999, INDIA, Right, Epée ,19,9999999, SINGAPORE, Right, Epée ,0
32,21,9999999, CHINESE TAIPEI, Right, Epée ,22,106, UZBEKISTAN, Right, Epée ,0
32,21,330, CHINA, Right, Epée ,21,9999999, HONG KONG, Right, Epée ,0
32,17,9999999, INDIA, Right, Epée ,21,94, JAPAN, Left, Foil ,1
32,21,437, HONG KONG, Right, Epée ,18,9999999, KYRGYZSTAN, Right, Epée ,1
32,17,229, KAZAKHSTAN, Left, Epée ,21,99, UZBEKISTAN, Right, Epée ,0
32,21,9999999, SINGAPORE, Right, Epée ,20,694, CHINA, Right, Epée ,1
32,18,230, SINGAPORE, Right, Epée ,22,76, CHINA, Right, Epée ,0
16,22,726, CHINA, Right, Epée ,19,618, KAZAKHSTAN, Right, Epée ,0
16,21,9999999, INDIA, Right, Epée ,22,716, JAPAN, Right, Epée ,1
16,22,460, JAPAN, Left, Epée ,18,9999999, CHINESE TAIPEI, Right, Epée ,0
16,22,9999999, LEBANON, Right, Epée ,18,716, SINGAPORE, Right, Epée ,0
16,17,9999999, INDIA, Right, Epée ,21,9999999, CHINESE TAIPEI, Right, Epée ,1
16,21,330, CHINA, Right, Epée ,21,94, JAPAN, Left, Foil ,1
16,18,9999999, KYRGYZSTAN, Right, Epée ,17,229, KAZAKHSTAN, Left, Epée ,0
16,20,694, CHINA, Right, Epée ,18,230, SINGAPORE, Right, Epée ,1
8,22,726, CHINA, Right, Epée ,22,716, JAPAN, Right, Epée ,0
8,22,460, JAPAN, Left, Epée ,22,9999999, LEBANON, Right, Epée ,0
8,21,9999999, CHINESE TAIPEI, Right, Epée ,21,94, JAPAN, Left, Foil ,1
8,18,9999999, KYRGYZSTAN, Right, Epée ,18,230, SINGAPORE, Right, Epée ,1
4,22,726, CHINA, Right, Epée ,22,460, JAPAN, Left, Epée ,0
4,21,94, JAPAN, Left, Foil ,18,230, SINGAPORE, Right, Epée ,0
2,22,726, CHINA, Right, Epée ,21,94, JAPAN, Left, Foil ,1
32,20,159, SINGAPORE, Right, Foil ,19,9999999, INDIA, Right, Foil ,0
32,20,254, THAILAND, Right, Foil ,18,9999999, SINGAPORE, Right, Foil ,1
32,18,9999999, KOREA, Right, Foil ,22,140, THAILAND, Right, Foil ,1
32,22,9999999, SINGAPORE, Right, Foil ,20,137, SINGAPORE, Right, Foil ,1
32,22,162, CHINESE TAIPEI, Right, Foil ,22,9999999, BAHRAIN, Right, Foil ,0
32,20,268, JAPAN, Right, Foil ,21,9999999, CHINESE TAIPEI, Right, Foil ,0
32,22,171, KAZAKHSTAN, Right, Foil ,21,346, HONG KONG, Right, Foil ,0
32,18,331, KOREA, Right, Foil ,21,28, CHINA, Left, Foil ,0
32,21,15, HONG KONG, Left, Foil ,20,9999999, KOREA, Right, Foil ,0
32,22,193, CHINA, Right, Foil ,19,9999999, SAUDI ARABIA, Right, Foil ,0
32,22,9999999, JAPAN, Left, Foil ,21,249, INDIA, Right, Foil ,0
32,19,9999999, SAUDI ARABIA, Right, Foil ,21,65, HONG KONG, Left, Foil ,1
32,22,142, PHILIPPINES, Right, Foil ,18,186, MALAYSIA, Right, Foil ,1
32,22,699, CHINA, Left, Foil ,20,9999999, KOREA, Left, Foil ,0
32,23,525, CHINESE TAIPEI, Right, Foil ,22,9999999, JAPAN, Right, Foil ,0
32,20,9999999, JAPAN, Right, Foil ,22,289, CHINA, Right, Foil ,1
16,20,159, SINGAPORE, Right, Foil ,18,9999999, SINGAPORE, Right, Foil ,1
16,22,140, THAILAND, Right, Foil ,20,137, SINGAPORE, Right, Foil ,1
16,22,162, CHINESE TAIPEI, Right, Foil ,20,268, JAPAN, Right, Foil ,1
16,22,171, KAZAKHSTAN, Right, Foil ,18,331, KOREA, Right, Foil ,1
16,21,15, HONG KONG, Left, Foil ,22,193, CHINA, Right, Foil ,0
16,22,9999999, JAPAN, Left, Foil ,21,65, HONG KONG, Left, Foil ,0
16,18,186, MALAYSIA, Right, Foil ,22,699, CHINA, Left, Foil ,1
16,23,525, CHINESE TAIPEI, Right, Foil ,22,289, CHINA, Right, Foil ,1
8,18,9999999, SINGAPORE, Right, Foil ,20,137, SINGAPORE, Right, Foil ,1
8,20,268, JAPAN, Right, Foil ,18,331, KOREA, Right, Foil ,0
8,21,15, HONG KONG, Left, Foil ,22,9999999, JAPAN, Left, Foil ,0
8,22,699, CHINA, Left, Foil ,22,289, CHINA, Right, Foil ,1
4,20,137, SINGAPORE, Right, Foil ,20,268, JAPAN, Right, Foil ,0
4,21,15, HONG KONG, Left, Foil ,22,289, CHINA, Right, Foil ,0
2,20,137, SINGAPORE, Right, Foil ,21,15, HONG KONG, Left, Foil ,1
32,19,130, INDIA, Right, Sabre ,22,108, CHINESE TAIPEI, Right, Sabre ,0
32,19,552, UZBEKISTAN, Right, Sabre ,22,9999999, JAPAN, Right, Sabre ,1
32,19,9999999, HONG KONG, Right, Sabre ,20,9999999, KAZAKHSTAN, Right, Sabre ,1
32,21,41, CHINA, Right, Sabre ,21,180, PHILIPPINES, Right, Sabre ,0
32,20,593, SAUDI ARABIA, Right, Sabre ,19,138, THAILAND, Right, Sabre ,1
32,20,263, JAPAN, Right, Sabre ,22,9999999, JAPAN, Right, Sabre ,0
32,18,505, IRAQ, Left, Sabre ,20,9999999, JAPAN, Right, Sabre ,0
32,22,9999999, CHINESE TAIPEI, Right, Sabre ,22,9999999, KAZAKHSTAN, Right, Sabre ,0
32,22,9999999, HONG KONG, Right, Sabre ,21,9999999, KAZAKHSTAN, Right, Sabre ,1
32,19,177, CHINESE TAIPEI, Right, Sabre ,19,9999999, SINGAPORE, Right, Sabre ,1
32,19,237, UNITED ARAB EMIRATES, Right, Sabre ,21,544, HONG KONG, Right, Sabre ,0
32,21,273, HONG KONG, Right, Sabre ,19,494, CHINESE TAIPEI, Left, Sabre ,0
32,17,633, IRAQ, Left, Sabre ,22,9999999, CHINA, Right, Sabre ,1
32,20,9999999, SAUDI ARABIA, Right, Sabre ,21,309, KAZAKHSTAN, Right, Sabre ,1
16,19,130, INDIA, Right, Sabre ,22,9999999, JAPAN, Right, Sabre ,0
16,19,116, SINGAPORE, Right, Sabre ,20,9999999, KAZAKHSTAN, Right, Sabre ,0
16,21,41, CHINA, Right, Sabre ,19,138, THAILAND, Right, Sabre ,1
16,20,263, JAPAN, Right, Sabre ,18,505, IRAQ, Left, Sabre ,0
16,22,9999999, CHINESE TAIPEI, Right, Sabre ,21,9999999, KAZAKHSTAN, Right, Sabre ,0
16,19,9999999, SINGAPORE, Right, Sabre ,19,237, UNITED ARAB EMIRATES, Right, Sabre ,1
16,21,273, HONG KONG, Right, Sabre ,22,9999999, CHINA, Right, Sabre ,0
16,21,309, KAZAKHSTAN, Right, Sabre ,22,132, CHINA, Right, Sabre ,1
8,19,130, INDIA, Right, Sabre ,19,116, SINGAPORE, Right, Sabre ,0
8,19,138, THAILAND, Right, Sabre ,20,263, JAPAN, Right, Sabre ,0
8,22,9999999, CHINESE TAIPEI, Right, Sabre ,19,237, UNITED ARAB EMIRATES, Right, Sabre ,0
8,21,273, HONG KONG, Right, Sabre ,22,132, CHINA, Right, Sabre ,1
4,19,130, INDIA, Right, Sabre ,19,138, THAILAND, Right, Sabre ,1
4,22,9999999, CHINESE TAIPEI, Right, Sabre ,22,132, CHINA, Right, Sabre ,1
2,19,138, THAILAND, Right, Sabre ,22,132, CHINA, Right, Sabre ,1
32,22,9999999, CHINA, Right, Epée ,22,9999999, JAPAN, Left, Epée ,1
32,21,161, UZBEKISTAN, Right, Epée ,22,172, CHINA, Right, Epée ,1
32,18,952, QATAR, Right, Epée ,22,155, HONG KONG, Right, Epée ,1
32,19,9999999, INDIA, Right, Epée ,20,9999999, KOREA, Right, Epée ,1
32,21,9, JAPAN, Right, Epée ,22,261, KYRGYZSTAN, Right, Epée ,0
32,22,9999999, JAPAN, Right, Epée ,22,9999999, CHINESE TAIPEI, Right, Epée ,0
32,20,998, JAPAN, Right, Epée ,20,56, UZBEKISTAN, Right, Epée ,1
32,20,433, KAZAKHSTAN, Right, Epée ,21,9999999, PHILIPPINES, Right, Epée ,0
32,22,9999999, KAZAKHSTAN, Right, Epée ,20,873, SINGAPORE, Right, Epée ,0
32,22,296, KYRGYZSTAN, Right, Epée ,22,9999999, KOREA, Left, Epée ,1
32,22,90, HONG KONG, Left, Epée ,22,9999999, SAUDI ARABIA, Left, Epée ,0
32,20,9999999, KOREA, Right, Epée ,22,117, KAZAKHSTAN, Right, Epée ,1
32,20,9999999, BAHRAIN, Right, Epée ,21,9999999, INDIA, Right, Epée ,1
32,21,9999999, HONG KONG, Right, Epée ,17,928, QATAR, Right, Epée ,0
32,21,266, THAILAND, Right, Epée ,21,9999999, CHINA, Right, Epée ,1
16,22,9999999, JAPAN, Left, Epée ,22,172, CHINA, Right, Epée ,1
16,22,155, HONG KONG, Right, Epée ,20,9999999, KOREA, Right, Epée ,1
16,21,9, JAPAN, Right, Epée ,22,9999999, JAPAN, Right, Epée ,0
16,20,56, UZBEKISTAN, Right, Epée ,20,433, KAZAKHSTAN, Right, Epée ,1
16,22,9999999, KAZAKHSTAN, Right, Epée ,22,9999999, KOREA, Left, Epée ,1
16,22,90, HONG KONG, Left, Epée ,22,117, KAZAKHSTAN, Right, Epée ,1
16,21,9999999, HONG KONG, Right, Epée ,21,9999999, CHINA, Right, Epée ,1
8,22,172, CHINA, Right, Epée ,20,9999999, KOREA, Right, Epée ,0
8,21,9, JAPAN, Right, Epée ,20,433, KAZAKHSTAN, Right, Epée ,1
8,22,9999999, KOREA, Left, Epée ,22,117, KAZAKHSTAN, Right, Epée ,1
4,22,172, CHINA, Right, Epée ,20,433, KAZAKHSTAN, Right, Epée ,0
4,22,117, KAZAKHSTAN, Right, Epée ,21,9999999, CHINA, Right, Epée ,1
2,22,172, CHINA, Right, Epée ,21,9999999, CHINA, Right, Epée ,0
32,33,2, RUSSIA, Right, Sabre ,28,34, SPAIN, Right, Sabre ,0
32,28,263, POLAND, Right, Sabre ,27,88, RUSSIA, Right, Sabre ,1
32,28,33, TUNISIA, Right, Sabre ,25,54, KOREA, Right, Sabre ,0
32,28,92, UKRAINE, Right, Sabre ,23,3, HUNGARY, Right, Sabre ,1
32,25,6, RUSSIA, Left, Sabre ,34,64, RUSSIA, Right, Sabre ,0
32,24,68, POLAND, Right, Sabre ,36,40, USA, Right, Sabre ,1
32,32,9999999, GREECE, Right, Foil ,25,18, UKRAINE, Right, Sabre ,0
32,28,400, HUNGARY, Right, Sabre ,28,9999999, CHINA, Right, Sabre ,1
32,28,1, UKRAINE, Right, Sabre ,25,400, HUNGARY, Right, Sabre ,0
32,20,32, FRANCE, Right, Sabre ,31,9999999, RUSSIA, Right, Sabre ,1
32,28,12, ITALY, Left, Sabre ,28,45, USA, Right, Sabre ,0
32,29,58, KOREA, Right, Sabre ,29,133, UKRAINE, Right, Sabre ,0
32,33,9999999, USA, Right, Sabre ,30,38, POLAND, Left, Sabre ,1
32,24,15, ITALY, Left, Sabre ,30,8, KOREA, Left, Sabre ,1
32,29,41, KOREA, Right, Sabre ,29,23, ITALY, Right, Sabre ,1
32,29,20, GERMANY, Right, Foil ,33,29, USA, Left, Sabre ,1
16,33,2, RUSSIA, Right, Sabre ,27,88, RUSSIA, Right, Sabre ,0
16,28,33, TUNISIA, Right, Sabre ,23,3, HUNGARY, Right, Sabre ,1
16,25,6, RUSSIA, Left, Sabre ,36,40, USA, Right, Sabre ,0
16,32,9999999, GREECE, Right, Foil ,28,9999999, CHINA, Right, Sabre ,0
16,28,1, UKRAINE, Right, Sabre ,31,9999999, RUSSIA, Right, Sabre ,0
16,28,12, ITALY, Left, Sabre ,29,58, KOREA, Right, Sabre ,0
16,30,38, POLAND, Left, Sabre ,30,8, KOREA, Left, Sabre ,1
16,29,23, ITALY, Right, Sabre ,33,29, USA, Left, Sabre ,1
8,33,2, RUSSIA, Right, Sabre ,23,3, HUNGARY, Right, Sabre ,0
8,25,6, RUSSIA, Left, Sabre ,32,9999999, GREECE, Right, Foil ,0
