,,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON
6584,2018-45,32,Connor-HEAD-38591,19, 310, GREAT BRITAIN, Right, Foil ,John-SNYTSHEUVEL-45246,17, None, USA, Left, Foil , V/15
6585,2018-45,32,Tian_Wei_Jonathan-AU_EONG-39008,18, 350, SINGAPORE, Right, Foil ,Kenta-SUZUMURA-33771,20, 66, JAPAN, Right, Foil , D/12
6586,2018-45,16,Joon-PAIK-41741,18, 646, USA, Left, Foil ,Takuma-ITO-31918,20, 158, JAPAN, Right, Foil , D/12
6587,2018-45,16,Kieren-LOCK-43143,17, None, SINGAPORE, Right, Foil ,Marcello-OLIVARES-43020,17, 202, USA, Right, Foil , D/11
6588,2018-45,16,Rui-FUJIKURA-40750,19, 312, JAPAN, Right, Foil ,Julian-KNODT-35660,20, None, USA, Right, Foil , V/15
6589,2018-45,16,Kenji-BRAVO-41743,17, 176, USA, Right, Foil ,Stef-VAN_CAMPENHOUT-37860,20, 107, BELGIUM, Left, Foil , D/10
6590,2018-45,16,Wallerand-ROGER-34789,20, 121, FRANCE, Right, Foil ,Yudai-NAGANO-36173,20, 268, JAPAN, Right, Foil , D/14
6591,2018-45,16,Ren-TAKAHASHI-45315,20, None, JAPAN, Left, Foil ,Pierre-LOISEL-36874,20, 130, FRANCE, Right, Foil , D/6
6592,2018-45,16,Stef-DE_GREEF-35143,21, 134, BELGIUM, Left, Foil ,Yuto-UENO-36490,19, 252, JAPAN, Right, Foil , D/11
6593,2018-45,16,Connor-HEAD-38591,19, 310, GREAT BRITAIN, Right, Foil ,Kenta-SUZUMURA-33771,20, 66, JAPAN, Right, Foil , D/11
6594,2018-45,8,Takuma-ITO-31918,20, 158, JAPAN, Right, Foil ,Marcello-OLIVARES-43020,17, 202, USA, Right, Foil , V/15
6595,2018-45,8,Rui-FUJIKURA-40750,19, 312, JAPAN, Right, Foil ,Stef-VAN_CAMPENHOUT-37860,20, 107, BELGIUM, Left, Foil , D/14
6596,2018-45,8,Yudai-NAGANO-36173,20, 268, JAPAN, Right, Foil ,Pierre-LOISEL-36874,20, 130, FRANCE, Right, Foil , V/15
6597,2018-45,8,Yuto-UENO-36490,19, 252, JAPAN, Right, Foil ,Kenta-SUZUMURA-33771,20, 66, JAPAN, Right, Foil , D/4
6598,2018-45,4,Takuma-ITO-31918,20, 158, JAPAN, Right, Foil ,Stef-VAN_CAMPENHOUT-37860,20, 107, BELGIUM, Left, Foil , D/13
6599,2018-45,4,Yudai-NAGANO-36173,20, 268, JAPAN, Right, Foil ,Kenta-SUZUMURA-33771,20, 66, JAPAN, Right, Foil , V/15
6600,2018-45,2,Stef-VAN_CAMPENHOUT-37860,20, 107, BELGIUM, Left, Foil ,Yudai-NAGANO-36173,20, 268, JAPAN, Right, Foil , D/7
6601,2018-178,32,Yulen-PEREIRA-26700,23, 24, SPAIN, Right, Epée ,Lorin-CRIBLEZ-38904,20, 745, SWITZERLAND, Right, Epée , V/15
6602,2018-178,32,Luca-SPONGA-22345,27, 412, SWITZERLAND, Right, Epée ,Angel-FABREGAT-32938,22, 145, SPAIN, Right, Epée , D/6
6603,2018-178,32,Georg-KUHN-22346,26, 263, SWITZERLAND, Right, Epée ,Eric-GRAND_DHAUTEVILLE-36459,51, 736, SWITZERLAND, Right, Epée , V/15
6604,2018-178,32,Frederik-WEBER-31929,21, 383, SWITZERLAND, Right, Epée ,Alexandre-PITTET-30549,23, 75, SWITZERLAND, Left, Epée , D/11
6605,2018-178,32,Lucas-MALCOTTI-28000,24, 115, SWITZERLAND, Right, Epée ,Hannes-LUSTI-37035,19, 425, SWITZERLAND, Right, Epée , V/15
6606,2018-178,32,Michael-KAUTER-6023,39, None, SWITZERLAND, Right, Epée ,Kai_Moritz-KELLER-31234,36, None, USA, Right, Epée , D/6
6607,2018-178,32,Kenneth-KNUDSEN-29797,21, 304, DENMARK, Right, Epée ,Gregory-JEUNET_MANCY-2890,35, 801, FRANCE, Right, Epée , V/15
6608,2018-178,32,Nick-HATZ-37034,20, 384, SWITZERLAND, Left, Epée ,Christian_Schack-LINNEMANN-29817,21, 316, DENMARK, Left, Epée , V/15
6609,2018-178,32,Bruce-BRUNOLD-23698,26, 139, SWITZERLAND, Left, Epée ,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée , D/5
6610,2018-178,32,Peer-BORSKY-20599,28, None, SWITZERLAND, Right, Epée ,Manuel-BARGUES-30924,23, 60, SPAIN, Right, Epée , D/6
6611,2018-178,32,Valentin-PIREK-21600,27, 727, SWITZERLAND, Left, Epée ,Alvaro-IBANEZ-26736,23, 73, SPAIN, Right, Epée , V/15
6612,2018-178,32,Yuriy-TARANENKO-28875,24, 176, UKRAINE, Right, Epée ,Elia-DAGANI-33658,20, 239, SWITZERLAND, Right, Epée , V/15
6613,2018-178,32,David-MICHELLOD-33652,24, None, SWITZERLAND, Left, Epée ,Gabriel-BONFERRONI-36876,20, 508, SWITZERLAND, Right, Epée , D/11
6614,2018-178,32,Karol-KOSTKA-5397,32, 169, POLAND, Right, Epée ,Michele-NIGGELER-23747,26, 141, SWITZERLAND, Right, Epée , V/15
6615,2018-178,32,Daniel-CAPALDO-24663,31, 579, SWITZERLAND, Right, Epée ,Dmitrij-MARCHUKOV-38739,22, None, SWITZERLAND, Right, Epée , D/7
6616,2018-178,16,Yulen-PEREIRA-26700,23, 24, SPAIN, Right, Epée ,Angel-FABREGAT-32938,22, 145, SPAIN, Right, Epée , V/15
6617,2018-178,16,Alexandre-PITTET-30549,23, 75, SWITZERLAND, Left, Epée ,Lucas-MALCOTTI-28000,24, 115, SWITZERLAND, Right, Epée , V/15
6618,2018-178,16,Kai_Moritz-KELLER-31234,36, None, USA, Right, Epée ,Kenneth-KNUDSEN-29797,21, 304, DENMARK, Right, Epée , D/5
6619,2018-178,16,Nick-HATZ-37034,20, 384, SWITZERLAND, Left, Epée ,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée , D/7
6620,2018-178,16,Manuel-BARGUES-30924,23, 60, SPAIN, Right, Epée ,Valentin-PIREK-21600,27, 727, SWITZERLAND, Left, Epée , D/14
6621,2018-178,16,Yuriy-TARANENKO-28875,24, 176, UKRAINE, Right, Epée ,Gabriel-BONFERRONI-36876,20, 508, SWITZERLAND, Right, Epée , D/10
6622,2018-178,16,Karol-KOSTKA-5397,32, 169, POLAND, Right, Epée ,Dmitrij-MARCHUKOV-38739,22, None, SWITZERLAND, Right, Epée , V/15
6623,2018-178,8,Alexandre-PITTET-30549,23, 75, SWITZERLAND, Left, Epée ,Kenneth-KNUDSEN-29797,21, 304, DENMARK, Right, Epée , V/15
6624,2018-178,8,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée ,Valentin-PIREK-21600,27, 727, SWITZERLAND, Left, Epée , V/15
6625,2018-178,8,Gabriel-BONFERRONI-36876,20, 508, SWITZERLAND, Right, Epée ,Karol-KOSTKA-5397,32, 169, POLAND, Right, Epée , D/14
6626,2018-178,4,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée ,Karol-KOSTKA-5397,32, 169, POLAND, Right, Epée , D/10
6627,2018-33,32,Eva-LACHERAY-38837,18, 138, FRANCE, Left, Foil ,Constance-CATARZI-39140,20, 258, FRANCE, Right, Foil , V/15
6628,2018-33,32,Rio-AZUMA-34969,20, 125, JAPAN, Right, Foil ,Alice-RECHER-36799,19, 290, FRANCE, Right, Foil , V/15
6629,2018-33,32,Eva-TISSEUIL-39190,20, None, FRANCE, Right, Foil ,Haruka-UMETSU-30490,20, 306, JAPAN, Right, Foil , D/8
6630,2018-33,32,Marta-RICCI-43042,18, 196, ITALY, Left, Foil ,Magdalena-LAWSKA-43285,17, 372, POLAND, Right, Foil , V/15
6631,2018-33,32,Morgan-PARTRIDGE-29695,20, 247, USA, Right, Foil ,Stefani-DESCHNER-32608,19, 477, USA, Right, Foil , D/11
6632,2018-33,32,Luca-CZEKMAN-41900,16, None, HUNGARY, Right, Foil ,Alexandra-SUNDUCHKOVA-40356,18, 174, RUSSIA, Left, Foil , D/3
6633,2018-33,32,Marta-MECH-37054,19, 505, POLAND, Right, Foil ,Kamilla-TSIBIROVA-37879,20, None, RUSSIA, Right, Foil , D/10
6634,2018-33,32,Anastasia-SEMENOVA-40498,19, None, RUSSIA, Right, Foil ,Emme-ZHOU-38596,18, 268, USA, Right, Foil , D/8
6635,2018-33,32,Sylvie-BINDER-35649,19, 205, USA, Left, Foil ,Katarzyna-MATYSIAK-37053,20, 269, POLAND, Right, Foil , V/15
6636,2018-33,32,Amita-BERTHIER-33614,18, 117, SINGAPORE, Left, Foil ,Yuka-UENO-39244,17, 48, JAPAN, Right, Foil , D/8
6637,2018-33,32,Flora-PASZTOR-33780,20, 147, HUNGARY, Right, Foil ,Kata-KONDRICZ-32912,20, 96, HUNGARY, Right, Foil , D/13
6638,2018-33,32,Renata-TOMCZAK-33647,19, 211, POLAND, Right, Foil ,Csilla-KOKAI-38859,20, 315, HUNGARY, Right, Foil , D/6
6639,2018-33,32,May-TIEU-38603,17, 160, USA, Right, Foil ,Morgane-PATRU-36796,20, 200, FRANCE, Right, Foil , D/13
6640,2018-33,32,Hillary-AVELLEIRA-43015,17, 514, VENEZUELA, Left, Foil ,Eleonora-BERNO-45268,17, 333, ITALY, Right, Foil , V/15
6641,2018-33,32,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil ,Alessandra-VOLONTERI-45271,18, None, FRANCE, Right, Foil , V/15
6642,2018-33,32,Kateryna-BUDENKO-42147,16, None, UKRAINE, Right, Foil ,Victoria-YUSOVA-37880,20, 157, RUSSIA, Left, Foil , D/4
6643,2018-33,16,Eva-LACHERAY-38837,18, 138, FRANCE, Left, Foil ,Rio-AZUMA-34969,20, 125, JAPAN, Right, Foil , D/14
6644,2018-33,16,Haruka-UMETSU-30490,20, 306, JAPAN, Right, Foil ,Marta-RICCI-43042,18, 196, ITALY, Left, Foil , D/12
6645,2018-33,16,Stefani-DESCHNER-32608,19, 477, USA, Right, Foil ,Alexandra-SUNDUCHKOVA-40356,18, 174, RUSSIA, Left, Foil , D/5
6646,2018-33,16,Kamilla-TSIBIROVA-37879,20, None, RUSSIA, Right, Foil ,Emme-ZHOU-38596,18, 268, USA, Right, Foil , V/15
6647,2018-33,16,Sylvie-BINDER-35649,19, 205, USA, Left, Foil ,Yuka-UENO-39244,17, 48, JAPAN, Right, Foil , V/15
6648,2018-33,16,Kata-KONDRICZ-32912,20, 96, HUNGARY, Right, Foil ,Csilla-KOKAI-38859,20, 315, HUNGARY, Right, Foil , V/15
6649,2018-33,16,Morgane-PATRU-36796,20, 200, FRANCE, Right, Foil ,Hillary-AVELLEIRA-43015,17, 514, VENEZUELA, Left, Foil , V/15
6650,2018-33,16,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil ,Victoria-YUSOVA-37880,20, 157, RUSSIA, Left, Foil , V/15
6651,2018-33,8,Rio-AZUMA-34969,20, 125, JAPAN, Right, Foil ,Marta-RICCI-43042,18, 196, ITALY, Left, Foil , D/14
6652,2018-33,8,Alexandra-SUNDUCHKOVA-40356,18, 174, RUSSIA, Left, Foil ,Kamilla-TSIBIROVA-37879,20, None, RUSSIA, Right, Foil , V/15
6653,2018-33,8,Sylvie-BINDER-35649,19, 205, USA, Left, Foil ,Kata-KONDRICZ-32912,20, 96, HUNGARY, Right, Foil , V/15
6654,2018-33,8,Morgane-PATRU-36796,20, 200, FRANCE, Right, Foil ,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil , D/7
6655,2018-33,4,Marta-RICCI-43042,18, 196, ITALY, Left, Foil ,Alexandra-SUNDUCHKOVA-40356,18, 174, RUSSIA, Left, Foil , D/14
6656,2018-33,4,Sylvie-BINDER-35649,19, 205, USA, Left, Foil ,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil , D/3
6657,2018-33,2,Alexandra-SUNDUCHKOVA-40356,18, 174, RUSSIA, Left, Foil ,Sumire-TSUJI-39195,19, 81, JAPAN, Right, Foil , D/13
6658,2018-421,32,Anatoliy-KOSTENKO-37867,20, 91, RUSSIA, Left, Sabre ,Vladislav-POZDNYAKOV-37869,19, 247, RUSSIA, Right, Sabre , D/9
6659,2018-421,32,Matteo-NERI-36654,19, 186, ITALY, Right, Sabre ,Josef-COHEN-37187,20, None, USA, Right, Sabre , V/15
6660,2018-421,32,Artem-TSELYSHEV-40346,19, None, RUSSIA, Right, Sabre ,Matteo-CEDERLE-42074,19, 331, ITALY, Left, Sabre , D/9
6661,2018-421,32,Ivan-MANDOV-33063,20, 360, BULGARIA, Right, Sabre ,George-SUDDARDS-37679,21, 327, GREAT BRITAIN, Right, Sabre , V/15
6662,2018-421,32,Ivan-PYSARENKO-41120,18, None, UKRAINE, Right, Sabre ,Dawson-SIERADZKY-35365,20, None, USA, Right, Sabre , D/13
6663,2018-421,32,Andrew-DODDO-34345,20, None, USA, Right, Sabre ,Jason-OH-38601,19, None, USA, Right, Sabre , V/15
6664,2018-421,32,Andrey-TKACHEV-40348,19, None, RUSSIA, Right, Sabre ,Frederic-KINDLER-32115,20, 154, GERMANY, Right, Sabre , D/14
6665,2018-421,32,Inaki-BRAVO-34328,20, 390, SPAIN, Right, Sabre ,Mitchell-SARON-38602,18, 295, USA, Right, Sabre , D/9
6666,2018-421,32,Raymond-ZHAO-42908,17, 272, USA, Left, Sabre ,Mor-MILASSIN-38786,19, 608, HUNGARY, Left, Sabre , D/8
6667,2018-421,32,Arne-DE_RIDDER-35917,18, 123, BELGIUM, Right, Sabre ,Konstantin-LOKHANOV-34636,20, 35, RUSSIA, Right, Sabre , D/10
6668,2018-421,32,Karol-LADEMANN-35193,19, 421, POLAND, Right, Sabre ,Kamar-SKEETE-41535,17, None, USA, Right, Sabre , D/8
6669,2018-421,32,Alberto-ARPINO-35850,20, 189, ITALY, Right, Sabre ,Daniel-SOLOMON-40004,18, 260, USA, Right, Sabre , D/14
6670,2018-421,32,Erwin-CAI-35650,19, None, USA, Right, Sabre ,Mark-STEPANOV-38592,20, 249, RUSSIA, Right, Sabre , D/10
6671,2018-421,32,Sebastian-BLATZ-39463,19, None, GERMANY, Right, Sabre ,Ahmed-FERJANI-35036,18, 65, TUNISIA, Right, Sabre , V/15
6672,2018-421,32,Giacomo-MIGNUZZI-40011,19, 289, ITALY, Right, Sabre ,Raoul-BONAH-36760,20, 208, GERMANY, Right, Sabre , V/15
6673,2018-421,32,Lorenzo-ROMA-45307,18, None, ITALY, Right, Sabre ,Raffaele-MINISCHETTI-36653,20, 283, ITALY, Right, Sabre , D/10
6674,2018-421,16,Vladislav-POZDNYAKOV-37869,19, 247, RUSSIA, Right, Sabre ,Matteo-NERI-36654,19, 186, ITALY, Right, Sabre , D/12
6675,2018-421,16,Matteo-CEDERLE-42074,19, 331, ITALY, Left, Sabre ,Ivan-MANDOV-33063,20, 360, BULGARIA, Right, Sabre , D/12
6676,2018-421,16,Dawson-SIERADZKY-35365,20, None, USA, Right, Sabre ,Andrew-DODDO-34345,20, None, USA, Right, Sabre , D/8
6677,2018-421,16,Frederic-KINDLER-32115,20, 154, GERMANY, Right, Sabre ,Mitchell-SARON-38602,18, 295, USA, Right, Sabre , V/15
6678,2018-421,16,Mor-MILASSIN-38786,19, 608, HUNGARY, Left, Sabre ,Konstantin-LOKHANOV-34636,20, 35, RUSSIA, Right, Sabre , D/8
6679,2018-421,16,Kamar-SKEETE-41535,17, None, USA, Right, Sabre ,Daniel-SOLOMON-40004,18, 260, USA, Right, Sabre , V/15
6680,2018-421,16,Mark-STEPANOV-38592,20, 249, RUSSIA, Right, Sabre ,Sebastian-BLATZ-39463,19, None, GERMANY, Right, Sabre , V/15
6681,2018-421,16,Giacomo-MIGNUZZI-40011,19, 289, ITALY, Right, Sabre ,Raffaele-MINISCHETTI-36653,20, 283, ITALY, Right, Sabre , V/15
6682,2018-421,8,Matteo-NERI-36654,19, 186, ITALY, Right, Sabre ,Ivan-MANDOV-33063,20, 360, BULGARIA, Right, Sabre , V/15
6683,2018-421,8,Andrew-DODDO-34345,20, None, USA, Right, Sabre ,Frederic-KINDLER-32115,20, 154, GERMANY, Right, Sabre , V/15
6684,2018-421,8,Konstantin-LOKHANOV-34636,20, 35, RUSSIA, Right, Sabre ,Kamar-SKEETE-41535,17, None, USA, Right, Sabre , V/15
6685,2018-421,8,Mark-STEPANOV-38592,20, 249, RUSSIA, Right, Sabre ,Giacomo-MIGNUZZI-40011,19, 289, ITALY, Right, Sabre , D/8
6686,2018-421,4,Matteo-NERI-36654,19, 186, ITALY, Right, Sabre ,Andrew-DODDO-34345,20, None, USA, Right, Sabre , V/15
6687,2018-421,4,Konstantin-LOKHANOV-34636,20, 35, RUSSIA, Right, Sabre ,Giacomo-MIGNUZZI-40011,19, 289, ITALY, Right, Sabre , D/12
6688,2018-421,2,Matteo-NERI-36654,19, 186, ITALY, Right, Sabre ,Giacomo-MIGNUZZI-40011,19, 289, ITALY, Right, Sabre , V/15
6689,2018-657,32,Maram-MOHAMED-40181,17, None, BAHRAIN, Right, Foil ,Shantal-ZHANSUGUROVA-42560,17, 534, KAZAKHSTAN, Right, Epée , D/12
6690,2018-657,32,Paula-JUKIC-31295,20, 256, CROATIA, Right, Epée ,Marie_Joe-ABOU_JAOUDE-40116,17, None, LEBANON, Right, Foil , V/15
6691,2018-657,32,Lin-ALKLOUB-34940,20, 547, JORDAN, Right, Epée ,Tamila-MURIDOVA-37576,17, 229, KAZAKHSTAN, Left, Epée , D/5
6692,2018-657,32,Sedef_Sara-BAYDAR-45216,18, None, TURKEY, Right, Epée ,Nai-SALAMEH-40115,18, None, LEBANON, Right, Foil , D/13
6693,2018-657,32,Balqis-ALQUDAH-29155,20, 506, JORDAN, Right, Epée ,Dayana-JAKUPOVA-37416,19, 618, KAZAKHSTAN, Right, Epée , D/12
6694,2018-657,32,Alexandra-KRALYUK-37143,19, 320, KAZAKHSTAN, Left, Epée ,Sarah_Schremmer-LARSEN-41951,20, 407, DENMARK, Right, Epée , V/15
6695,2018-657,32,Dina-MANSI-42958,15, None, JORDAN, Right, Epée ,Lma-HUZAYEN-40058,19, None, EGYPT, Right, Epée , D/9
6696,2018-657,32,Chhavi-KOHLI-38542,17, None, INDIA, Right, Epée ,Sumaya-ALBUAINAIN-40178,17, None, BAHRAIN, Right, Epée , V/15
6697,2018-657,16,Beyza-HALVACIAY-39207,20, 746, TURKEY, Right, Epée ,Shantal-ZHANSUGUROVA-42560,17, 534, KAZAKHSTAN, Right, Epée , V/15
6698,2018-657,16,Karoliine-LOIT-34454,18, 349, ESTONIA, Right, Epée ,Tamila-MURIDOVA-37576,17, 229, KAZAKHSTAN, Left, Epée , V/15
6699,2018-657,16,Nai-SALAMEH-40115,18, None, LEBANON, Right, Foil ,Ana-MESIC-32567,20, 637, CROATIA, Right, Epée , D/9
6700,2018-657,16,Aube-VANDINGENEN-43732,17, None, BELGIUM, Right, Epée ,Dayana-JAKUPOVA-37416,19, 618, KAZAKHSTAN, Right, Epée , D/14
6701,2018-657,16,Alexandra-KRALYUK-37143,19, 320, KAZAKHSTAN, Left, Epée ,Laura-SHEFFIELD-38087,18, 401, GREAT BRITAIN, Right, Epée , D/13
6702,2018-657,16,Genan-AYSHA-40169,16, None, JORDAN, Right, Epée ,Lma-HUZAYEN-40058,19, None, EGYPT, Right, Epée , D/13
6703,2018-657,16,Chhavi-KOHLI-38542,17, None, INDIA, Right, Epée ,Yashkeerat_Kaur-HAYER-40380,17, None, INDIA, Right, Epée , V/15
6704,2018-657,8,Beyza-HALVACIAY-39207,20, 746, TURKEY, Right, Epée ,Paula-JUKIC-31295,20, 256, CROATIA, Right, Epée , D/13
6705,2018-657,8,Karoliine-LOIT-34454,18, 349, ESTONIA, Right, Epée ,Ana-MESIC-32567,20, 637, CROATIA, Right, Epée , V/15
6706,2018-657,8,Dayana-JAKUPOVA-37416,19, 618, KAZAKHSTAN, Right, Epée ,Laura-SHEFFIELD-38087,18, 401, GREAT BRITAIN, Right, Epée , D/6
6707,2018-657,8,Lma-HUZAYEN-40058,19, None, EGYPT, Right, Epée ,Chhavi-KOHLI-38542,17, None, INDIA, Right, Epée , V/12
6708,2018-657,4,Paula-JUKIC-31295,20, 256, CROATIA, Right, Epée ,Karoliine-LOIT-34454,18, 349, ESTONIA, Right, Epée , V/15
6709,2018-657,4,Laura-SHEFFIELD-38087,18, 401, GREAT BRITAIN, Right, Epée ,Lma-HUZAYEN-40058,19, None, EGYPT, Right, Epée , V/9
6710,2018-657,2,Paula-JUKIC-31295,20, 256, CROATIA, Right, Epée ,Laura-SHEFFIELD-38087,18, 401, GREAT BRITAIN, Right, Epée , V/15
6711,2018-17,32,Owen-JORDAN-34836,20, None, GREAT BRITAIN, Right, Epée ,Abdulla-ABDULLA-45101,20, None, EGYPT, Left, Epée , V/15
6712,2018-17,32,Matthew-DICKINSON-37713,19, None, GREAT BRITAIN, Left, Epée ,Saoud-ALATAWI-40184,18, None, BAHRAIN, Right, Epée , V/15
6713,2018-17,32,Elia-DAGANI-33658,20, 239, SWITZERLAND, Right, Epée ,Tobias_Overgaard-JEPPESEN-43168,17, None, DENMARK, Right, Epée , V/15
6714,2018-17,32,Eduard-HOVIKYAN-30173,20, None, ARMENIA, Left, Epée ,Gabriel-BONFERRONI-36876,20, 508, SWITZERLAND, Right, Epée , D/11
6715,2018-17,32,Giulio-GAETANI-40070,18, 381, ITALY, Right, Epée ,Jetlee_Singh-CHINGAKHAM-43477,17, None, INDIA, Right, Epée , V/15
6716,2018-17,32,Siva_Magesh-SATHASIVAN_NIRMALA-40369,17, None, INDIA, Right, Epée ,Yerlik-SERTAY-37142,20, 433, KAZAKHSTAN, Right, Epée , D/9
6717,2018-17,32,Alexandr-SAVIN-40852,18, None, KAZAKHSTAN, Right, Epée ,Omar-ALAKKAS-39648,16, None, SAUDI ARABIA, Right, Epée , V/15
6718,2018-17,32,Neisser-LOYOLA-45133,20, 187, BELGIUM, Right, Epée ,Alessio-PREZIOSI-37066,19, 372, ITALY, Right, Epée , V/15
6719,2018-17,32,Matthew-COOPER-41708,20, None, GREAT BRITAIN, Right, Epée ,Badr_Mohammad-ALAJMI-36018,19, 1055, KUWAIT, Right, Epée , V/15
6720,2018-17,32,Jakov-SOLA-39168,19, 339, CROATIA, Right, Epée ,Yegor-FATEYEV-37582,18, None, KAZAKHSTAN, Left, Epée , D/11
6721,2018-17,32,Alexander-SELLS-36755,18, None, AUSTRALIA, Right, Epée ,Nicolaj-ALEXANDERSEN-34405,20, 645, DENMARK, Right, Epée , V/15
6722,2018-17,32,Louis_Edouard_Lai-ARNAULT-38606,19, 796, MALAYSIA, Right, Epée ,Colin-KEPPEL-37789,20, 330, NETHERLANDS, Right, Epée , D/7
6723,2018-17,32,Federico-MARENCO-37712,20, 356, ITALY, Right, Epée ,Faisal-ABED-34975,20, None, SAUDI ARABIA, Right, Epée , V/15
6724,2018-17,32,Antoine-EL_CHOUEIRY-32337,19, None, LEBANON, Right, Epée ,Jawad-ALDAWOOD-34315,19, None, SAUDI ARABIA, Right, Epée , D/11
6725,2018-17,32,Nicolas-PONCIN-39069,20, 738, BELGIUM, Right, Epée ,Fares_Fajaa-ALSHAMMARI-35291,20, None, KUWAIT, Right, Epée , V/15
6726,2018-17,32,Felix-BLOMMAERT-31691,20, 487, BELGIUM, Right, Epée ,Jakub-JURKA-35041,19, 46, CZECH REPUBLIC, Left, Epée , D/12
6727,2018-17,16,Owen-JORDAN-34836,20, None, GREAT BRITAIN, Right, Epée ,Matthew-DICKINSON-37713,19, None, GREAT BRITAIN, Left, Epée , V/15
6728,2018-17,16,Elia-DAGANI-33658,20, 239, SWITZERLAND, Right, Epée ,Gabriel-BONFERRONI-36876,20, 508, SWITZERLAND, Right, Epée , V/15
6729,2018-17,16,Giulio-GAETANI-40070,18, 381, ITALY, Right, Epée ,Yerlik-SERTAY-37142,20, 433, KAZAKHSTAN, Right, Epée , V/7
6730,2018-17,16,Alexandr-SAVIN-40852,18, None, KAZAKHSTAN, Right, Epée ,Neisser-LOYOLA-45133,20, 187, BELGIUM, Right, Epée , D/11
6731,2018-17,16,Matthew-COOPER-41708,20, None, GREAT BRITAIN, Right, Epée ,Yegor-FATEYEV-37582,18, None, KAZAKHSTAN, Left, Epée , V/15
6732,2018-17,16,Alexander-SELLS-36755,18, None, AUSTRALIA, Right, Epée ,Colin-KEPPEL-37789,20, 330, NETHERLANDS, Right, Epée , V/15
6733,2018-17,16,Federico-MARENCO-37712,20, 356, ITALY, Right, Epée ,Jawad-ALDAWOOD-34315,19, None, SAUDI ARABIA, Right, Epée , V/14
6734,2018-17,16,Nicolas-PONCIN-39069,20, 738, BELGIUM, Right, Epée ,Jakub-JURKA-35041,19, 46, CZECH REPUBLIC, Left, Epée , D/7
6735,2018-17,8,Owen-JORDAN-34836,20, None, GREAT BRITAIN, Right, Epée ,Elia-DAGANI-33658,20, 239, SWITZERLAND, Right, Epée , V/15
6736,2018-17,8,Giulio-GAETANI-40070,18, 381, ITALY, Right, Epée ,Neisser-LOYOLA-45133,20, 187, BELGIUM, Right, Epée , V/15
6737,2018-17,8,Matthew-COOPER-41708,20, None, GREAT BRITAIN, Right, Epée ,Alexander-SELLS-36755,18, None, AUSTRALIA, Right, Epée , V/15
6738,2018-17,8,Federico-MARENCO-37712,20, 356, ITALY, Right, Epée ,Jakub-JURKA-35041,19, 46, CZECH REPUBLIC, Left, Epée , D/11
6739,2018-17,4,Owen-JORDAN-34836,20, None, GREAT BRITAIN, Right, Epée ,Giulio-GAETANI-40070,18, 381, ITALY, Right, Epée , V/15
6740,2018-17,4,Matthew-COOPER-41708,20, None, GREAT BRITAIN, Right, Epée ,Jakub-JURKA-35041,19, 46, CZECH REPUBLIC, Left, Epée , D/10
6741,2018-17,2,Owen-JORDAN-34836,20, None, GREAT BRITAIN, Right, Epée ,Jakub-JURKA-35041,19, 46, CZECH REPUBLIC, Left, Epée , D/9
6742,2018-182,32,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre ,Karl_Friedrich-FLICK-42540,19, 469, AUSTRIA, Right, Sabre , V/15
6743,2018-182,32,Nico-SPEELMAN-9355,34, 385, NETHERLANDS, Right, Sabre ,Noel-WEBER-30019,26, None, GERMANY, Right, Sabre , V/0
6744,2018-182,32,Philippe-STRIJK-42608,19, 327, NETHERLANDS, Right, Sabre ,Bela-ROESINK-23342,26, 357, NETHERLANDS, Left, Sabre , D/12
6745,2018-182,32,Antony-SHEK-42616,23, 460, GREAT BRITAIN, Right, Sabre ,Arne-DE_RIDDER-35917,18, 123, BELGIUM, Right, Sabre , D/7
6746,2018-182,32,Nicola-GUARNACCIA-45179,19, None, ITALY, Left, Sabre ,Michalis-KIRIMLIDIS-37461,32, 334, IRELAND, Right, Sabre , V/15
6747,2018-182,32,Bente-OBDEIJN-33809,19, None, NETHERLANDS, Right, Sabre ,Lothar-WINIGER-12402,32, 446, SWITZERLAND, Right, Sabre , D/5
6748,2018-182,32,Tomasz-PYTEL-23787,25, 321, POLAND, Right, Sabre ,David-GARDENIER-33810,25, 400, NETHERLANDS, Right, Sabre , V/15
6749,2018-182,32,Jadryn-DICK-32713,23, 306, AUSTRALIA, Right, Sabre ,Thomas-KOLASA-14721,28, 255, USA, Right, Sabre , D/12
6750,2018-182,32,Tamas-GALGOCZY-33859,21, 312, HUNGARY, Right, Sabre ,Jan-HOSCHNA-10977,41, 416, CZECH REPUBLIC, Right, Sabre , V/15
