ID, TABLEU, C1_ID, C1_AGE, C1_RANKING, C1_NATIONALITY,C1_HANDNESS, C1_WEAPON, C2_ID, C2_AGE, C2_RANKING, C2_NATIONALITY,C2_HANDNESS, C2_WEAPON, RESULT_C1, RESULT_C2
2015-742, 2,Charlotte-LEMBACH-13452,30, 17, FRANCE, Right, Sabre ,Sofya-VELIKAYA-9993,33, 2, RUSSIA, Right, Sabre , D/14,  V/15
2015-739, 32,Adrian_Ciprian-SZILAGYI-17761,31, 717, ROMANIA, Right, Epée ,Pavel-SUKHOV-13829,30, 95, RUSSIA, Right, Epée , D/12,  V/15
2015-739, 32,Sturla-TORKILDSEN-5279,37, 337, NORWAY, Left, Epée ,Andrei-TIMOCE-16383,29, 197, ROMANIA, Right, Epée , V/15,  D/7
2015-739, 32,Enrico-GAROZZO-15163,29, 32, ITALY, Right, Epée ,Adrian-POP-7910,33, None, ROMANIA, Right, Epée , V/15,  D/14
2015-739, 32,Daniel-JERENT-22557,27, 17, FRANCE, Right, Epée ,Marco-FICHERA-24097,25, 21, ITALY, Right, Epée , V/15,  D/10
2015-739, 32,Andras-REDLI-4202,35, 58, HUNGARY, Right, Epée ,Gauthier-GRUMIER-2853,34, None, FRANCE, Left, Epée , D/13,  V/14
2015-739, 32,Yuval_Shalom-FREILICH-24944,23, 63, ISRAEL, Left, Epée ,Christoph-KNEIP-3651,39, None, GERMANY, Right, Epée , V/14,  D/8
2015-739, 32,Joao-CORDEIRO-10109,31, 254, PORTUGAL, Left, Epée ,Alexandre-BLASZYCK-12425,31, 341, FRANCE, Right, Epée , D/11,  V/15
2015-739, 32,Gabor-BOCZKO-4035,41, None, HUNGARY, Right, Epée ,Jiri-BERAN-2224,36, 119, CZECH REPUBLIC, Right, Epée , V/15,  D/12
2015-739, 32,Peer-BORSKY-20599,28, None, SWITZERLAND, Right, Epée ,Paolo-PIZZO-4633,35, 37, ITALY, Right, Epée , D/6,  V/15
2015-739, 32,Krzysztof-MIKOLAJCZAK-11511,34, None, POLAND, Left, Epée ,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée , D/8,  V/15
2015-739, 32,Bogdan-NIKISHIN-6424,38, 2, UKRAINE, Right, Epée ,Anton-AVDEEV-9991,32, None, RUSSIA, Left, Epée , V/4,  D/4
2015-739, 32,Tomas-KRASIKOVAS-8292,34, None, LITHUANIA, Right, Epée ,Bas-VERWIJLEN-5250,35, 19, NETHERLANDS, Right, Epée , D/11,  V/15
2015-739, 32,Benjamin-STEFFEN-6086,36, 25, SWITZERLAND, Left, Epée ,Mihails-JEFREMENKO-21764,38, None, LATVIA, Right, Epée , D/6,  V/15
2015-739, 32,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée ,Maksym-KHVOROST-6405,36, 89, UKRAINE, Right, Epée , D/8,  V/15
2015-739, 16,Pavel-SUKHOV-13829,30, 95, RUSSIA, Right, Epée ,Sturla-TORKILDSEN-5279,37, 337, NORWAY, Left, Epée , V/15,  D/11
2015-739, 16,Enrico-GAROZZO-15163,29, 32, ITALY, Right, Epée ,Daniel-JERENT-22557,27, 17, FRANCE, Right, Epée , D/14,  V/15
2015-739, 16,Sten-PRIINITS-9367,31, 76, ESTONIA, Right, Epée ,Gauthier-GRUMIER-2853,34, None, FRANCE, Left, Epée , D/8,  V/15
2015-739, 16,Yuval_Shalom-FREILICH-24944,23, 63, ISRAEL, Left, Epée ,Alexandre-BLASZYCK-12425,31, 341, FRANCE, Right, Epée , D/10,  V/15
2015-739, 16,Gabor-BOCZKO-4035,41, None, HUNGARY, Right, Epée ,Paolo-PIZZO-4633,35, 37, ITALY, Right, Epée , V/15,  D/12
2015-739, 16,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée ,Bogdan-NIKISHIN-6424,38, 2, UKRAINE, Right, Epée , V/13,  D/12
2015-739, 16,Mihails-JEFREMENKO-21764,38, None, LATVIA, Right, Epée ,Maksym-KHVOROST-6405,36, 89, UKRAINE, Right, Epée , D/6,  V/15
2015-739, 8,Pavel-SUKHOV-13829,30, 95, RUSSIA, Right, Epée ,Daniel-JERENT-22557,27, 17, FRANCE, Right, Epée , V/15,  D/10
2015-739, 8,Gauthier-GRUMIER-2853,34, None, FRANCE, Left, Epée ,Alexandre-BLASZYCK-12425,31, 341, FRANCE, Right, Epée , V/15,  D/10
2015-739, 8,Gabor-BOCZKO-4035,41, None, HUNGARY, Right, Epée ,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée , V/12,  D/11
2015-739, 4,Pavel-SUKHOV-13829,30, 95, RUSSIA, Right, Epée ,Gauthier-GRUMIER-2853,34, None, FRANCE, Left, Epée , D/14,  V/15
2015-738, 32,Rossella-FIAMINGO-19604,27, 24, ITALY, Left, Epée ,Monika-SOZANSKA-5472,35, 75, GERMANY, Right, Epée , V/15,  D/12
2015-738, 32,Catharina-KOCK-19504,27, 743, FINLAND, Right, Epée ,Coraline-VITALIS-28593,23, 10, FRANCE, Right, Epée , D/9,  V/15
2015-738, 32,Julia-BELJAJEVA-20450,26, 28, ESTONIA, Right, Epée ,Loredana-DINU-5671,34, None, ROMANIA, Right, Epée , V/15,  D/7
2015-738, 32,Ricarda-MULTERER-12626,28, 63, GERMANY, Right, Epée ,Marie_Florence-CANDASSAMY-20179,27, 30, FRANCE, Right, Epée , D/10,  V/15
2015-738, 32,Simona-POP-9855,30, None, ROMANIA, Left, Epée ,Dorina-BUDAI-19630,26, 43, HUNGARY, Right, Epée , V/15,  D/3
2015-738, 32,Emma-SAMUELSSON-9708,30, None, SWEDEN, Left, Epée ,Tatiana-GUDKOVA-25207,26, 38, RUSSIA, Left, Epée , V/15,  D/13
2015-738, 32,Lyubov-SHUTOVA-5839,35, 212, RUSSIA, Right, Epée ,Irina-EMBRICH-9370,38, 68, ESTONIA, Left, Epée , D/12,  V/15
2015-738, 32,Tatiana-LOGUNOVA-5808,38, None, RUSSIA, Right, Epée ,Yana-SHEMYAKINA-6435,33, 167, UKRAINE, Right, Epée , V/15,  D/14
2015-738, 32,Violetta-KOLOBOVA-18949,27, 16, RUSSIA, Right, Epée ,Magdalena-PIEKARSKA-5443,32, 56, POLAND, Left, Epée , V/14,  D/13
